"address","city","state","zip","full_address","lat","long","id","input_address","match_indicator","match_type","matched_address","tiger_line_id","tiger_side","state_fips","county_fips","census_tract","census_block"
"2532 w erie ave","lorain","OH",44053,"2532 w erie ave, lorain, OH, 44053",41.4579146092982,-82.2042211976391,9469,"2532 w erie ave, lorain, OH, 44053, , , ","Match","Exact","2532 W ERIE AVE, LORAIN, OH, 44053","55403992","R","39","093","022601","1001"
"2310 superior ave ste 210","cleveland","OH",44114,"2310 superior ave ste 210, cleveland, OH, 44114",41.5083217047896,-81.6759608303493,9470,"2310 superior ave ste 210, cleveland, OH, 44114, , , ","Match","Non_Exact","2310 E SUPERIOR AVE, CLEVELAND, OH, 44114","61110891","R","39","035","107802","3002"
"100 west college st","granville","OH",NA,"100 west college st, granville, OH, NA",40.0692371378753,-82.5199250608914,9471,"100 west college st, granville, OH, NA, , , ","Match","Non_Exact","100 E COLLEGE ST, GRANVILLE, OH, 43023","61503045","R","39","089","757701","1033"
"1524 east stroop rd ste","kettering","OH",NA,"1524 east stroop rd ste, kettering, OH, NA",39.6883020879298,-84.138681079948,9472,"1524 east stroop rd ste, kettering, OH, NA, , , ","Match","Non_Exact","1524 E STROOP RD, KETTERING, OH, 45429","143630855","R","39","113","021601","2006"
"po box 54009","cincinnati","OH",45254,"po box 54009, cincinnati, OH, 45254",NA,NA,9473,"po box 54009, cincinnati, OH, 45254, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"19402 knowlton pkwy","strongsvil","OH",NA,"19402 knowlton pkwy, strongsvil, OH, NA",41.2996318703025,-81.8396033874353,9474,"19402 knowlton pkwy, strongsvil, OH, NA, , , ","Match","Non_Exact","19402 KNOWLTON PKWY, STRONGSVILLE, OH, 44149","61157409","R","39","035","186205","2001"
"701 w lakeside ave apt 906","cleveland","OH",NA,"701 w lakeside ave apt 906, cleveland, OH, NA",41.5007111159785,-81.7009143311294,9475,"701 w lakeside ave apt 906, cleveland, OH, NA, , , ","Match","Non_Exact","701 W LAKESIDE AVE, CLEVELAND, OH, 44113","61108925","L","39","035","107101","2016"
"150 west wilson bridge r","worthingto","OH",NA,"150 west wilson bridge r, worthingto, OH, NA",40.1079106582849,-83.0215205827024,9476,"150 west wilson bridge r, worthingto, OH, NA, , , ","Match","Non_Exact","150 W WILSON BRIDGE RD, WORTHINGTON, OH, 43085","135607931","R","39","049","006721","1003"
"8866 county road 32","green springs","OH",44836,"8866 county road 32, green springs, OH, 44836",41.212698727987,-82.9971918123155,9477,"8866 county road 32, green springs, OH, 44836, , , ","Match","Exact","8866 CO RD 32, GREEN SPRINGS, OH, 44836","635492377","L","39","147","962600","1040"
"201 righteous ridge rd","waterford","OH",45786,"201 righteous ridge rd, waterford, OH, 45786",NA,NA,9478,"201 righteous ridge rd, waterford, OH, 45786, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"140 n east st","fayetteville","OH",45118,"140 n east st, fayetteville, OH, 45118",39.188195895965,-83.9298199508266,9479,"140 n east st, fayetteville, OH, 45118, , , ","Match","Exact","140 N EAST ST, FAYETTEVILLE, OH, 45118","100973628","R","39","015","951201","2044"
"700 w. pete rose way #15","cincinnati","OH",45203,"700 w. pete rose way #15, cincinnati, OH, 45203",39.0952638156332,-84.5251119549033,9480,"700 w. pete rose way #15, cincinnati, OH, 45203, , , ","Match","Exact","700 W PETE ROSE WAY, CINCINNATI, OH, 45203","636701316","R","39","061","026300","1109"
"623 park meadow rd. ste j","westerville","OH",43081,"623 park meadow rd. ste j, westerville, OH, 43081",40.1097091242376,-82.9362602784052,9481,"623 park meadow rd. ste j, westerville, OH, 43081, , , ","Match","Non_Exact","623 PARK MEADOW RD, WESTERVILLE, OH, 43081","218662389","L","39","049","007114","1001"
"11246 sr 15","montpelier","OH",43543,"11246 sr 15, montpelier, OH, 43543",41.5757841494296,-84.5556937151204,9482,"11246 sr 15, montpelier, OH, 43543, , , ","Match","Exact","11246 STATE RTE 15, MONTPELIER, OH, 43543","8350953","R","39","171","950400","1037"
"161 e 212th","euclid","OH",44123,"161 e 212th, euclid, OH, 44123",41.6066480323835,-81.533338739976,9483,"161 e 212th, euclid, OH, 44123, , , ","Match","Non_Exact","161 E 212TH ST, EUCLID, OH, 44123","61107780","L","39","035","152101","2005"
"3321 ridgehill ave","alliance","OH",NA,"3321 ridgehill ave, alliance, OH, NA",40.8878592914324,-81.1151235926787,9484,"3321 ridgehill ave, alliance, OH, NA, , , ","Match","Non_Exact","3321 RIDGEHILL AVE, ALLIANCE, OH, 44601","64723434","R","39","151","710600","1054"
"1355 stanhope kelloggsville","pierpont","OH",44082,"1355 stanhope kelloggsville, pierpont, OH, 44082",NA,NA,9485,"1355 stanhope kelloggsville, pierpont, OH, 44082, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"9625 old village dr","loveland","OH",45140,"9625 old village dr, loveland, OH, 45140",39.29962728266,-84.2954853185187,9486,"9625 old village dr, loveland, OH, 45140, , , ","Match","Exact","9625 OLD VILLAGE DR, LOVELAND, OH, 45140","159040189","R","39","165","032006","2001"
"104 1 2 east poplar","sidney","OH",45365,"104 1 2 east poplar, sidney, OH, 45365",40.2856523001035,-84.1565668018165,9487,"104 1 2 east poplar, sidney, OH, 45365, , , ","Match","Non_Exact","104 E POPLAR ST, SIDNEY, OH, 45365","52220219","R","39","149","972000","3005"
"23 hollowtree ct","hamilton","OH",45013,"23 hollowtree ct, hamilton, OH, 45013",39.3996020426949,-84.5997378271206,9488,"23 hollowtree ct, hamilton, OH, 45013, , , ","Match","Exact","23 HOLLOWTREE CT, HAMILTON, OH, 45013","113787699","L","39","017","001300","1006"
"10600 springboro pike","springboro","OH",45342,"10600 springboro pike, springboro, OH, 45342",39.5950810748402,-84.2291031678557,9489,"10600 springboro pike, springboro, OH, 45342, , , ","Match","Non_Exact","10600 SPRINGBORO PIKE, MIAMISBURG, OH, 45342","143607109","L","39","113","050106","3000"
"52 e madison ave","springfield","OH",NA,"52 e madison ave, springfield, OH, NA",39.9339867578427,-83.8080819513379,9490,"52 e madison ave, springfield, OH, NA, , , ","Match","Non_Exact","52 E MADISON AVE, SPRINGFIELD, OH, 45504","135023993","L","39","023","000700","1008"
"3095 dayton-xenia rd","beavercreek","OH",45434,"3095 dayton-xenia rd, beavercreek, OH, 45434",39.7256580517946,-84.0508943873692,9491,"3095 dayton-xenia rd, beavercreek, OH, 45434, , , ","Match","Non_Exact","3095 N DAYTON XENIA RD, BEAVERCREEK, OH, 45434","633551158","L","39","057","210602","2011"
"4105 executive drive","beavercreek","OH",45430,"4105 executive drive, beavercreek, OH, 45430",39.7323998039312,-84.0868371755001,9492,"4105 executive drive, beavercreek, OH, 45430, , , ","Match","Exact","4105 EXECUTIVE DR, BEAVERCREEK, OH, 45430","143391356","L","39","057","210300","2001"
"13227 durham cir","pickeringt","OH",NA,"13227 durham cir, pickeringt, OH, NA",39.9277580132394,-82.7604810231914,9493,"13227 durham cir, pickeringt, OH, NA, , , ","Match","Non_Exact","13227 DURHAM CIR, PICKERINGTON, OH, 43147","37236174","R","39","045","032902","2001"
"309 garden rd","columbus","OH",43214,"309 garden rd, columbus, OH, 43214",40.0560063081989,-83.011356915596,9494,"309 garden rd, columbus, OH, 43214, , , ","Match","Exact","309 GARDEN RD, COLUMBUS, OH, 43214","218695315","R","39","049","000110","2008"
"300 n kurzen rd","dalton","OH",NA,"300 n kurzen rd, dalton, OH, NA",40.8044575391291,-81.7259083156827,9495,"300 n kurzen rd, dalton, OH, NA, , , ","Match","Non_Exact","300 KURZEN RD N, DALTON, OH, 44618","649394005","L","39","169","003200","1016"
"3130 executive pkwy  3rd fl","toledo","OH",43606,"3130 executive pkwy  3rd fl, toledo, OH, 43606",41.6782084064636,-83.6288318630266,9496,"3130 executive pkwy  3rd fl, toledo, OH, 43606, , , ","Match","Exact","3130 EXECUTIVE PKWY, TOLEDO, OH, 43606","640305012","R","39","095","007700","4003"
"7308 park bend dr","westerville","OH",43082,"7308 park bend dr, westerville, OH, 43082",40.1500425055299,-82.8994400490935,9497,"7308 park bend dr, westerville, OH, 43082, , , ","Match","Exact","7308 PARK BEND DR, WESTERVILLE, OH, 43082","24603684","R","39","041","011740","3014"
"1645 s branch rd","dayton","OH",NA,"1645 s branch rd, dayton, OH, NA",39.577903966233,-84.1593575100358,9498,"1645 s branch rd, dayton, OH, NA, , , ","Match","Non_Exact","1645 S BRANCH RD, DAYTON, OH, 45458","641131655","L","39","165","030902","1005"
"1233 s union st","lima","OH",45804,"1233 s union st, lima, OH, 45804",40.7177330195828,-84.1035997040062,9499,"1233 s union st, lima, OH, 45804, , , ","Match","Exact","1233 S UNION ST, LIMA, OH, 45804","209547926","L","39","003","013800","1024"
"197 south main street","somerville","OH",45064,"197 south main street, somerville, OH, 45064",39.5643792146752,-84.6391653326658,9500,"197 south main street, somerville, OH, 45064, , , ","Match","Non_Exact","197 N MAIN ST, SOMERVILLE, OH, 45064","113793958","R","39","017","010302","2004"
"87 staley rd","orwell","OH",44076,"87 staley rd, orwell, OH, 44076",41.5390459549558,-80.8438409425573,9501,"87 staley rd, orwell, OH, 44076, , , ","Match","Exact","87 STALEY RD, ORWELL, OH, 44076","117329433","L","39","007","001402","1035"
"1002 lake st","kent","OH",NA,"1002 lake st, kent, OH, NA",41.1622805823309,-81.3442347739273,9502,"1002 lake st, kent, OH, NA, , , ","Match","Non_Exact","1002 LAKE ST, KENT, OH, 44240","137545904","R","39","133","601200","2000"
"9500 howland springs rd se","warren","OH",44484,"9500 howland springs rd se, warren, OH, 44484",41.2237101722158,-80.7226192753934,9503,"9500 howland springs rd se, warren, OH, 44484, , , ","Match","Exact","9500 HOWLAND SPRINGS RD SE, WARREN, OH, 44484","117409777","L","39","155","932900","1015"
"2041 queensbridge dr","columbus","OH",43235,"2041 queensbridge dr, columbus, OH, 43235",40.1092638352591,-83.0708562228925,9504,"2041 queensbridge dr, columbus, OH, 43235, , , ","Match","Exact","2041 QUEENSBRIDGE DR, COLUMBUS, OH, 43235","218661771","L","39","049","006386","3000"
"1202 brandywine blvd.","zanesville","OH",NA,"1202 brandywine blvd., zanesville, OH, NA",39.9853901895544,-82.0187005485092,9505,"1202 brandywine blvd., zanesville, OH, NA, , , ","Match","Non_Exact","1202 BRANDYWINE BLVD, ZANESVILLE, OH, 43701","606107558","R","39","119","911602","3003"
"318 cherry ave ne","canton","OH",44702,"318 cherry ave ne, canton, OH, 44702",40.7992797808906,-81.3705085729792,9506,"318 cherry ave ne, canton, OH, 44702, , , ","Match","Exact","318 CHERRY AVE NE, CANTON, OH, 44702","64682319","R","39","151","700100","2017"
"9019 princeton glendale rd","hamilton","OH",45011,"9019 princeton glendale rd, hamilton, OH, 45011",39.3323623623338,-84.4630954965932,9507,"9019 princeton glendale rd, hamilton, OH, 45011, , , ","Match","Exact","9019 PRINCETON GLENDALE RD, HAMILTON, OH, 45011","113811726","R","39","017","011123","1011"
"11013 kenwood rd bldg 1","blue ash","OH",45242,"11013 kenwood rd bldg 1, blue ash, OH, 45242",39.2641139993524,-84.3738647133522,9508,"11013 kenwood rd bldg 1, blue ash, OH, 45242, , , ","Match","Exact","11013 KENWOOD RD, BLUE ASH, OH, 45242","103979578","L","39","061","023521","1037"
"43 north paint street","chillicoth","OH",45601,"43 north paint street, chillicoth, OH, 45601",39.3343358227718,-82.9823135175886,9509,"43 north paint street, chillicoth, OH, 45601, , , ","Match","Non_Exact","43 N PAINT ST, CHILLICOTHE, OH, 45601","638692676","R","39","141","956300","3002"
"175 overwood rd","akron","OH",44313,"175 overwood rd, akron, OH, 44313",41.1228659057822,-81.5891656643712,9510,"175 overwood rd, akron, OH, 44313, , , ","Match","Exact","175 OVERWOOD RD, AKRON, OH, 44313","61337244","R","39","153","507101","4013"
"1222 dahlgren dr","put-in-bay","OH",43456,"1222 dahlgren dr, put-in-bay, OH, 43456",41.6492765131005,-82.8370612302822,9511,"1222 dahlgren dr, put-in-bay, OH, 43456, , , ","Match","Non_Exact","1222 DAHLGREN AVE, PUT IN BAY, OH, 43456","44073055","L","39","123","050100","1018"
"120 n oakmont dr","northfield center","OH",44067,"120 n oakmont dr, northfield center, OH, 44067",41.2938590604311,-81.5183874125808,9512,"120 n oakmont dr, northfield center, OH, 44067, , , ","Match","Non_Exact","120 N OAKMONT RD, NORTHFIELD, OH, 44067","61377125","L","39","153","532703","4008"
"164 n main st","frederickt","OH",NA,"164 n main st, frederickt, OH, NA",40.4832517674006,-82.5432900324552,9513,"164 n main st, frederickt, OH, NA, , , ","Match","Non_Exact","164 N MAIN ST, FREDERICKTOWN, OH, 43019","24614335","R","39","083","006900","4000"
"417 hillcrest","new philadelphia","OH",44663,"417 hillcrest, new philadelphia, OH, 44663",40.5071329050382,-81.4338595232327,9514,"417 hillcrest, new philadelphia, OH, 44663, , , ","Match","Non_Exact","417 HILLCREST DR NE, NEW PHILADELPHIA, OH, 44663","44246432","L","39","157","020900","1013"
"144 first street","bergholz","OH",43908,"144 first street, bergholz, OH, 43908",40.5186163505387,-80.885771772261,9515,"144 first street, bergholz, OH, 43908, , , ","Match","Exact","144 1ST ST, BERGHOLZ, OH, 43908","37794116","R","39","081","011100","2057"
"1406 irving ave","cleveland","OH",44109,"1406 irving ave, cleveland, OH, 44109",41.4395648212138,-81.6893249523633,9516,"1406 irving ave, cleveland, OH, 44109, , , ","Match","Exact","1406 IRVING AVE, CLEVELAND, OH, 44109","61158983","R","39","035","105700","2003"
"8535 gander creek dr","miamisburg","OH",NA,"8535 gander creek dr, miamisburg, OH, NA",39.6250936941823,-84.2151327437306,9517,"8535 gander creek dr, miamisburg, OH, NA, , , ","Match","Non_Exact","8535 GANDER CREEK DR, MIAMISBURG, OH, 45342","143603884","R","39","113","050107","1020"
"1509 tiffin ave","findlay","OH",45840,"1509 tiffin ave, findlay, OH, 45840",41.0509982232765,-83.6225911004076,9518,"1509 tiffin ave, findlay, OH, 45840, , , ","Match","Exact","1509 TIFFIN AVE, FINDLAY, OH, 45840","614996765","R","39","063","000700","1001"
"283 n plum st","germantown","OH",45327,"283 n plum st, germantown, OH, 45327",39.6280274082124,-84.3721225352347,9519,"283 n plum st, germantown, OH, 45327, , , ","Match","Exact","283 N PLUM ST, GERMANTOWN, OH, 45327","143576777","L","39","113","165000","4018"
"522 2nd st","portsmouth","OH",45662,"522 2nd st, portsmouth, OH, 45662",38.7315678846477,-83.0018829443948,9520,"522 2nd st, portsmouth, OH, 45662, , , ","Match","Exact","522 2ND ST, PORTSMOUTH, OH, 45662","55119250","L","39","145","003600","2042"
"7334 tylers corner suite","west chest","OH",NA,"7334 tylers corner suite, west chest, OH, NA",NA,NA,9521,"7334 tylers corner suite, west chest, OH, NA, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"616 n stateline rd","masury","OH",44438,"616 n stateline rd, masury, OH, 44438",41.2279173137764,-80.5191322259212,9522,"616 n stateline rd, masury, OH, 44438, , , ","Match","Non_Exact","616 S STATE LINE RD, MASURY, OH, 44438","70651762","R","39","155","931400","2024"
"2730 observatory ave 1st","cincinnati","OH",45208,"2730 observatory ave 1st, cincinnati, OH, 45208",39.1375598433142,-84.442488949116,9523,"2730 observatory ave 1st, cincinnati, OH, 45208, , , ","Match","Non_Exact","2730 OBSERVATORY AVE, CINCINNATI, OH, 45208","103931129","L","39","061","005000","2004"
"228 w central ave","springboro","OH",45066,"228 w central ave, springboro, OH, 45066",39.5584244771968,-84.2383853250549,9524,"228 w central ave, springboro, OH, 45066, , , ","Match","Exact","228 W CENTRAL AVE, SPRINGBORO, OH, 45066","159031832","L","39","165","030503","2020"
"320 market ave s","canton","OH",NA,"320 market ave s, canton, OH, NA",40.7968293433638,-81.3751781850075,9525,"320 market ave s, canton, OH, NA, , , ","Match","Non_Exact","320 MARKET AVE S, CANTON, OH, 44702","64725691","L","39","151","700100","2068"
"131 1/2 w walnut st","hillsboro","OH",45133,"131 1/2 w walnut st, hillsboro, OH, 45133",39.2009204520566,-83.6126593195351,9526,"131 1/2 w walnut st, hillsboro, OH, 45133, , , ","Match","Exact","131 1/2 W WALNUT ST, HILLSBORO, OH, 45133","101062882","L","39","071","954800","3019"
"1275 e ash st.","piqua","OH",45356,"1275 e ash st., piqua, OH, 45356",40.1506760002065,-84.2107521014967,9527,"1275 e ash st., piqua, OH, 45356, , , ","Match","Exact","1275 E ASH ST, PIQUA, OH, 45356","647880989","R","39","109","300100","2077"
"65 w. union ave","mcconnelsville","OH",43756,"65 w. union ave, mcconnelsville, OH, 43756",39.6479083355255,-81.8540587356813,9528,"65 w. union ave, mcconnelsville, OH, 43756, , , ","Match","Exact","65 W UNION AVE, MCCONNELSVILLE, OH, 43756","45427566","R","39","115","968900","3069"
"4992 rialto road","west chest","OH",NA,"4992 rialto road, west chest, OH, NA",NA,NA,9529,"4992 rialto road, west chest, OH, NA, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"11994 paulmeadows dr","cincinnati","OH",45249,"11994 paulmeadows dr, cincinnati, OH, 45249",39.2880126274225,-84.330565787282,9530,"11994 paulmeadows dr, cincinnati, OH, 45249, , , ","Match","Exact","11994 PAULMEADOWS DR, CINCINNATI, OH, 45249","103945503","R","39","061","024301","1000"
"4889 turney rd","garfield hts","OH",44125,"4889 turney rd, garfield hts, OH, 44125",41.4274710502188,-81.6135413052871,9531,"4889 turney rd, garfield hts, OH, 44125, , , ","Match","Exact","4889 TURNEY RD, GARFIELD HTS, OH, 44125","61119524","L","39","035","154200","2009"
"6547 s main st","north king","OH",44068,"6547 s main st, north king, OH, 44068",41.9063381015021,-80.6907736700575,9532,"6547 s main st, north king, OH, 44068, , , ","Match","Non_Exact","6547 N MAIN ST, ASHTABULA, OH, 44004","117308922","L","39","007","000200","4017"
"2000 regency ct ste 202","toledo","OH",NA,"2000 regency ct ste 202, toledo, OH, NA",41.7040945305573,-83.6451915804404,9533,"2000 regency ct ste 202, toledo, OH, NA, , , ","Match","Non_Exact","2000 REGENCY CT, TOLEDO, OH, 43623","33954735","L","39","095","008303","2000"
"40231 state route 518","lisbon","OH",44432,"40231 state route 518, lisbon, OH, 44432",40.697016088003,-80.7425679281149,9534,"40231 state route 518, lisbon, OH, 44432, , , ","Match","Exact","40231 STATE RTE 518, LISBON, OH, 44432","640434666","L","39","029","951300","3000"
"7135 sylvania ave bldg 1 ste c","sylvania","OH",43560,"7135 sylvania ave bldg 1 ste c, sylvania, OH, 43560",41.6891202809068,-83.7150999783121,9535,"7135 sylvania ave bldg 1 ste c, sylvania, OH, 43560, , , ","Match","Non_Exact","7135 SYLVANIA AVE, SYLVANIA, OH, 43560","33965263","R","39","095","009206","2005"
"4426 mt carmel tobasco r","cincinnati","OH",45244,"4426 mt carmel tobasco r, cincinnati, OH, 45244",39.0985862178574,-84.2999834683627,9536,"4426 mt carmel tobasco r, cincinnati, OH, 45244, , , ","Match","Non_Exact","4426 MOUNT CARMEL TOBASCO RD, CINCINNATI, OH, 45244","118445957","R","39","025","041403","2003"
"1250 west main ste b","kent","OH",NA,"1250 west main ste b, kent, OH, NA",41.1523315676242,-81.3895695008113,9537,"1250 west main ste b, kent, OH, NA, , , ","Match","Non_Exact","1250 W MAIN ST, KENT, OH, 44240","137515457","L","39","133","601400","4010"
"493 bev rd ste d","boardman","OH",44512,"493 bev rd ste d, boardman, OH, 44512",40.993350659027,-80.6416891443088,9538,"493 bev rd ste d, boardman, OH, 44512, , , ","Match","Non_Exact","493 BEV RD, BOARDMAN, OH, 44512","64599332","R","39","099","811902","2023"
"4060 columbia woods driv","norton","OH",44203,"4060 columbia woods driv, norton, OH, 44203",41.0239421184923,-81.6461248062742,9539,"4060 columbia woods driv, norton, OH, 44203, , , ","Match","Exact","4060 COLUMBIA WOODS DR, NORTON, OH, 44203","638746728","R","39","153","532001","3000"
"42 sand run rd","akron","OH",44313,"42 sand run rd, akron, OH, 44313",41.119413120176,-81.5877191117456,9540,"42 sand run rd, akron, OH, 44313, , , ","Match","Exact","42 SAND RUN RD, AKRON, OH, 44313","61337254","L","39","153","507101","4025"
"2970 presidential dr ste 300","fairborn","OH",45324,"2970 presidential dr ste 300, fairborn, OH, 45324",39.7762707455346,-84.0622768737928,9541,"2970 presidential dr ste 300, fairborn, OH, 45324, , , ","Match","Exact","2970 PRESIDENTIAL DR, FAIRBORN, OH, 45324","143404460","R","39","057","210101","2010"
"517 gypsy ln","youngstown","OH",NA,"517 gypsy ln, youngstown, OH, NA",41.1335986023483,-80.6612965032985,9542,"517 gypsy ln, youngstown, OH, NA, , , ","Match","Non_Exact","517 E GYPSY LN, YOUNGSTOWN, OH, 44504","652739250","L","39","099","804200","2003"
"20732 forestwood dr","strongsvil","OH",NA,"20732 forestwood dr, strongsvil, OH, NA",41.2952300900204,-81.8517498565541,9543,"20732 forestwood dr, strongsvil, OH, NA, , , ","Match","Non_Exact","20732 FORESTWOOD DR, STRONGSVILLE, OH, 44149","61131543","L","39","035","186205","3006"
"p.o. box 1575","sandusky","OH",44870,"p.o. box 1575, sandusky, OH, 44870",NA,NA,9544,"p.o. box 1575, sandusky, OH, 44870, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"61388 ka-don dr","new concor","OH",43762,"61388 ka-don dr, new concor, OH, 43762",39.9959511591473,-81.699832399245,9545,"61388 ka-don dr, new concor, OH, 43762, , , ","Match","Non_Exact","61388 KADON DR, NEW CONCORD, OH, 43762","612400633","R","39","059","977200","4069"
"343 w bagley rd ste 102","berea","OH",44017,"343 w bagley rd ste 102, berea, OH, 44017",41.3722852254193,-81.8651443325843,9546,"343 w bagley rd ste 102, berea, OH, 44017, , , ","Match","Exact","343 W BAGLEY RD, BEREA, OH, 44017","61099458","L","39","035","134204","3000"
"245 dryden ave sw","canton","OH",44706,"245 dryden ave sw, canton, OH, 44706",40.7978684033826,-81.3987165157194,9547,"245 dryden ave sw, canton, OH, 44706, , , ","Match","Exact","245 DRYDEN AVE SW, CANTON, OH, 44706","64680104","R","39","151","701300","1026"
"2725 c st bld 553 rm 20","wpafb","OH",45433,"2725 c st bld 553 rm 20, wpafb, OH, 45433",NA,NA,286,"2725 c st bld 553 rm 20, wpafb, OH, 45433, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"1926 needmore rd","dayton","OH",NA,"1926 needmore rd, dayton, OH, NA",39.8195613503067,-84.2005139739182,9548,"1926 needmore rd, dayton, OH, NA, , , ","Match","Non_Exact","1926 NEEDMORE RD, DAYTON, OH, 45414","143593074","R","39","113","080500","5007"
"5512 warrensville center","maple heig","OH",NA,"5512 warrensville center, maple heig, OH, NA",NA,NA,9549,"5512 warrensville center, maple heig, OH, NA, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"52 south high street","dublin","OH",43017,"52 south high street, dublin, OH, 43017",40.09848840008,-83.1134997150234,9550,"52 south high street, dublin, OH, 43017, , , ","Match","Exact","52 S HIGH ST, DUBLIN, OH, 43017","625081276","L","39","049","006238","1032"
"1590 georgesville rd","columbus","OH",NA,"1590 georgesville rd, columbus, OH, NA",39.9189854559137,-83.1334769756671,9551,"1590 georgesville rd, columbus, OH, NA, , , ","Match","Non_Exact","1590 GEORGESVILLE RD, COLUMBUS, OH, 43228","218675982","L","39","049","008168","2015"
"860 n bridge st","chillicothe","OH",NA,"860 n bridge st, chillicothe, OH, NA",39.3464694958996,-82.9765698483889,9552,"860 n bridge st, chillicothe, OH, NA, , , ","Match","Non_Exact","860 N BRIDGE ST, CHILLICOTHE, OH, 45601","37494446","L","39","141","956300","1063"
"4043 jefferson ct","youngstown","OH",NA,"4043 jefferson ct, youngstown, OH, NA",41.1568832126964,-80.6291154751398,9553,"4043 jefferson ct, youngstown, OH, NA, , , ","Match","Non_Exact","4043 JEFFERSON CT, YOUNGSTOWN, OH, 44505","117413230","R","39","155","931900","6008"
"8600 east market st. ste 1","warren","OH",NA,"8600 east market st. ste 1, warren, OH, NA",41.238055341232,-80.7362860772569,9554,"8600 east market st. ste 1, warren, OH, NA, , , ","Match","Non_Exact","8600 E MARKET ST, WARREN, OH, 44484","117409663","R","39","155","933001","4008"
"209 byers rd","miamisburg","OH",45342,"209 byers rd, miamisburg, OH, 45342",39.6388094070807,-84.2345487180136,9555,"209 byers rd, miamisburg, OH, 45342, , , ","Match","Exact","209 BYERS RD, MIAMISBURG, OH, 45342","143617407","R","39","113","050503","1028"
"556 long cv","avon lake","OH",44012,"556 long cv, avon lake, OH, 44012",41.4903133685693,-82.0131854393795,9556,"556 long cv, avon lake, OH, 44012, , , ","Match","Exact","556 LONG COVE, AVON LAKE, OH, 44012","617591835","L","39","093","097401","1005"
"21290 center ridge rd","rocky rive","OH",44116,"21290 center ridge rd, rocky rive, OH, 44116",41.4609051279068,-81.8555422914834,9557,"21290 center ridge rd, rocky rive, OH, 44116, , , ","Match","Non_Exact","21290 CENTER RIDGE RD, ROCKY RIVER, OH, 44116","633549350","R","39","035","181201","4000"
"po box 180","avon","OH",44011,"po box 180, avon, OH, 44011",NA,NA,9558,"po box 180, avon, OH, 44011, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"14445 castlereagh ln","strongsville","OH",44136,"14445 castlereagh ln, strongsville, OH, 44136",41.3210856513173,-81.801440281727,9559,"14445 castlereagh ln, strongsville, OH, 44136, , , ","Match","Exact","14445 CASTLEREAGH LN, STRONGSVILLE, OH, 44136","629206968","L","39","035","186107","3012"
"429 front st.","berea","OH",NA,"429 front st., berea, OH, NA",41.3769629674054,-81.8531508917139,9560,"429 front st., berea, OH, NA, , , ","Match","Non_Exact","429 FRONT ST, BEREA, OH, 44017","61099581","L","39","035","134204","1007"
"6424 detroit ave","cleveland","OH",44102,"6424 detroit ave, cleveland, OH, 44102",41.4843064700343,-81.729571107259,9561,"6424 detroit ave, cleveland, OH, 44102, , , ","Match","Non_Exact","6424 DETROIT RD, CLEVELAND, OH, 44102","61101331","R","39","035","197500","4011"
"25801 lake shore blvd apt 30","euclid","OH",44132,"25801 lake shore blvd apt 30, euclid, OH, 44132",41.6206604074179,-81.5030829119521,9562,"25801 lake shore blvd apt 30, euclid, OH, 44132, , , ","Match","Exact","25801 LAKESHORE BLVD, EUCLID, OH, 44132","649549202","L","39","035","152301","1001"
"6023 wilson mills rd","highland hts","OH",44143,"6023 wilson mills rd, highland hts, OH, 44143",41.5390451868801,-81.4623019550302,9563,"6023 wilson mills rd, highland hts, OH, 44143, , , ","Match","Exact","6023 WILSON MILLS RD, HIGHLAND HTS, OH, 44143","61149733","L","39","035","155101","1019"
"70 birch aly ste 220","dayton","OH",45440,"70 birch aly ste 220, dayton, OH, 45440",39.694117278706,-84.1047799637302,9564,"70 birch aly ste 220, dayton, OH, 45440, , , ","Match","Exact","70 BIRCH ALY, DAYTON, OH, 45440","143422298","L","39","057","210401","1011"
"2150 n cleveland massillon rd","akron","OH",44333,"2150 n cleveland massillon rd, akron, OH, 44333",41.1930807041524,-81.6363537854824,9565,"2150 n cleveland massillon rd, akron, OH, 44333, , , ","Match","Exact","2150 N CLEVELAND MASSILLON RD, AKRON, OH, 44333","61393887","L","39","153","532301","3002"
"26053 brookpark rd","n olmsted","OH",44070,"26053 brookpark rd, n olmsted, OH, 44070",NA,NA,9566,"26053 brookpark rd, n olmsted, OH, 44070, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"262 park ave e","mansfield","OH",44902,"262 park ave e, mansfield, OH, 44902",40.758126788247,-82.5060729102062,9567,"262 park ave e, mansfield, OH, 44902, , , ","Match","Exact","262 PARK AVE E, MANSFIELD, OH, 44902","12861885","R","39","139","003100","3096"
