fips_id,year,total_wages,avg_persons,establishments,entrants,exits
3900108350,2006,300546,17,6,6,1
3900108350,2007,228543,16,6,1,0
3900108350,2008,279148,15,7,1,0
3900108350,2009,246087,14,7,0,2
3900108350,2010,179993,12,5,0,1
3900108350,2011,267130,14,6,2,0
3900108350,2012,270934,14,6,0,1
3900108350,2013,260022,16,7,2,1
3900108350,2014,340448,15,8,2,1
3900108350,2015,406899,17,9,2,2
3900108350,2016,251232,12,7,0,0
3900108350,2017,345574,15,9,2,0
3900108350,2018,507487,20,10,1,1
3900108350,2019,683363,23,11,2,1
3900108350,2020,5261457,33,10,0,10
3900109722,2006,605067,35,15,15,2
3900109722,2007,872203,40,14,2,2
3900109722,2008,691398,35,16,3,2
3900109722,2009,758108,34,17,3,2
3900109722,2010,749991,34,16,1,0
3900109722,2011,900204,40,18,2,2
3900109722,2012,908478,43,17,1,2
3900109722,2013,915457,44,15,0,0
3900109722,2014,972758,44,16,1,1
3900109722,2015,1272509,48,15,0,0
3900109722,2016,1189604,44,16,1,1
3900109722,2017,1228353,44,16,1,3
3900109722,2018,1424354,49,14,1,1
3900109722,2019,1424699,43,13,0,0
3900109722,2020,1181772,40,14,1,14
3900128196,2006,23037535,387,19,19,1
3900128196,2007,24713817,382,21,3,1
3900128196,2008,24800737,413,22,2,3
3900128196,2009,25894398,385,21,2,3
3900128196,2010,25490899,383,19,1,1
3900128196,2011,28486058,407,18,1,0
3900128196,2012,30680915,431,19,1,1
3900128196,2013,33399685,438,18,0,1
3900128196,2014,37698282,455,17,0,2
3900128196,2015,43015075,493,19,4,0
3900128196,2016,44300099,523,20,1,1
3900128196,2017,41970296,524,20,1,0
3900128196,2018,44652417,546,21,0,1
3900128196,2019,49666712,607,25,6,3
3900128196,2020,40137153,518,25,2,25
3900131668,2006,128260,9,4,4,0
3900131668,2007,124458,7,4,0,0
3900131668,2008,119765,6,4,0,0
3900131668,2009,98865,5,5,1,1
3900131668,2010,19882,3,5,1,0
3900131668,2011,16194,2,5,0,0
3900131668,2012,26804,3,6,1,3
3900131668,2013,35799,3,3,0,1
3900131668,2014,35162,2,2,0,1
3900131668,2015,28995,1,1,0,0
3900131668,2016,30855,1,2,1,0
3900131668,2017,12857,1,2,0,1
3900131668,2018,21234,0,2,1,1
3900131668,2019,129270,2,1,0,0
3900131668,2020,366228,6,1,0,1
3900138486,2006,923654,40,7,7,1
3900138486,2007,1076350,42,8,2,0
3900138486,2008,1084970,40,8,0,2
3900138486,2009,887011,37,6,0,0
3900138486,2010,999136,42,7,1,0
3900138486,2011,832015,35,7,0,1
3900138486,2012,751055,35,7,1,0
3900138486,2013,878448,35,8,1,1
3900138486,2014,1046572,40,7,0,0
3900138486,2015,1082480,40,7,0,1
3900138486,2016,1132531,43,6,0,0
3900138486,2017,1079432,41,6,0,1
3900138486,2018,1227383,42,5,0,0
3900138486,2019,1181773,43,6,1,1
3900138486,2020,1332570,47,6,1,6
3900142,2006,6410310,136,12,12,3
3900142,2007,17888299,302,11,2,1
3900142,2008,26010086,394,11,1,2
3900142,2009,36467135,504,9,0,0
3900142,2010,41166010,543,9,0,1
3900142,2011,38313833,504,9,1,2
3900142,2012,37456594,496,8,1,0
3900142,2013,41976582,496,12,4,1
3900142,2014,39821629,466,15,4,1
3900142,2015,38823453,453,15,1,1
3900142,2016,39826679,462,15,1,1
3900142,2017,40137297,423,15,1,1
3900142,2018,31980499,382,15,1,1
3900142,2019,2200247,61,14,0,1
3900142,2020,2075918,55,15,2,15
3900143036,2006,5056210,148,18,18,1
3900143036,2007,5054396,152,19,2,0
3900143036,2008,6032603,162,20,1,0
3900143036,2009,6951273,173,20,0,1
3900143036,2010,7871466,190,21,2,1
3900143036,2011,6909030,191,21,1,1
3900143036,2012,6614638,170,22,2,3
3900143036,2013,6701705,175,20,1,3
3900143036,2014,6104769,176,19,2,0
3900143036,2015,7059999,206,21,2,2
3900143036,2016,7930949,219,20,1,0
3900143036,2017,8244199,215,20,0,2
3900143036,2018,8434961,212,20,2,1
3900143036,2019,8839279,213,22,3,2
3900143036,2020,13544510,281,21,1,21
3900148888,2006,7054645,274,21,21,2
3900148888,2007,6429898,242,26,7,10
3900148888,2008,6672222,235,17,1,3
3900148888,2009,6080991,212,14,0,1
3900148888,2010,5886142,204,13,0,1
3900148888,2011,5561522,200,13,1,2
3900148888,2012,4951785,185,14,3,0
3900148888,2013,4944233,186,18,4,4
3900148888,2014,5229931,194,16,2,3
3900148888,2015,6030101,222,18,5,2
3900148888,2016,5907558,216,17,1,4
3900148888,2017,4473356,154,14,1,2
3900148888,2018,4858158,155,17,5,1
3900148888,2019,5053453,169,19,3,1
3900148888,2020,5698059,165,21,3,21
3900151268,2006,29436287,468,7,7,0
3900151268,2007,27939539,463,9,2,2
3900151268,2008,19470349,370,8,1,2
3900151268,2009,11074298,157,6,0,0
3900151268,2010,11569309,161,6,0,0
3900151268,2011,11999892,147,7,1,0
3900151268,2012,10972839,136,7,0,0
3900151268,2013,11593098,136,7,0,1
3900151268,2014,11246871,130,6,0,0
3900151268,2015,10692885,118,7,1,0
3900151268,2016,10730218,118,8,1,1
3900151268,2017,10624388,116,8,1,1
3900151268,2018,8609626,110,7,0,1
3900151268,2019,896726,19,10,4,1
3900151268,2020,1608942,35,10,1,10
3900158366,2006,1632558,88,25,25,4
3900158366,2007,3050591,144,25,5,3
3900158366,2008,2961563,140,25,3,2
3900158366,2009,2924828,132,27,3,4
3900158366,2010,3142098,138,25,2,1
3900158366,2011,3540402,146,26,2,2
3900158366,2012,3754387,143,26,3,3
3900158366,2013,3962466,146,28,5,4
3900158366,2014,4320803,158,25,1,2
3900158366,2015,4652916,168,28,5,2
3900158366,2016,4760785,173,30,4,5
3900158366,2017,5110330,167,30,5,3
3900158366,2018,4329317,132,31,3,1
3900158366,2019,4664411,138,35,5,3
3900158366,2020,5256255,137,34,2,34
3900171052,2006,642860,25,7,7,1
3900171052,2007,601138,18,7,1,2
3900171052,2008,660639,19,5,0,1
3900171052,2009,551030,18,6,2,0
3900171052,2010,740856,25,9,3,2
3900171052,2011,1138403,35,11,4,1
3900171052,2012,1216660,40,11,1,0
3900171052,2013,1716268,53,13,2,0
3900171052,2014,1847987,54,13,0,1
3900171052,2015,1637270,44,13,1,2
3900171052,2016,1181029,36,11,0,2
3900171052,2017,1316606,34,10,1,0
3900171052,2018,945839,24,10,0,1
3900171052,2019,908117,24,9,0,0
3900171052,2020,5244736,106,10,1,10
3900174069,2006,951787,80,11,11,2
3900174069,2007,1029309,71,11,2,1
3900174069,2008,987097,64,10,0,0
3900174069,2009,967421,62,11,1,2
3900174069,2010,2761196,96,11,2,1
3900174069,2011,2993815,90,11,1,3
3900174069,2012,2450076,77,9,1,1
3900174069,2013,2096207,66,9,1,1
3900174069,2014,1163527,45,8,0,0
3900174069,2015,1667165,56,9,1,1
3900174069,2016,2131929,71,10,2,0
3900174069,2017,2456160,84,11,1,0
3900174069,2018,2047167,76,12,1,1
3900174069,2019,1753066,56,13,2,2
3900174069,2020,935603,26,12,1,12
3900176768,2006,2315566,109,28,28,3
3900176768,2007,2419237,99,26,1,0
3900176768,2008,2487052,101,27,2,1
3900176768,2009,2248988,96,27,1,3
3900176768,2010,2098229,89,27,2,2
3900176768,2011,2165750,83,30,5,2
3900176768,2012,2041965,79,29,1,2
3900176768,2013,1910472,75,27,0,1
3900176768,2014,1851748,75,27,1,5
3900176768,2015,1853612,73,24,2,3
3900176768,2016,1831179,71,23,2,0
3900176768,2017,2001010,75,26,3,1
3900176768,2018,2585798,94,28,3,4
3900176768,2019,2926357,108,26,2,2
3900176768,2020,2804076,100,27,3,27
3900182012,2006,3091619,147,22,22,4
3900182012,2007,3323512,155,20,2,1
3900182012,2008,3073923,154,19,0,1
3900182012,2009,2027172,109,18,0,4
3900182012,2010,2314792,101,15,1,2
3900182012,2011,1963240,71,15,2,3
3900182012,2012,1853546,70,14,2,3
3900182012,2013,2131168,79,11,0,0
3900182012,2014,2269131,83,12,1,0
3900182012,2015,2601826,109,15,3,1
3900182012,2016,3504589,140,16,2,1
3900182012,2017,3911012,154,16,1,0
3900182012,2018,2852162,96,19,3,2
3900182012,2019,2856450,91,18,1,3
3900182012,2020,2989086,95,19,4,19
3900185890,2006,2818101,83,9,9,2
3900185890,2007,3027512,92,9,2,1
3900185890,2008,3314402,95,9,1,1
3900185890,2009,3429149,96,10,2,1
3900185890,2010,3409239,94,9,0,0
3900185890,2011,3180764,85,9,1,1
3900185890,2012,3515681,86,8,0,0
3900185890,2013,3687269,94,9,1,0
3900185890,2014,3950988,101,11,1,0
3900185890,2015,4162162,107,15,4,1
3900185890,2016,4467343,120,14,0,1
3900185890,2017,3959822,102,14,1,2
3900185890,2018,2481676,67,14,2,2
3900185890,2019,2503806,71,14,2,0
3900185890,2020,3063176,78,15,1,15
3900198,2006,56575370,1672,65,65,9
3900198,2007,60862457,1735,63,7,7
3900198,2008,63206495,1700,64,9,5
3900198,2009,60841385,1656,67,7,8
3900198,2010,65184991,1807,64,5,3
3900198,2011,68156947,1824,65,4,6
3900198,2012,75869727,1935,61,2,4
3900198,2013,78893603,2174,58,1,4
3900198,2014,82165158,2436,60,6,4
3900198,2015,82032291,2442,60,4,2
3900198,2016,84196990,2547,64,6,3
3900198,2017,86660682,2561,62,1,1
3900198,2018,83866638,2554,63,2,3
3900198,2019,79445387,2445,63,3,8
3900198,2020,74692112,2304,59,4,59
3900301602,2006,2357871,92,30,30,3
3900301602,2007,2358413,93,32,5,7
3900301602,2008,2488080,108,30,5,4
3900301602,2009,2562551,115,33,7,3
3900301602,2010,3000481,128,33,3,2
3900301602,2011,3023463,134,35,4,6
3900301602,2012,3144751,136,31,2,1
3900301602,2013,3443149,130,31,1,3
3900301602,2014,3294165,122,30,2,1
3900301602,2015,3918399,135,34,5,3
3900301602,2016,3985939,137,33,2,2
3900301602,2017,3980678,131,32,1,5
3900301602,2018,4610469,152,30,3,2
3900301602,2019,4874569,155,30,2,2
3900301602,2020,5237976,148,29,1,29
3900301756,2006,147087554,6692,440,440,37
3900301756,2007,148763873,6491,456,55,48
3900301756,2008,155427062,6478,458,52,37
3900301756,2009,146008594,6098,455,36,70
3900301756,2010,146333559,5940,409,25,20
3900301756,2011,155499275,6002,435,44,33
3900301756,2012,157827990,5945,430,25,42
3900301756,2013,160848937,6031,411,24,41
3900301756,2014,163661165,6044,399,28,28
3900301756,2015,172583376,6084,389,19,26
3900301756,2016,172129027,6096,393,29,33
3900301756,2017,175073754,6085,405,44,37
3900301756,2018,187832456,6149,404,35,28
3900301756,2019,192826539,6003,394,18,24
3900301756,2020,194743848,5504,392,22,392
3900302988,2006,15725475,408,26,26,3
3900302988,2007,16932663,418,28,5,3
3900302988,2008,17451068,407,25,0,1
3900302988,2009,17530852,389,25,1,2
3900302988,2010,17024298,361,30,7,2
3900302988,2011,19463852,390,30,3,0
3900302988,2012,20148520,395,33,3,3
3900302988,2013,17879000,363,32,2,3
3900302988,2014,16511747,338,30,1,3
3900302988,2015,17120060,328,27,0,1
3900302988,2016,19769754,330,29,3,2
3900302988,2017,20875679,344,30,3,2
3900302988,2018,22323778,361,33,5,2
3900302988,2019,23816025,386,33,2,0
3900302988,2020,24650761,397,35,1,35
3900304206,2006,278804779,6420,200,200,17
3900304206,2007,239598728,5678,192,11,24
3900304206,2008,246644035,5412,184,14,19
3900304206,2009,235199214,5148,184,19,20
3900304206,2010,225535707,4921,178,15,11
3900304206,2011,238073798,4889,190,22,20
3900304206,2012,249686350,4878,186,16,20
3900304206,2013,290762427,5421,187,21,15
3900304206,2014,308183451,5563,179,8,16
3900304206,2015,288733168,5262,173,10,18
3900304206,2016,305757425,5279,175,19,18
3900304206,2017,303577839,5375,171,14,11
3900304206,2018,328506492,5571,170,10,12
3900304206,2019,305586462,5440,174,16,12
3900304206,2020,254860142,4776,173,11,173
3900337646,2006,4204625,164,37,37,4
3900337646,2007,4862537,165,36,3,5
3900337646,2008,4394570,165,31,2,3
3900337646,2009,4623304,164,30,2,4
3900337646,2010,7047909,255,27,2,1
3900337646,2011,6528555,214,27,1,3
3900337646,2012,6689482,218,25,0,4
3900337646,2013,6820898,222,24,2,1
3900337646,2014,7278512,222,24,1,3
3900337646,2015,7328933,244,22,1,2
3900337646,2016,7605593,243,20,1,0
3900337646,2017,7531752,250,23,3,3
3900337646,2018,7719503,233,23,1,5
3900337646,2019,8331574,234,22,4,0
3900337646,2020,8389100,216,23,1,23
3900347656,2006,15562907,544,48,48,4
3900347656,2007,15985490,554,47,3,4
3900347656,2008,14308382,488,49,7,4
3900347656,2009,15199455,521,51,5,3
3900347656,2010,14524511,477,51,3,5
3900347656,2011,18298406,623,54,9,5
3900347656,2012,20107592,639,51,2,2
3900347656,2013,20577299,650,50,1,1
3900347656,2014,22733495,674,53,4,3
3900347656,2015,23670626,664,50,0,1
3900347656,2016,23843189,647,51,2,1
3900347656,2017,25886286,675,54,4,1
3900347656,2018,27614778,665,55,2,6
3900347656,2019,28210282,678,53,3,1
3900347656,2020,30121638,642,56,4,56
3900351282,2006,3805217,139,20,20,0
3900351282,2007,4480032,157,20,1,2
3900351282,2008,5408925,170,19,1,1
3900351282,2009,4697214,156,20,2,2
3900351282,2010,4798447,151,19,0,0
3900351282,2011,5000567,168,20,1,2
3900351282,2012,4039614,169,18,0,1
3900351282,2013,4725376,175,19,2,0
3900351282,2014,5758431,208,20,1,1
3900351282,2015,6537539,224,20,1,0
3900351282,2016,6816452,224,21,1,1
3900351282,2017,7200669,217,20,0,2
3900351282,2018,7984096,241,20,2,2
3900351282,2019,8462741,249,19,1,1
3900351282,2020,7830164,216,18,0,18
3900361742,2006,95019992,3646,124,124,11
3900361742,2007,107645536,3680,127,14,15
3900361742,2008,111126882,3590,124,14,11
3900361742,2009,103337938,3320,121,8,10
3900361742,2010,107726566,3356,118,7,7
3900361742,2011,110090301,3364,122,11,6
3900361742,2012,114889900,3471,125,9,13
3900361742,2013,111800496,3370,127,15,10
3900361742,2014,112257898,3336,121,4,7
3900361742,2015,118349942,3363,124,9,10
3900361742,2016,117279838,3336,122,8,10
3900361742,2017,113727798,3257,125,12,13
3900361742,2018,116330432,3237,118,6,8
3900361742,2019,120919282,3251,121,11,10
3900361742,2020,122415765,3000,119,8,119
3900366614,2006,6591090,314,32,32,3
3900366614,2007,7162779,334,30,1,2
3900366614,2008,7157399,330,29,1,1
3900366614,2009,7124959,332,30,2,5
3900366614,2010,6858351,315,25,0,1
3900366614,2011,6640676,264,24,0,1
3900366614,2012,6812179,281,25,2,2
3900366614,2013,7292904,281,26,3,2
3900366614,2014,7330253,281,25,1,2
3900366614,2015,7307547,270,26,3,2
3900366614,2016,7635046,274,26,2,1
3900366614,2017,8132927,287,29,4,3
3900366614,2018,8450314,287,26,0,2
3900366614,2019,9141989,302,28,4,3
3900366614,2020,9742743,301,27,2,27
3900371955,2006,213157930,4917,269,269,34
3900371955,2007,218134202,4967,260,29,26
3900371955,2008,226269406,4877,274,39,23
3900371955,2009,247012190,4876,282,29,23
3900371955,2010,251656730,4883,286,26,26
3900371955,2011,270635816,5061,283,25,23
3900371955,2012,282851487,4977,280,20,25
3900371955,2013,260633841,4735,278,21,26
3900371955,2014,267376988,4531,273,22,18
3900371955,2015,240465341,4263,272,19,21
3900371955,2016,245456313,4483,271,21,20
3900371955,2017,271384699,4840,273,20,21
3900371955,2018,296369456,5060,268,15,19
3900371955,2019,328678308,5414,277,28,23
3900371955,2020,330501041,5218,273,18,273
3900373982,2006,2512720,104,13,13,2
3900373982,2007,2103688,82,12,1,1
3900373982,2008,1598010,59,12,1,2
3900373982,2009,1016867,39,11,1,0
3900373982,2010,1825606,59,11,0,0
3900373982,2011,1964088,65,13,2,1
3900373982,2012,1936414,64,14,2,2
3900373982,2013,1569289,60,13,1,1
3900373982,2014,1364900,53,12,0,0
3900373982,2015,1089547,43,13,1,3
3900373982,2016,846152,34,12,2,2
3900373982,2017,721867,32,10,0,0
3900373982,2018,872151,34,11,1,1
3900373982,2019,2257064,66,14,4,0
3900373982,2020,7164145,152,14,0,14
3900375199,2006,2033488,97,17,17,1
3900375199,2007,5152330,166,19,3,1
3900375199,2008,5388083,167,18,0,0
3900375199,2009,6028567,175,18,0,0
3900375199,2010,6075851,186,18,0,1
3900375199,2011,5770024,174,18,1,0
3900375199,2012,6021224,170,20,3,2
3900375199,2013,6026193,173,22,4,1
3900375199,2014,6177877,173,21,0,1
3900375199,2015,7054532,170,22,2,2
3900375199,2016,7163420,180,21,1,1
3900375199,2017,7398313,186,21,1,1
3900375199,2018,7540516,189,22,2,2
3900375199,2019,6727176,166,23,2,2
3900375199,2020,3343395,73,21,0,21
3900380,2006,398624,20,3,3,0
3900380,2007,495691,22,4,1,1
3900380,2008,530693,25,3,0,0
3900380,2009,472197,21,3,0,0
3900380,2010,416196,16,3,0,0
3900380,2011,383566,16,3,0,0
3900380,2012,387011,16,3,0,0
3900380,2013,290166,14,3,0,0
3900380,2014,224042,12,3,0,0
3900380,2015,219975,12,3,0,0
3900380,2016,284812,11,4,1,1
3900380,2017,196586,10,4,1,0
3900380,2018,192660,10,4,0,0
3900380,2019,247474,11,4,0,0
3900380,2020,249900,10,4,0,4
3900436,2006,2780218,113,13,13,1
3900436,2007,1400946,75,13,1,1
3900436,2008,1532485,76,14,2,0
3900436,2009,1814831,78,15,1,2
3900436,2010,1790871,78,15,2,2
3900436,2011,1889522,86,13,0,0
3900436,2012,1838942,84,14,1,0
3900436,2013,1900844,89,15,1,1
3900436,2014,2001519,91,15,1,1
3900436,2015,2443607,99,15,1,0
3900436,2016,2432790,86,15,0,1
3900436,2017,2319302,89,15,1,1
3900436,2018,2347140,95,15,1,2
3900436,2019,2052926,81,15,2,1
3900436,2020,2042438,79,15,1,15
3900450,2006,94789,13,5,5,0
3900450,2007,145813,10,6,1,0
3900450,2008,125413,9,6,0,1
3900450,2009,277662,14,5,1,0
3900450,2010,278262,14,5,0,1
3900450,2011,356063,15,7,2,0
3900450,2012,612099,26,8,1,0
3900450,2013,396788,20,8,0,0
3900450,2014,344303,18,9,1,1
3900450,2015,259394,16,8,0,1
3900450,2016,257262,15,7,0,0
3900450,2017,260947,16,7,0,0
3900450,2018,296999,18,8,1,2
3900450,2019,320923,18,6,0,1
3900450,2020,269737,16,5,0,5
3900464,2006,1462577,70,7,7,0
3900464,2007,1620748,76,10,3,1
3900464,2008,1720074,69,9,0,1
3900464,2009,1619813,65,8,0,1
3900464,2010,1748144,63,7,0,0
3900464,2011,2044474,79,10,3,0
3900464,2012,2077721,85,10,0,1
3900464,2013,2100700,87,11,2,0
3900464,2014,1983775,79,11,0,1
3900464,2015,2059339,76,10,0,1
3900464,2016,2184931,86,11,2,2
3900464,2017,2158024,82,10,1,0
3900464,2018,2504797,89,11,1,0
3900464,2019,2299817,69,11,0,1
3900464,2020,2172497,63,11,1,11
3900515672,2006,2028217,72,8,8,1
3900515672,2007,2681815,80,9,2,1
3900515672,2008,3131105,91,9,1,0
3900515672,2009,2643154,80,10,1,0
3900515672,2010,2905087,82,10,0,1
3900515672,2011,2482614,66,9,0,2
3900515672,2012,1726950,46,9,2,1
3900515672,2013,1900923,56,9,1,1
3900515672,2014,2308387,63,9,1,0
3900515672,2015,2767478,84,12,3,1
3900515672,2016,3805047,102,13,2,1
3900515672,2017,3805930,90,13,1,1
3900515672,2018,9691106,146,12,1,0
3900515672,2019,7675725,137,16,3,1
3900515672,2020,17232061,260,18,3,18
3900531682,2006,7076500,226,26,26,0
3900531682,2007,6627479,212,30,4,5
3900531682,2008,5760507,194,26,1,4
3900531682,2009,5167905,170,25,3,1
3900531682,2010,5578830,183,24,1,2
3900531682,2011,6011997,192,23,1,2
3900531682,2012,5860408,185,20,0,1
3900531682,2013,6197372,193,19,0,1
3900531682,2014,6586911,202,19,1,0
3900531682,2015,7101707,211,21,1,0
3900531682,2016,7354220,217,23,2,0
3900531682,2017,7983207,229,29,5,2
3900531682,2018,8139208,230,32,5,3
3900531682,2019,7975782,219,29,0,2
3900531682,2020,8713751,217,27,0,27
3900533236,2006,550398,44,10,10,2
3900533236,2007,502420,33,8,0,2
3900533236,2008,307916,23,6,0,1
3900533236,2009,414677,26,6,1,1
3900533236,2010,622639,36,6,1,1
3900533236,2011,907692,59,5,0,1
3900533236,2012,1805590,72,5,1,0
3900533236,2013,1921319,81,6,1,0
3900533236,2014,1627406,60,6,0,0
3900533236,2015,2049656,90,6,0,0
3900533236,2016,2446284,105,8,2,0
3900533236,2017,3223239,135,9,1,1
3900533236,2018,4661448,210,11,3,0
3900533236,2019,5178171,213,11,0,0
3900533236,2020,5401397,180,11,0,11
3900537660,2006,7476791,236,27,27,1
3900537660,2007,9131002,253,28,2,5
3900537660,2008,12216484,324,25,2,2
3900537660,2009,10814416,272,24,1,0
3900537660,2010,8222029,228,27,3,6
3900537660,2011,9755964,249,23,2,1
3900537660,2012,10696093,276,24,2,1
3900537660,2013,10400258,270,23,0,2
3900537660,2014,12713979,304,22,1,2
3900537660,2015,13784102,315,19,0,0
3900537660,2016,12259450,311,20,0,0
3900537660,2017,11696602,288,21,1,1
3900537660,2018,14954939,310,21,1,3
3900537660,2019,17195946,344,21,3,2
3900537660,2020,14914413,352,21,2,21
3900541272,2006,851994,37,8,8,0
3900541272,2007,1071967,49,9,1,0
3900541272,2008,1020683,56,10,1,1
3900541272,2009,1019485,71,9,0,0
3900541272,2010,827862,63,9,0,0
3900541272,2011,1157900,46,10,1,1
3900541272,2012,1166686,41,11,2,2
3900541272,2013,1371654,45,10,1,0
3900541272,2014,1788789,59,10,0,0
3900541272,2015,2013618,48,12,2,2
3900541272,2016,2268806,65,10,0,1
3900541272,2017,2813893,75,10,1,0
3900541272,2018,3404121,85,13,3,0
3900541272,2019,3663308,86,13,0,1
3900541272,2020,4103018,91,13,1,13
3900550050,2006,543871,28,9,9,2
3900550050,2007,611919,36,9,2,3
3900550050,2008,476087,27,10,4,1
3900550050,2009,464496,27,9,0,1
3900550050,2010,384477,30,7,0,1
3900550050,2011,419894,27,7,1,2
3900550050,2012,536407,38,5,0,0
3900550050,2013,556842,36,7,1,0
3900550050,2014,534860,42,9,2,1
3900550050,2015,1058484,68,9,1,1
3900550050,2016,1466453,84,9,1,1
3900550050,2017,1772104,89,10,2,0
3900550050,2018,1642059,76,10,0,1
3900550050,2019,1748316,70,9,0,1
3900550050,2020,1927324,66,9,1,9
3900550610,2006,8840698,317,31,31,5
3900550610,2007,8917598,302,28,2,2
3900550610,2008,9145102,297,27,1,3
3900550610,2009,8817585,278,25,1,3
3900550610,2010,9102022,273,22,0,1
3900550610,2011,8938166,271,22,1,2
3900550610,2012,10330407,292,24,4,0
3900550610,2013,10366276,296,25,1,2
3900550610,2014,10667831,296,26,3,0
3900550610,2015,10675694,292,29,3,5
3900550610,2016,10190035,282,28,4,2
3900550610,2017,10758603,284,27,2,1
3900550610,2018,11899089,299,28,2,0
3900550610,2019,12831554,307,30,1,3
3900550610,2020,11671783,270,27,0,27
3900551086,2006,5896000,156,20,20,1
3900551086,2007,5561683,151,24,6,2
3900551086,2008,5843213,162,27,5,3
3900551086,2009,5757686,154,24,0,2
3900551086,2010,5790949,148,23,1,1
3900551086,2011,5941435,141,24,4,3
3900551086,2012,6149123,152,25,4,3
3900551086,2013,7181527,160,26,4,2
3900551086,2014,8126906,177,25,2,1
3900551086,2015,9117629,187,24,0,0
3900551086,2016,9927611,200,27,1,2
3900551086,2017,10651112,222,32,6,2
3900551086,2018,12629799,257,31,1,2
3900551086,2019,13295535,270,34,4,3
3900551086,2020,14381963,274,35,4,35
3900551688,2006,18500588,744,56,56,2
3900551688,2007,20662540,759,59,5,6
3900551688,2008,20011788,714,60,7,6
3900551688,2009,18629098,704,60,6,5
3900551688,2010,15242879,594,55,0,2
3900551688,2011,16795333,657,58,5,2
3900551688,2012,16771340,663,61,5,6
3900551688,2013,18891608,709,61,6,1
3900551688,2014,21661228,773,64,4,4
3900551688,2015,22358860,773,64,4,4
3900551688,2016,22611134,776,66,6,2
3900551688,2017,23704228,751,69,5,6
3900551688,2018,22921103,717,67,4,11
3900551688,2019,26115032,756,67,11,8
3900551688,2020,24785158,683,63,4,63
3900558562,2006,4046164,153,28,28,4
3900558562,2007,3519246,127,27,3,6
3900558562,2008,1247771,56,21,0,1
3900558562,2009,1155953,50,23,3,3
3900558562,2010,1082232,47,20,1,2
3900558562,2011,2060446,73,20,3,3
3900558562,2012,2215325,74,18,0,1
3900558562,2013,2353557,79,18,1,0
3900558562,2014,2822712,89,22,3,1
3900558562,2015,3430736,108,26,5,1
3900558562,2016,3828975,121,27,2,4
3900558562,2017,3602824,112,26,3,3
3900558562,2018,3758805,109,23,0,0
3900558562,2019,3980542,108,24,1,2
3900558562,2020,4304631,109,23,1,23
3900561756,2006,2330714,80,12,12,0
3900561756,2007,3348358,122,16,4,2
3900561756,2008,4060285,137,16,2,2
3900561756,2009,3651241,142,17,3,1
3900561756,2010,3478519,118,20,4,0
3900561756,2011,4272789,127,20,0,2
3900561756,2012,5559318,151,18,1,0
3900561756,2013,4033910,138,21,2,4
3900561756,2014,3430412,112,18,1,1
3900561756,2015,3387926,115,18,2,3
3900561756,2016,3236056,92,17,2,2
3900561756,2017,2313130,68,17,1,1
3900561756,2018,2397903,67,18,2,1
3900561756,2019,2447582,73,18,1,1
3900561756,2020,2404758,61,19,2,19
3900568966,2006,1015033,31,8,8,1
3900568966,2007,1090882,36,8,1,1
3900568966,2008,1216192,40,8,1,1
3900568966,2009,915848,35,12,5,0
3900568966,2010,1030948,37,13,1,3
3900568966,2011,1047144,40,11,1,3
3900568966,2012,1013152,36,8,0,1
3900568966,2013,1152255,36,8,1,0
3900568966,2014,1544731,42,8,0,0
3900568966,2015,1719818,48,9,1,0
3900568966,2016,1826036,50,11,2,0
3900568966,2017,1863464,48,11,0,0
3900568966,2018,1948088,49,11,0,0
3900568966,2019,2033921,50,11,0,1
3900568966,2020,2001279,47,11,1,11
3900575357,2006,9361716,283,18,18,2
3900575357,2007,9552590,263,17,1,2
3900575357,2008,9810864,257,18,3,2
3900575357,2009,10290067,258,19,3,1
3900575357,2010,9594830,246,18,1,1
3900575357,2011,8463945,226,19,1,4
3900575357,2012,7568226,206,17,2,2
3900575357,2013,7520090,190,16,1,1
3900575357,2014,7348366,183,15,0,1
3900575357,2015,8131471,197,16,2,0
3900575357,2016,8481553,212,21,5,4
3900575357,2017,8321905,214,21,4,2
3900575357,2018,8667564,218,21,2,2
3900575357,2019,8927128,216,20,1,1
3900575357,2020,8787951,212,20,1,20
3900577532,2006,3147981,104,16,16,5
3900577532,2007,3394740,106,14,3,1
3900577532,2008,3483626,110,15,2,2
3900577532,2009,3068760,98,14,1,1
3900577532,2010,2907711,93,15,2,3
3900577532,2011,2642964,82,11,0,1
3900577532,2012,2261604,72,10,0,1
3900577532,2013,2363352,82,11,2,0
3900577532,2014,2517577,80,12,0,1
3900577532,2015,2309619,68,13,2,1
3900577532,2016,1860556,63,12,0,0
3900577532,2017,1977002,69,13,1,1
3900577532,2018,2048086,70,13,1,0
3900577532,2019,2256625,77,17,4,2
3900577532,2020,2011341,74,15,0,15
3900579758,2006,6450652,239,43,43,11
3900579758,2007,6827720,257,41,9,7
3900579758,2008,7136748,251,39,5,6
3900579758,2009,7027391,225,38,6,14
3900579758,2010,7239563,225,26,2,7
3900579758,2011,7458850,240,25,5,2
3900579758,2012,7629826,239,27,4,2
3900579758,2013,7891937,251,28,3,2
3900579758,2014,8409354,264,30,4,0
3900579758,2015,9076959,278,32,2,4
3900579758,2016,9187467,288,32,4,2
3900579758,2017,9969452,297,30,0,4
3900579758,2018,10414509,296,32,6,3
3900579758,2019,10247715,302,32,3,2
