tendigit_fips,year,subdivisionname,subdivisiontype,county,taxtype,purpose2,description,duration,millagepercent,votesfor,votesagainst,votes_pct_for,votes_pct_against,fips_id,margin_against,failed_levy,close_3,close_5,close_7_5
3907732382,1999,Greenwich,Township,Huron,Property,roads,A,3,3,29,17,63.043479919433594,36.956520080566406,3907732382,-13.043479919433594,0,0,0,0
3907732382,2002,Greenwich,Township,Huron,Property,roads,R,3,3,128,103,55.4112548828125,44.5887451171875,3907732382,-5.4112548828125,0,0,0,1
3907732382,2004,Greenwich,Township,Huron,Property,roads,R,3,3,187,166,52.97450256347656,47.02549743652344,3907732382,-2.9745025634765625,0,1,1,1
3907732382,2008,Greenwich,Township,Huron,Property,roads,R,3,3,201,140,58.94428253173828,41.05571746826172,3907732382,-8.944282531738281,0,0,0,0
3907732382,2010,Greenwich,Township,Huron,Property,roads,R,3,3,145,77,65.31531524658203,34.68468475341797,3907732382,-15.315315246582031,0,0,0,0
3907732382,2013,Greenwich,Township,Huron,Property,roads,R,3,3,72,28,72,28,3907732382,-22,0,0,0,0
3907732382,2016,Greenwich,Township,Huron,Property,roads,R,3,3,214,117,64.6525650024414,35.347434997558594,3907732382,-14.652565002441406,0,0,0,0
3907732382,2021,Greenwich,Township,Huron,property,roads,A,5,3,33,48,40.74074172973633,59.25925827026367,3907732382,9.259258270263672,1,0,0,0
3907745514,1991,Lyme,Township,Huron,Property,roads,R,5,1.4,250,225,52.6315803527832,47.3684196472168,3907745514,-2.631580352783203,0,1,1,1
3907745514,2004,Lyme,Township,Huron,Property,roads,R,5,1.4,302,185,62.01232147216797,37.98767852783203,3907745514,-12.012321472167969,0,0,0,0
3907745514,2008,Lyme,Township,Huron,Property,roads,R,5,1.4,363,282,56.27906799316406,43.72093200683594,3907745514,-6.2790679931640625,0,0,0,1
3907745514,2014,Lyme,Township,Huron,Property,roads,R,5,1.4,302,81,78.8511734008789,21.148826599121094,3907745514,-28.851173400878906,0,0,0,0
3907745514,2020,Lyme,Township,Huron,property,roads,R,5,1.4,394,138,74.060150146484375,25.939849853515625,3907745514,-24.060150146484375,0,0,0,0
3907754908,2019,New London,Village,Huron,property,roads,A,cpt,3.5,181,310,36.86354446411133,63.13645553588867,3954908,13.136455535888672,1,0,0,0
3907767300,1992,Ripley,Township,Huron,Property,roads,A,5,1.5,139,266,34.320987701416016,65.67901611328125,3907767300,15.67901611328125,1,0,0,0
3907767300,2007,Ripley,Township,Huron,Property,roads,A,3,1.9,74,50,59.67741775512695,40.32258224487305,3907767300,-9.677417755126953,0,0,0,0
3907767300,2008,Ripley,Township,Huron,Property,roads,A,3,1.9,121,332,26.710817337036133,73.2891845703125,3907767300,23.2891845703125,1,0,0,0
3907767300,2009,Ripley,Township,Huron,Property,roads,A,3,1.9,37,167,18.13725471496582,81.86274719238281,3907767300,31.862747192382813,1,0,0,0
3907767300,2019,Ripley,Township,Huron,property,roads,A,5,1.5,56,76,42.42424392700195,57.57575607299805,3907767300,7.575756072998047,1,0,0,0
3907777158,2006,Townsend,Township,Huron,Property,roads,A,1000,2,71,164,30.212766647338867,69.7872314453125,3907777158,19.7872314453125,1,0,0,0
3907780472,1991,Wakeman,Township,Huron,Property,roads,A,5,1.5,352,157,69.15520477294922,30.84479522705078,3907780472,-19.15520477294922,0,0,0,0
3907780472,2019,Wakeman,Township,Huron,property,roads,R,5,1.5,342,141,70.80745697021484,29.192543029785156,3907780472,-20.807456970214844,0,0,0,0
3907785232,2008,Willard,City,Huron,Income,roads,A,2,.25,723,1432,33.54988479614258,66.45011901855469,3985232,16.450119018554688,1,0,0,0
3907785232,2011,Willard,City,Huron,Income,roads,A,4,.5,559,775,41.904048919677734,58.095951080322266,3985232,8.095951080322266,1,0,0,0
3907785232,2013,Willard,City,Huron,Property,roads,A,1000,1,494,295,62.61090087890625,37.38909912109375,3985232,-12.61090087890625,0,0,0,0
3907916434,2005,Coalton,Village,Jackson,Property,roads,A,5,3,71,135,34.46601867675781,65.53398132324219,3916434,15.533981323242188,1,0,0,0
3907916434,2012,Coalton,Village,Jackson,Property,roads,A,5,2,93,89,51.098899841308594,48.901100158691406,3916434,-1.0988998413085938,0,1,1,1
3907916434,2013,Coalton,Village,Jackson,Property,roads,A,5,2,64,37,63.366336822509766,36.633663177490234,3916434,-13.366336822509766,0,0,0,0
3907937842,2016,Jackson,City,Jackson,Income,roads,A,N/A,1,955,1648,36.68843460083008,63.31156539916992,3937842,13.311565399169922,1,0,0,0
3907937842,2020,Jackson,City,Jackson,income,roads,A,5,1.5,1482,1228,54.68634796142578,45.31365203857422,3937842,-4.686347961425781,0,0,1,1
3907957596,2011,Oak Hill,Village,Jackson,Property,roads,R,5,1.5,349,229,60.38062286376953,39.61937713623047,3957596,-10.380622863769531,0,0,0,0
3907982712,2002,Wellston,City,Jackson,Property,roads,R,5,1.9,1135,789,58.99168395996094,41.00831604003906,3982712,-8.9916839599609375,0,0,0,0
3907982712,2007,Wellston,City,Jackson,Property,roads,R,5,1.9,1199,904,57.013790130615234,42.986209869384766,3982712,-7.013790130615234,0,0,0,1
3907982712,2010,Wellston,City,Jackson,Property,roads,R,5,1.9,540,1001,35.042179107666016,64.95782470703125,3982712,14.95782470703125,1,0,0,0
3907982712,2012,Wellston,City,Jackson,Property,roads,R,5,1.9,713,865,45.18377685546875,54.81622314453125,3982712,4.81622314453125,1,0,1,1
3907982712,2017,Wellston,City,Jackson,Property,roads,A,5,2,633,520,54.90026092529297,45.09973907470703,3982712,-4.900260925292969,0,0,1,1
3908100464,1994,Adena,Village,Jefferson,Property,roads,R,5,6,228,127,64.22534942626953,35.77465057373047,3900464,-14.225349426269531,0,0,0,0
3908100464,1999,Adena,Village,Jefferson,Property,roads,R,5,6,188,98,65.73426818847656,34.26573181152344,3900464,-15.734268188476563,0,0,0,0
3908100464,2004,Adena,Village,Jefferson,Property,roads,R,5,6,376,200,65.27777862548828,34.72222137451172,3900464,-15.277778625488281,0,0,0,0
3908100464,2009,Adena,Village,Jefferson,Property,roads,R,5,6,230,101,69.48640441894531,30.513595581054688,3900464,-19.486404418945313,0,0,0,0
3908100464,2014,Adena,Village,Jefferson,Property,roads,R,5,6,155,62,71.42857360839844,28.571426391601563,3900464,-21.428573608398438,0,0,0,0
3908100464,2020,Adena,Village,Jefferson,property,roads,R,5,6,279,104,72.84595489501953,27.15404510498047,3900464,-22.84595489501953,0,0,0,0
3908119484,1995,Cross Creek,Township,Jefferson,Property,roads,R,5,1,1107,952,53.76396179199219,46.23603820800781,3908119484,-3.7639617919921875,0,0,1,1
3908119484,2000,Cross Creek,Township,Jefferson,Property,roads,R,5,1,1504,1356,52.5874137878418,47.4125862121582,3908119484,-2.587413787841797,0,1,1,1
3908119484,2005,Cross Creek,Township,Jefferson,Property,roads,R,5,1,1032,692,59.86079025268555,40.13920974731445,3908119484,-9.860790252685547,0,0,0,0
3908119484,2010,Cross Creek,Township,Jefferson,Property,roads,R,5,1,1326,833,61.41732406616211,38.58267593383789,3908119484,-11.41732406616211,0,0,0,0
3908119484,2015,Cross Creek,Township,Jefferson,Property,roads,R,5,1,1145,582,66.29994201660156,33.70005798339844,3908119484,-16.299942016601563,0,0,0,0
3908119484,2021,Cross Creek,Township,Jefferson,property,roads,R,5,1,142,48,74.7368392944336,25.263160705566406,3908119484,-24.736839294433594,0,0,0,0
3908137534,1993,Island Creek,Township,Jefferson,Property,roads,R,5,2,1201,651,64.84880828857422,35.15119171142578,3908137534,-14.848808288574219,0,0,0,0
3908137534,1998,Island Creek,Township,Jefferson,Property,roads,R,1000,2,1389,1018,57.706687927246094,42.293312072753906,3908137534,-7.706687927246094,0,0,0,0
3908137534,2015,Island Creek,Township,Jefferson,Property,roads,A,5,2,889,1195,42.658348083496094,57.341651916503906,3908137534,7.341651916503906,1,0,0,1
3908137534,2018,Island Creek,Township,Jefferson,Property,roads,A,5,2,1286,1115,53.56101608276367,46.43898391723633,3908137534,-3.561016082763672,0,0,1,1
3908140866,1995,Knox,Township,Jefferson,Property,roads,R,5,.5,430,180,70.49180603027344,29.508193969726563,3908140866,-20.491806030273438,0,0,0,0
3908140866,1997,Knox,Township,Jefferson,Property,roads,R,5,1,473,208,69.45668029785156,30.543319702148438,3908140866,-19.456680297851563,0,0,0,0
3908140866,2000,Knox,Township,Jefferson,Property,roads,A,5,1.5,227,162,58.35475540161133,41.64524459838867,3908140866,-8.354755401611328,0,0,0,0
3908140866,2002,Knox,Township,Jefferson,Property,roads,R,5,1,416,171,70.86882781982422,29.13117218017578,3908140866,-20.86882781982422,0,0,0,0
3908140866,2004,Knox,Township,Jefferson,Property,roads,R,5,1.5,583,460,55.896453857421875,44.103546142578125,3908140866,-5.896453857421875,0,0,0,1
3908140866,2005,Knox,Township,Jefferson,Property,roads,R,5,.5,545,214,71.80500793457031,28.194992065429688,3908140866,-21.805007934570313,0,0,0,0
3908140866,2007,Knox,Township,Jefferson,Property,roads,R,5,1,377,311,54.796512603759766,45.203487396240234,3908140866,-4.796512603759766,0,0,1,1
3908140866,2009,Knox,Township,Jefferson,Property,roads,R,5,1.5,469,213,68.76832580566406,31.231674194335938,3908140866,-18.768325805664063,0,0,0,0
3908140866,2011,Knox,Township,Jefferson,Property,roads,R,5,.5,63,32,66.31578826904297,33.68421173095703,3908140866,-16.31578826904297,0,0,0,0
3908140866,2012,Knox,Township,Jefferson,Property,roads,R,5,1,578,409,58.56129837036133,41.43870162963867,3908140866,-8.561298370361328,0,0,0,0
3908140866,2015,Knox,Township,Jefferson,Property,roads,R,5,1.5,452,229,66.37297821044922,33.62702178955078,3908140866,-16.37297821044922,0,0,0,0
3908140866,2016,Knox,Township,Jefferson,Property,roads,R,5,.5,382,230,62.41830062866211,37.58169937133789,3908140866,-12.41830062866211,0,0,0,0
3908140866,2018,Knox,Township,Jefferson,Property,roads,R,5,1,578,221,72.340423583984375,27.659576416015625,3908140866,-22.340423583984375,0,0,0,0
3908140866,2020,Knox,Township,Jefferson,property,roads,R,5,1.5,636,345,64.83180236816406,35.16819763183594,3908140866,-14.831802368164063,0,0,0,0
3908140866,2021,Knox,Township,Jefferson,property,roads,R,5,.5,192,79,70.84870910644531,29.151290893554688,3908140866,-20.848709106445313,0,0,0,0
3908169876,1993,Salem,Township,Jefferson,Property,roads,A,5,2,584,245,70.446319580078125,29.553680419921875,3908169876,-20.446319580078125,0,0,0,0
3908169876,2002,Salem,Township,Jefferson,Property,roads,A,5,2,197,153,56.28571319580078,43.71428680419922,3908169876,-6.285713195800781,0,0,0,1
3908172767,1991,Smithfield,Township,Jefferson,Property,roads,A,1000,1,339,128,72.59100341796875,27.40899658203125,3908172767,-22.59100341796875,0,0,0,0
3908174122,1992,Springfield,Township,Jefferson,Property,roads,R,5,2,63,1616,3.7522335052490234,96.24776458740234,3908174122,46.247764587402344,1,0,0,0
3908174122,1999,Springfield,Township,Jefferson,Property,roads,R,5,2,281,95,74.734039306640625,25.265960693359375,3908174122,-24.734039306640625,0,0,0,0
3908174122,2004,Springfield,Township,Jefferson,Property,roads,R,5,2,184,261,41.34831619262695,58.65168380737305,3908174122,8.651683807373047,1,0,0,0
3908174122,2009,Springfield,Township,Jefferson,Property,roads,R,5,2,308,126,70.967742919921875,29.032257080078125,3908174122,-20.967742919921875,0,0,0,0
3908174122,2015,Springfield,Township,Jefferson,Property,roads,R,5,2,245,29,89.41606140136719,10.583938598632813,3908174122,-39.41606140136719,0,0,0,0
3908174122,2019,Springfield,Township,Jefferson,property,roads,R,5,2,179,64,73.66255187988281,26.337448120117188,3908174122,-23.662551879882813,0,0,0,0
3908174608,1992,Steubenville,City,Jefferson,Income,roads,A,5,.7,4301,3765,53.32258987426758,46.67741012573242,3974608,-3.322589874267578,0,0,1,1
3908174608,1996,Steubenville,City,Jefferson,Income,roads,R,5,.3,2828,3460,44.97455596923828,55.02544403076172,3974608,5.025444030761719,1,0,0,1
3908174608,2006,Steubenville,City,Jefferson,Income,roads,R,5,.045,2161,2417,47.204017639160156,52.795982360839844,3974608,2.7959823608398438,1,1,1,1
3908174608,2010,Steubenville,City,Jefferson,Income,roads,R,5,.3,2427,2413,50.14462661743164,49.85537338256836,3974608,-0.14462661743164063,0,1,1,1
3908174608,2015,Steubenville,City,Jefferson,Income,roads,A,4.75,.3,1635,3041,34.965782165527344,65.03421783447266,3974608,15.034217834472656,1,0,0,0
3908174615,1992,Steubenville,City,Jefferson,Income,roads,R,5,.3,2821,2934,49.018245697021484,50.981754302978516,3974615,0.9817543029785156,1,1,1,1
3908182180,1999,Wayne,Township,Jefferson,Property,roads,R,5,2,684,288,70.37036895751953,29.62963104248047,3908182180,-20.37036895751953,0,0,0,0
3908182180,2002,Wayne,Township,Jefferson,Property,roads,R,5,2,507,246,67.33068084716797,32.66931915283203,3908182180,-17.33068084716797,0,0,0,0
3908182180,2004,Wayne,Township,Jefferson,Property,roads,R,5,2.5,308,369,45.49483108520508,54.50516891479492,3908182180,4.505168914794922,1,0,1,1
3908182180,2010,Wayne,Township,Jefferson,Property,roads,R,5,2,793,145,84.54158020019531,15.458419799804688,3908182180,-34.54158020019531,0,0,0,0
3908182180,2015,Wayne,Township,Jefferson,Property,roads,R,5,2,294,45,86.72566223144531,13.274337768554688,3908182180,-36.72566223144531,0,0,0,0
3908182180,2017,Wayne,Township,Jefferson,Property,roads,R,5,2,133,417,24.18181800842285,75.81818389892578,3908182180,25.81818389892578,1,0,0,0
3908182180,2019,Wayne,Township,Jefferson,property,roads,R,5,2,299,200,59.919837951660156,40.080162048339844,3908182180,-9.919837951660156,0,0,0,0
3908182698,1998,Wells,Township,Jefferson,Property,roads,A,1000,1,436,547,44.35401916503906,55.64598083496094,3908182698,5.6459808349609375,1,0,0,1
3908182698,2013,Wells,Township,Jefferson,Property,roads,A,5,1,344,409,45.683929443359375,54.316070556640625,3908182698,4.316070556640625,1,0,1,1
3908182698,2019,Wells,Township,Jefferson,property,roads,A,cpt,3,359,381,48.513511657714844,51.486488342285156,3908182698,1.4864883422851563,1,1,1,1
3908182698,2021,Wells,Township,Jefferson,property,roads,A,5,4,332,384,46.36871337890625,53.63128662109375,3908182698,3.63128662109375,1,0,1,1
3908305844,2015,Berlin,Township,Knox,Property,roads,A,4,2,143,89,61.63793182373047,38.36206817626953,3908305844,-11.637931823730469,0,0,0,0
3908305844,2018,Berlin,Township,Knox,Property,roads,R,4,2,542,209,72.170440673828125,27.829559326171875,3908305844,-22.170440673828125,0,0,0,0
3908309470,1992,Brown,Township,Knox,Property,roads,R,5,2.5,209,95,68.75,31.25,3908309470,-18.75,0,0,0,0
3908309470,1994,Brown,Township,Knox,Property,roads,A,4,.5,166,109,60.3636360168457,39.6363639831543,3908309470,-10.363636016845703,0,0,0,0
3908309470,1997,Brown,Township,Knox,Property,roads,R,5,3,214,83,72.05387115478516,27.946128845214844,3908309470,-22.053871154785156,0,0,0,0
3908309470,2003,Brown,Township,Knox,Property,roads,R,5,2.5,186,133,58.30720901489258,41.69279098510742,3908309470,-8.307209014892578,0,0,0,0
3908309470,2007,Brown,Township,Knox,Property,roads,R,5,3,171,70,70.95435333251953,29.04564666748047,3908309470,-20.95435333251953,0,0,0,0
3908309470,2013,Brown,Township,Knox,Property,roads,R,5,3,168,56,75,25,3908309470,-25,0,0,0,0
3908309470,2017,Brown,Township,Knox,Property,roads,R,5,3,191,89,68.21428680419922,31.78571319580078,3908309470,-18.21428680419922,0,0,0,0
3908310590,2007,Butler,Township,Knox,Property,roads,A,3,5,59,105,35.975608825683594,64.0243911743164,3908310590,14.024391174316406,1,0,0,0
3908310590,2008,Butler,Township,Knox,Property,roads,A,3,3,120,200,37.5,62.5,3908310590,12.5,1,0,0,0
3908310590,2013,Butler,Township,Knox,Property,roads,A,3,3,98,167,36.98113250732422,63.01886749267578,3908310590,13.018867492675781,1,0,0,0
3908315504,1994,Clay,Township,Knox,Property,roads,R,5,2,168,114,59.574466705322266,40.425533294677734,3908315504,-9.574466705322266,0,0,0,0
3908315504,1999,Clay,Township,Knox,Property,roads,R,5,2,150,98,60.48387145996094,39.51612854003906,3908315504,-10.483871459960938,0,0,0,0
3908315504,2004,Clay,Township,Knox,Property,roads,R,5,2,261,206,55.88865280151367,44.11134719848633,3908315504,-5.888652801513672,0,0,0,1
3908315504,2009,Clay,Township,Knox,Property,roads,R,4,2,223,183,54.926109313964844,45.073890686035156,3908315504,-4.926109313964844,0,0,1,1
3908315504,2013,Clay,Township,Knox,Property,roads,R,4,2,202,170,54.30107498168945,45.69892501831055,3908315504,-4.301074981689453,0,0,1,1
3908315504,2017,Clay,Township,Knox,Property,roads,R,4,2,180,99,64.51612854003906,35.48387145996094,3908315504,-14.516128540039063,0,0,0,0
3908315504,2021,Clay,Township,Knox,property,roads,R,4,2,195,97,66.78082275390625,33.21917724609375,3908315504,-16.78082275390625,0,0,0,0
3908335462,1992,Hilliar,Township,Knox,Property,roads,R,5,2,641,360,64.03596496582031,35.96403503417969,3908335462,-14.035964965820313,0,0,0,0
3908335462,1997,Hilliar,Township,Knox,Property,roads,R,5,2,491,212,69.8435287475586,30.156471252441406,3908335462,-19.843528747558594,0,0,0,0
3908335462,2002,Hilliar,Township,Knox,Property,roads,R,5,2,450,281,61.55950927734375,38.44049072265625,3908335462,-11.55950927734375,0,0,0,0
3908335462,2007,Hilliar,Township,Knox,Property,roads,R,5,2,530,385,57.92349624633789,42.07650375366211,3908335462,-7.923496246337891,0,0,0,0
3908335462,2012,Hilliar,Township,Knox,Property,roads,R,5,2,586,396,59.67413330078125,40.32586669921875,3908335462,-9.67413330078125,0,0,0,0
3908335462,2017,Hilliar,Township,Knox,Property,roads,R,5,3,254,188,57.466064453125,42.533935546875,3908335462,-7.466064453125,0,0,0,1
3908336526,1997,Howard,Township,Knox,Property,roads,A,4,1.5,443,636,41.05653381347656,58.94346618652344,3908336526,8.9434661865234375,1,0,0,0
3908336526,1998,Howard,Township,Knox,Property,roads,A,4,1.5,334,367,47.64622116088867,52.35377883911133,3908336526,2.353778839111328,1,1,1,1
3908336526,2000,Howard,Township,Knox,Property,roads,R,5,2,905,1080,45.59193801879883,54.40806198120117,3908336526,4.408061981201172,1,0,1,1
3908336526,2008,Howard,Township,Knox,Property,roads,A,3,1,1544,1408,52.303524017333984,47.696475982666016,3908336526,-2.3035240173339844,0,1,1,1
3908336526,2011,Howard,Township,Knox,Property,roads,R,5,1,774,564,57.8475341796875,42.1524658203125,3908336526,-7.8475341796875,0,0,0,0
3908336526,2014,Howard,Township,Knox,Property,roads,R,4,1,1591,737,68.34192657470703,31.65807342529297,3908336526,-18.34192657470703,0,0,0,0
3908336526,2018,Howard,Township,Knox,Property,roads,R,4,1,734,267,73.32667541503906,26.673324584960938,3908336526,-23.326675415039063,0,0,0,0
3908337870,1998,Jackson,Township,Knox,Property,roads,A,1000,1.5,97,127,43.30356979370117,56.69643020629883,3908337870,6.696430206298828,1,0,0,1
3908337870,2000,Jackson,Township,Knox,Property,roads,A,1000,1.5,161,118,57.706092834472656,42.293907165527344,3908337870,-7.706092834472656,0,0,0,0
3908337870,2006,Jackson,Township,Knox,Property,roads,A,1000,2,72,90,44.44444274902344,55.55555725097656,3908337870,5.5555572509765625,1,0,0,1
3908337870,2012,Jackson,Township,Knox,Property,roads,A,3,2,179,270,39.866371154785156,60.133628845214844,3908337870,10.133628845214844,1,0,0,0
3908337870,2014,Jackson,Township,Knox,Property,roads,A,2,2.25,191,172,52.61708068847656,47.38291931152344,3908337870,-2.6170806884765625,0,1,1,1
3908337870,2016,Jackson,Township,Knox,Property,roads,R,cpt,2.25,264,207,56.05095672607422,43.94904327392578,3908337870,-6.050956726074219,0,0,0,1
3908343218,2003,Liberty,Township,Knox,Property,roads,A,5,1,111,166,40.072200775146484,59.927799224853516,3908343218,9.927799224853516,1,0,0,0
3908343218,2006,Liberty,Township,Knox,Property,roads,A,5,2,97,423,18.653846740722656,81.34615325927734,3908343218,31.346153259277344,1,0,0,0
3908343218,2011,Liberty,Township,Knox,Property,roads,A,5,2.8,214,305,41.23313903808594,58.76686096191406,3908343218,8.7668609619140625,1,0,0,0
3908343218,2015,Liberty,Township,Knox,Property,roads,A,5,2,174,894,16.29213523864746,83.7078628540039,3908343218,33.707862854003906,1,0,0,0
3908343218,2016,Liberty,Township,Knox,Property,roads,A,5,2,301,361,45.46827697753906,54.53172302246094,3908343218,4.5317230224609375,1,0,1,1
3908343218,2017,Liberty,Township,Knox,Property,roads,A,5,.9,412,836,33.012821197509766,66.9871826171875,3908343218,16.9871826171875,1,0,0,0
3908349658,1995,Middlebury,Township,Knox,Property,roads,R,5,2,222,452,32.937686920166016,67.06231689453125,3908349658,17.06231689453125,1,0,0,0
3908349658,2002,Middlebury,Township,Knox,Property,roads,R,5,2,209,93,69.2052993774414,30.794700622558594,3908349658,-19.205299377441406,0,0,0,0
3908349658,2003,Middlebury,Township,Knox,Property,roads,R,5,2,158,877,15.265700340270996,84.73429870605469,3908349658,34.73429870605469,1,0,0,0
3908349658,2012,Middlebury,Township,Knox,Property,roads,A,5,2,37,1577,2.2924411296844482,97.70755767822266,3908349658,47.707557678222656,1,0,0,0
3908349658,2015,Middlebury,Township,Knox,Property,roads,R,5,2,126,701,15.23579216003418,84.76420593261719,3908349658,34.76420593261719,1,0,0,0
3908349658,2018,Middlebury,Township,Knox,Property,roads,R,5,2,156,1005,13.436692237854004,86.56330871582031,3908349658,36.56330871582031,1,0,0,0
3908350204,1993,Milford,Township,Knox,Property,roads,R,5,3,277,81,77.374298095703125,22.625701904296875,3908350204,-27.374298095703125,0,0,0,0
3908350204,2006,Milford,Township,Knox,Property,roads,A,5,2,211,157,57.33695602416992,42.66304397583008,3908350204,-7.336956024169922,0,0,0,1
3908350204,2008,Milford,Township,Knox,Property,roads,A,5,3,301,300,50.083194732666016,49.916805267333984,3908350204,-0.083194732666015625,0,1,1,1
3908350204,2011,Milford,Township,Knox,Property,roads,A,5,3,297,1321,18.355995178222656,81.64400482177734,3908350204,31.644004821777344,1,0,0,0
3908350204,2012,Milford,Township,Knox,Property,roads,A,5,3,469,866,35.13108444213867,64.86891174316406,3908350204,14.868911743164063,1,0,0,0
3908350204,2017,Milford,Township,Knox,Property,roads,R,5,3,594,129,82.15767669677734,17.842323303222656,3908350204,-32.157676696777344,0,0,0,0
3908351436,1996,Morgan,Township,Knox,Property,roads,R,3,3,337,101,76.94063568115234,23.059364318847656,3908351436,-26.940635681152344,0,0,0,0
3908351436,1998,Monroe,Township,Knox,Property,roads,R,5,1.5,496,275,64.33203887939453,35.66796112060547,3908351436,-14.332038879394531,0,0,0,0
3908351436,2002,Monroe,Township,Knox,Property,roads,R,5,1.5,263,117,69.21052551269531,30.789474487304688,3908351436,-19.210525512695313,0,0,0,0
3908351436,2006,Monroe,Township,Knox,Property,roads,R,5,1.5,243,325,42.78168869018555,57.21831130981445,3908351436,7.218311309814453,1,0,0,1
3908351436,2011,Monroe,Township,Knox,Property,roads,R,5,1.5,426,282,60.169490814208984,39.830509185791016,3908351436,-10.169490814208984,0,0,0,0
3908351436,2017,Monroe,Township,Knox,Property,roads,R,5,1.5,510,138,78.703704833984375,21.296295166015625,3908351436,-28.703704833984375,0,0,0,0
3908351436,2019,Monroe,Township,Knox,property,roads,R,5,1.5,291,121,70.63106536865234,29.368934631347656,3908351436,-20.631065368652344,0,0,0,0
3908352108,2006,Morgan,Township,Knox,Property,roads,A,3,3,167,164,50.45317077636719,49.54682922363281,3908352108,-0.4531707763671875,0,1,1,1
3908352108,2007,Morgan,Township,Knox,Property,roads,A,3,3,210,102,67.30769348144531,32.69230651855469,3908352108,-17.307693481445313,0,0,0,0
3908352108,2009,Morgan,Township,Knox,Property,roads,A,3,3,131,131,50,50,3908352108,0,0,1,1,1
3908352108,2012,Morgan,Township,Knox,Property,roads,R,3,3,128,189,40.37854766845703,59.62145233154297,3908352108,9.621452331542969,1,0,0,0
3908352108,2015,Morgan,Township,Knox,Property,roads,R,3,3,254,42,85.8108139038086,14.189186096191406,3908352108,-35.810813903808594,0,0,0,0
3908352108,2018,Morgan,Township,Knox,Property,roads,R,3,3,273,108,71.6535415649414,28.346458435058594,3908352108,-21.653541564941406,0,0,0,0
3908352108,2021,Morgan,Township,Knox,property,roads,R,3,3,241,74,76.5079345703125,23.4920654296875,3908352108,-26.5079345703125,0,0,0,0
3908362652,1994,Pike,Township,Knox,Property,roads,A,3,2,126,351,26.41509437561035,73.58490753173828,3908362652,23.58490753173828,1,0,0,0
3908362652,2003,Pike,Township,Knox,Property,roads,R,5,2,89,535,14.26282024383545,85.7371826171875,3908362652,35.7371826171875,1,0,0,0
3908362652,2008,Pike,Township,Knox,Property,roads,R,5,2,290,267,52.064632415771484,47.935367584228516,3908362652,-2.0646324157714844,0,1,1,1
3908362652,2013,Pike,Township,Knox,Property,roads,R,5,2,283,97,74.47368621826172,25.52631378173828,3908362652,-24.47368621826172,0,0,0,0
3908362652,2015,Pike,Township,Knox,Property,roads,A,5,2,173,701,19.794050216674805,80.20594787597656,3908362652,30.205947875976563,1,0,0,0
3908362652,2017,Pike,Township,Knox,Property,roads,A,5,1,43,626,6.42750358581543,93.57249450683594,3908362652,43.57249450683594,1,0,0,0
3908362652,2018,Pike,Township,Knox,Property,roads,R,5,2,426,207,67.29857635498047,32.70142364501953,3908362652,-17.29857635498047,0,0,0,0
3908362652,2021,Pike,Township,Knox,property,roads,R,5,2,130,69,65.326629638671875,34.673370361328125,3908362652,-15.326629638671875,0,0,0,0
3908363310,1996,Pleasant,Township,Knox,Property,roads,R,5,2,320,247,56.4373893737793,43.5626106262207,3908363310,-6.437389373779297,0,0,0,1
3908363310,2000,Pleasant,Township,Knox,Property,roads,R,5,2,647,143,81.89873504638672,18.10126495361328,3908363310,-31.89873504638672,0,0,0,0
3908363310,2001,Pleasant,Township,Knox,Property,roads,R,5,2,450,101,81.66969299316406,18.330307006835938,3908363310,-31.669692993164063,0,0,0,0
3908363310,2004,Pleasant,Township,Knox,Property,roads,R,5,2,207,321,39.20454406738281,60.79545593261719,3908363310,10.795455932617188,1,0,0,0
3908363310,2009,Pleasant,Township,Knox,Property,roads,R,5,2,90,186,32.60869598388672,67.39130401611328,3908363310,17.39130401611328,1,0,0,0
3908363310,2014,Pleasant,Township,Knox,Property,roads,R,5,2,505,166,75.26080322265625,24.73919677734375,3908363310,-25.26080322265625,0,0,0,0
3908363310,2021,Pleasant,Township,Knox,property,roads,R,5,2,214,90,70.39473724365234,29.605262756347656,3908363310,-20.394737243652344,0,0,0,0
3908378358,1991,Union,Township,Knox,Property,roads,A,5,2,188,301,38.44580841064453,61.55419158935547,3908378358,11.554191589355469,1,0,0,0
3908378358,2013,Union,Township,Knox,Property,roads,A,5,.5,264,614,30.068336486816406,69.9316635131836,3908378358,19.931663513183594,1,0,0,0
3908378358,2019,Union,Township,Knox,property,roads,R,5,2,159,97,62.109375,37.890625,3908378358,-12.109375,0,0,0,0
3908382194,1995,Wayne,Township,Knox,Property,roads,A,5,4,89,452,16.451017379760742,83.548980712890625,3908382194,33.548980712890625,1,0,0,0
3908382194,2015,Wayne,Township,Knox,Property,roads,A,5,1.5,168,701,19.332565307617188,80.66743469238281,3908382194,30.667434692382813,1,0,0,0
3908518196,1991,Concord,Township,Lake,Property,roads,A,5,1.7,1975,2060,48.94671630859375,51.05328369140625,3908518196,1.05328369140625,1,1,1,1
3908518196,1996,Concord,Township,Lake,Property,roads,R,5,1.7,5019,1810,73.4953842163086,26.504615783691406,3908518196,-23.495384216308594,0,0,0,0
3908518196,2006,Concord,Township,Lake,Property,roads,R,5,1.7,5585,2544,68.70463562011719,31.295364379882813,3908518196,-18.704635620117188,0,0,0,0
