tendigit_fips,year,subdivisionname,subdivisiontype,county,taxtype,purpose2,description,duration,millagepercent,votesfor,votesagainst,votes_pct_for,votes_pct_against,fips_id,margin_against,failed_levy,close_3,close_5,close_7_5
3901945038,2015,Loudon,Township,Carroll,Property,roads,A,5,2,167,104,61.62361526489258,38.37638473510742,3901945038,-11.623615264892578,0,0,0,0
3901958576,1995,Orange,Township,Carroll,Property,roads,R,5,.9,208,427,32.75590515136719,67.24409484863281,3901958576,17.244094848632813,1,0,0,0
3901958576,1998,Orange,Township,Carroll,Property,roads,R,5,.9,245,100,71.014495849609375,28.985504150390625,3901958576,-21.014495849609375,0,0,0,0
3901958576,2002,Orange,Township,Carroll,Property,roads,R,5,.9,180,110,62.068965911865234,37.931034088134766,3901958576,-12.068965911865234,0,0,0,0
3901958576,2008,Orange,Township,Carroll,Property,roads,R,5,.9,143,169,45.83333206176758,54.16666793823242,3901958576,4.166667938232422,1,0,1,1
3901958576,2013,Orange,Township,Carroll,Property,roads,R,5,.9,437,72,85.8546142578125,14.1453857421875,3901958576,-35.8546142578125,0,0,0,0
3901958576,2018,Orange,Township,Carroll,Property,roads,R,5,.9,87,115,43.069305419921875,56.930694580078125,3901958576,6.930694580078125,1,0,0,1
3901968420,1991,Rose,Township,Carroll,Property,roads,R,5,2.69,205,220,48.235294342041016,51.764705657958984,3901968420,1.7647056579589844,1,1,1,1
3901968420,1992,Rose,Township,Carroll,Property,roads,R,5,2,319,447,41.6449089050293,58.3550910949707,3901968420,8.355091094970703,1,0,0,0
3901968420,1994,Rose,Township,Carroll,Property,roads,R,5,2,219,211,50.930233001708984,49.069766998291016,3901968420,-0.9302330017089844,0,1,1,1
3901968420,1996,Rose,Township,Carroll,Property,roads,A,5,3,110,161,40.59040451049805,59.40959548950195,3901968420,9.409595489501953,1,0,0,0
3901968420,1997,Rose,Township,Carroll,Property,roads,A,5,3,178,194,47.84946060180664,52.15053939819336,3901968420,2.1505393981933594,1,1,1,1
3901968420,2000,Rose,Township,Carroll,Property,roads,R,5,2,241,301,44.464942932128906,55.535057067871094,3901968420,5.535057067871094,1,0,0,1
3901968420,2001,Rose,Township,Carroll,Property,roads,R,5,2.69,258,268,49.04943084716797,50.95056915283203,3901968420,0.95056915283203125,1,1,1,1
3901968420,2002,Rose,Township,Carroll,Property,roads,A,5,2.69,227,208,52.18390655517578,47.81609344482422,3901968420,-2.1839065551757813,0,1,1,1
3901968420,2004,Rose,Township,Carroll,Property,roads,A,5,2.69,211,346,37.881507873535156,62.118492126464844,3901968420,12.118492126464844,1,0,0,0
3901968420,2006,Rose,Township,Carroll,Property,roads,R,5,2,192,185,50.928382873535156,49.071617126464844,3901968420,-0.92838287353515625,0,1,1,1
3901968420,2008,Rose,Township,Carroll,Property,roads,R,5,2.69,248,262,48.6274528503418,51.3725471496582,3901968420,1.3725471496582031,1,1,1,1
3901968420,2011,Rose,Township,Carroll,Property,roads,R,5,2,377,172,68.6703109741211,31.329689025878906,3901968420,-18.670310974121094,0,0,0,0
3901968420,2013,Rose,Township,Carroll,Property,roads,R,5,2.69,301,152,66.44591522216797,33.55408477783203,3901968420,-16.44591522216797,0,0,0,0
3901968420,2015,Rose,Township,Carroll,Property,roads,R,5,2,142,476,22.977346420288086,77.02265167236328,3901968420,27.02265167236328,1,0,0,0
3901968420,2017,Rose,Township,Carroll,Property,roads,R,5,2.69,224,94,70.44025421142578,29.55974578857422,3901968420,-20.44025421142578,0,0,0,0
3901968420,2021,Rose,Township,Carroll,property,roads,R,5,2.69,180,108,62.5,37.5,3901968420,-12.5,0,0,0,0
3901978260,1992,Union,Township,Carroll,Property,roads,A,5,2.45,224,181,55.30864334106445,44.69135665893555,3901978260,-5.308643341064453,0,0,0,1
3901978260,2001,Union,Township,Carroll,Property,roads,R,5,1.9,178,106,62.676055908203125,37.323944091796875,3901978260,-12.676055908203125,0,0,0,0
3901978260,2004,Union,Township,Carroll,Property,roads,R,5,1.8,288,258,52.74725341796875,47.25274658203125,3901978260,-2.74725341796875,0,1,1,1
3901978260,2006,Union,Township,Carroll,Property,roads,A,5,.65,265,181,59.41704177856445,40.58295822143555,3901978260,-9.417041778564453,0,0,0,0
3901978260,2009,Union,Township,Carroll,Property,roads,R,5,1.8,265,172,60.64073181152344,39.35926818847656,3901978260,-10.640731811523438,0,0,0,0
3901978260,2016,Union,Township,Carroll,Property,roads,R,5,2.45,216,143,60.16712951660156,39.83287048339844,3901978260,-10.167129516601563,0,0,0,0
3901978260,2020,Union,Township,Carroll,property,roads,R,5,2.45,347,163,68.039215087890625,31.960784912109375,3901978260,-18.039215087890625,0,0,0,0
3901981116,2007,Washington,Township,Carroll,Property,roads,A,5,1,110,103,51.643192291259766,48.356807708740234,3901981116,-1.6431922912597656,0,1,1,1
3901981116,2008,Washington,Township,Carroll,Property,roads,A,5,1,237,306,43.64640808105469,56.35359191894531,3901981116,6.3535919189453125,1,0,0,1
3901981116,2010,Washington,Township,Carroll,Property,roads,A,5,1.4,229,151,60.26315689086914,39.73684310913086,3901981116,-10.26315689086914,0,0,0,0
3901981116,2016,Washington,Township,Carroll,Property,roads,A,5,1.5,112,117,48.90829849243164,51.09170150756836,3901981116,1.0917015075683594,1,1,1,1
3901981116,2018,Washington,Township,Carroll,Property,roads,A,5,3,188,78,70.67668914794922,29.32331085205078,3901981116,-20.67668914794922,0,0,0,0
3902100212,1995,Adams,Township,Champaign,Property,roads,R,5,2,214,80,72.78911590576172,27.21088409423828,3902100212,-22.78911590576172,0,0,0,0
3902100212,2000,Adams,Township,Champaign,Property,roads,R,5,2,336,192,63.6363639831543,36.3636360168457,3902100212,-13.636363983154297,0,0,0,0
3902100212,2005,Adams,Township,Champaign,Property,roads,R,5,2,237,127,65.109893798828125,34.890106201171875,3902100212,-15.109893798828125,0,0,0,0
3902100212,2010,Adams,Township,Champaign,Property,roads,R,5,2,283,176,61.6557731628418,38.3442268371582,3902100212,-11.655773162841797,0,0,0,0
3902100212,2015,Adams,Township,Champaign,Property,roads,R,5,2,262,92,74.01129913330078,25.98870086669922,3902100212,-24.01129913330078,0,0,0,0
3902100212,2020,Adams,Township,Champaign,property,roads,R,5,2,317,248,56.10619354248047,43.89380645751953,3902100212,-6.106193542480469,0,0,0,1
3902118126,1992,Concord,Township,Champaign,Property,roads,R,-999,2.5,367,193,65.53571319580078,34.46428680419922,3902118126,-15.535713195800781,0,0,0,0
3902118126,1995,Concord,Township,Champaign,Property,roads,R,3,2.5,260,120,68.421051025390625,31.578948974609375,3902118126,-18.421051025390625,0,0,0,0
3902118126,1998,Concord,Township,Champaign,Property,roads,R,3,2.5,325,168,65.92292022705078,34.07707977294922,3902118126,-15.922920227050781,0,0,0,0
3902118126,2002,Concord,Township,Champaign,Property,roads,R,3,2.5,77,50,60.629920959472656,39.370079040527344,3902118126,-10.629920959472656,0,0,0,0
3902118126,2004,Concord,Township,Champaign,Property,roads,R,3,2.5,466,290,61.64021301269531,38.35978698730469,3902118126,-11.640213012695313,0,0,0,0
3902118126,2007,Concord,Township,Champaign,Property,roads,R,3,2.5,215,133,61.78160858154297,38.21839141845703,3902118126,-11.781608581542969,0,0,0,0
3902118126,2011,Concord,Township,Champaign,Property,roads,R,3,2.5,332,214,60.80586242675781,39.19413757324219,3902118126,-10.805862426757813,0,0,0,0
3902118126,2013,Concord,Township,Champaign,Property,roads,R,5,2.5,163,112,59.272727966308594,40.727272033691406,3902118126,-9.272727966308594,0,0,0,0
3902118126,2018,Concord,Township,Champaign,Property,roads,R,5,2.5,458,228,66.76384735107422,33.23615264892578,3902118126,-16.76384735107422,0,0,0,0
3902137702,1994,Jackson,Township,Champaign,Property,roads,R,-999,1.9,189,113,62.58278274536133,37.41721725463867,3902137702,-12.582782745361328,0,0,0,0
3902137702,1998,Jackson,Township,Champaign,Property,roads,R,5,1.9,336,222,60.21505355834961,39.78494644165039,3902137702,-10.21505355834961,0,0,0,0
3902137702,2002,Jackson,Township,Champaign,Property,roads,A,5,1,268,292,47.85714340209961,52.14285659790039,3902137702,2.1428565979003906,1,1,1,1
3902137702,2003,Jackson,Township,Champaign,Property,roads,R,5,1.9,345,255,57.5,42.5,3902137702,-7.5,0,0,0,1
3902137702,2004,Jackson,Township,Champaign,Property,roads,A,5,1,466,485,49.00105285644531,50.99894714355469,3902137702,0.9989471435546875,1,1,1,1
3902137702,2005,Jackson,Township,Champaign,Property,roads,A,5,.6,292,200,59.34959411621094,40.65040588378906,3902137702,-9.3495941162109375,0,0,0,0
3902137702,2008,Jackson,Township,Champaign,Property,roads,R,5,1.9,540,433,55.49845886230469,44.50154113769531,3902137702,-5.4984588623046875,0,0,0,1
3902137702,2009,Jackson,Township,Champaign,Property,roads,R,5,.6,379,222,63.06156539916992,36.93843460083008,3902137702,-13.061565399169922,0,0,0,0
3902137702,2013,Jackson,Township,Champaign,Property,roads,R,5,1.9,236,147,61.618797302246094,38.381202697753906,3902137702,-11.618797302246094,0,0,0,0
3902137702,2014,Jackson,Township,Champaign,Property,roads,R,5,.6,387,241,61.624202728271484,38.375797271728516,3902137702,-11.624202728271484,0,0,0,0
3902137702,2019,Jackson,Township,Champaign,property,roads,R,5,1.9,286,146,66.203704833984375,33.796295166015625,3902137702,-16.203704833984375,0,0,0,0
3902137702,2020,Jackson,Township,Champaign,property,roads,R,5,1,538,443,54.84199905395508,45.15800094604492,3902137702,-4.841999053955078,0,0,1,1
3902139228,1995,Johnson,Township,Champaign,Property,roads,R,5,1,286,134,68.0952377319336,31.904762268066406,3902139228,-18.095237731933594,0,0,0,0
3902139228,1996,Johnson,Township,Champaign,Property,roads,A,5,1,338,306,52.48447036743164,47.51552963256836,3902139228,-2.4844703674316406,0,1,1,1
3902139228,2000,Johnson,Township,Champaign,Property,roads,R,5,1,378,300,55.75221252441406,44.24778747558594,3902139228,-5.7522125244140625,0,0,0,1
3902139228,2002,Johnson,Township,Champaign,Property,roads,A,5,1,206,268,43.45991516113281,56.54008483886719,3902139228,6.5400848388671875,1,0,0,1
3902139228,2005,Johnson,Township,Champaign,Property,roads,A,5,1,256,246,50.99601745605469,49.00398254394531,3902139228,-0.9960174560546875,0,1,1,1
3902139228,2009,Johnson,Township,Champaign,Property,roads,R,5,1,303,187,61.836734771728516,38.163265228271484,3902139228,-11.836734771728516,0,0,0,0
3902139228,2011,Johnson,Township,Champaign,Property,roads,R,5,1,292,231,55.83174133300781,44.16825866699219,3902139228,-5.8317413330078125,0,0,0,1
3902139228,2015,Johnson,Township,Champaign,Property,roads,R,5,1,263,242,52.07920837402344,47.92079162597656,3902139228,-2.0792083740234375,0,1,1,1
3902139228,2019,Johnson,Township,Champaign,property,roads,R,5,1,242,160,60.199005126953125,39.800994873046875,3902139228,-10.199005126953125,0,0,0,0
3902139228,2020,Johnson,Township,Champaign,property,roads,R,5,.6,494,386,56.1363639831543,43.8636360168457,3902139228,-6.136363983154297,0,0,0,1
3902146760,1992,Mad River,Township,Champaign,Property,roads,R,5,1,616,3256,15.909090995788574,84.090911865234375,3902146760,34.090911865234375,1,0,0,0
3902146760,1993,Mad River,Township,Champaign,Property,roads,R,-999,1.5,783,216,78.37837982177734,21.621620178222656,3902146760,-28.378379821777344,0,0,0,0
3902146760,1997,Mad River,Township,Champaign,Property,roads,R,5,1.5,461,399,53.604652404785156,46.395347595214844,3902146760,-3.6046524047851563,0,0,1,1
3902146760,1998,Mad River,Township,Champaign,Property,roads,R,5,1.5,614,315,66.09257507324219,33.90742492675781,3902146760,-16.092575073242188,0,0,0,0
3902146760,2002,Mad River,Township,Champaign,Property,roads,R,5,1.5,528,320,62.26415252685547,37.73584747314453,3902146760,-12.264152526855469,0,0,0,0
3902146760,2004,Mad River,Township,Champaign,Property,roads,R,5,1.5,591,492,54.57063674926758,45.42936325073242,3902146760,-4.570636749267578,0,0,1,1
3902146760,2007,Mad River,Township,Champaign,Property,roads,R,5,1.5,634,170,78.85572052001953,21.14427947998047,3902146760,-28.85572052001953,0,0,0,0
3902146760,2009,Mad River,Township,Champaign,Property,roads,R,5,1.5,414,234,63.88888931274414,36.11111068725586,3902146760,-13.88888931274414,0,0,0,0
3902146760,2012,Mad River,Township,Champaign,Property,roads,R,5,1.5,443,563,44.03578567504883,55.96421432495117,3902146760,5.964214324951172,1,0,0,1
3902146760,2015,Mad River,Township,Champaign,Property,roads,R,5,1,904,303,74.89643859863281,25.103561401367188,3902146760,-24.896438598632813,0,0,0,0
3902146760,2017,Mad River,Township,Champaign,Property,roads,R,5,1.5,698,254,73.31932830810547,26.68067169189453,3902146760,-23.31932830810547,0,0,0,0
3902146760,2019,Mad River,Township,Champaign,property,roads,R,5,1.5,512,195,72.418670654296875,27.581329345703125,3902146760,-22.418670654296875,0,0,0,0
3902148706,1993,Mechanisburg,Village,Champaign,Property,roads,A,5,5,263,1442,15.425219535827637,84.57478332519531,3948706,34.57478332519531,1,0,0,0
3902148706,2012,Mechanicsburg,Village,Champaign,Property,roads,A,3,3,149,218,40.599456787109375,59.400543212890625,3948706,9.400543212890625,1,0,0,0
3902148706,2014,Mechanicsburg,Village,Champaign,property,roads,A,4,3,108,186,36.73469543457031,63.26530456542969,3948706,13.265304565429688,1,0,0,0
3902169078,1991,Rush,Township,Champaign,Property,roads,R,5,1,250,228,52.30125427246094,47.69874572753906,3902169078,-2.3012542724609375,0,1,1,1
3902169078,1992,Rush,Township,Champaign,Property,roads,R,-999,1,99,608,14.002828598022461,85.9971694946289,3902169078,35.997169494628906,1,0,0,0
3902169078,1994,Rush,Township,Champaign,Property,roads,R,3,2,104,84,55.319149017333984,44.680850982666016,3902169078,-5.319149017333984,0,0,0,1
3902169078,1995,Rush,Township,Champaign,Property,roads,R,-999,1,130,41,76.02339172363281,23.976608276367188,3902169078,-26.023391723632813,0,0,0,0
3902169078,1997,Rush,Township,Champaign,Property,roads,A,3,1.5,156,65,70.5882339477539,29.411766052246094,3902169078,-20.588233947753906,0,0,0,0
3902169078,1998,Rush,Township,Champaign,Property,roads,R,3,1,130,94,58.03571319580078,41.96428680419922,3902169078,-8.035713195800781,0,0,0,0
3902169078,2000,Rush,Township,Champaign,Property,roads,R,3,1.5,125,338,26.997840881347656,73.00215911865234,3902169078,23.002159118652344,1,0,0,0
3902169078,2001,Rush,Township,Champaign,Property,roads,R,3,1,176,34,83.80952453613281,16.190475463867188,3902169078,-33.80952453613281,0,0,0,0
3902169078,2003,Rush,Township,Champaign,Property,roads,R,3,1.5,76,96,44.1860466003418,55.8139533996582,3902169078,5.813953399658203,1,0,0,1
3902169078,2004,Rush,Township,Champaign,Property,roads,R,3,1,103,159,39.3129768371582,60.6870231628418,3902169078,10.687023162841797,1,0,0,0
3902169078,2006,Rush,Township,Champaign,Property,roads,R,3,2,137,113,54.79999923706055,45.20000076293945,3902169078,-4.799999237060547,0,0,1,1
3902169078,2007,Rush,Township,Champaign,Property,roads,R,3,1,196,47,80.65843963623047,19.34156036376953,3902169078,-30.65843963623047,0,0,0,0
3902169078,2008,Rush,Township,Champaign,Property,roads,R,3,2,85,734,10.378510475158691,89.621490478515625,3902169078,39.621490478515625,1,0,0,0
3902169078,2009,Rush,Township,Champaign,Property,roads,R,3,1.5,108,366,22.78481101989746,77.2151870727539,3902169078,27.215187072753906,1,0,0,0
3902169078,2011,Rush,Township,Champaign,Property,roads,R,3,1,164,113,59.20577621459961,40.79422378540039,3902169078,-9.20577621459961,0,0,0,0
3902169078,2012,Rush,Township,Champaign,Property,roads,R,3,1.5,151,682,18.12725067138672,81.87274932861328,3902169078,31.87274932861328,1,0,0,0
3902169078,2014,Rush,Township,Champaign,Property,roads,R,5,1,196,329,37.33333206176758,62.66666793823242,3902169078,12.666667938232422,1,0,0,0
3902169078,2015,Rush,Township,Champaign,Property,roads,R,5,1.5,261,29,90,10,3902169078,-40,0,0,0,0
3902169078,2016,Rush,Township,Champaign,Property,roads,R,5,2,139,173,44.5512809753418,55.4487190246582,3902169078,5.448719024658203,1,0,0,1
3902169078,2020,Rush,Township,Champaign,property,roads,R,5,2,248,175,58.628841400146484,41.371158599853516,3902169078,-8.628841400146484,0,0,0,0
3902169078,2021,Rush,Township,Champaign,property,roads,R,5,1,72,33,68.57142639160156,31.428573608398438,3902169078,-18.571426391601563,0,0,0,0
3902169708,1991,St. Paris,Village,Champaign,Property,roads,R,5,2.5,295,10,96.7213134765625,3.2786865234375,3969708,-46.7213134765625,0,0,0,0
3902169708,2007,St. Paris,Village,Champaign,Property,roads,A,5,2.5,289,195,59.71074295043945,40.28925704956055,3969708,-9.710742950439453,0,0,0,0
3902169708,2008,St. Paris,Village,Champaign,Property,roads,R,5,2.5,249,2730,8.35851001739502,91.64148712158203,3969708,41.64148712158203,1,0,0,0
3902169708,2016,St. Paris,Village,Champaign,Property,roads,R,5,2.5,337,465,42.01995086669922,57.98004913330078,3969708,7.980049133300781,1,0,0,0
3902169708,2020,St. Paris,Village,Champaign,property,roads,A,5,4,219,156,58.400001525878906,41.599998474121094,3969708,-8.400001525878906,0,0,0,0
3902169820,1991,Salem,Township,Champaign,Property,roads,A,5,2.9,386,529,42.185791015625,57.814208984375,3902169820,7.814208984375,1,0,0,0
3902169820,1992,Salem,Township,Champaign,Property,roads,A,-999,1,335,446,42.89372634887695,57.10627365112305,3902169820,7.106273651123047,1,0,0,1
3902169820,1995,Salem,Township,Champaign,Property,roads,A,5,2.9,622,555,52.84621810913086,47.15378189086914,3902169820,-2.8462181091308594,0,1,1,1
3902169820,1996,Salem,Township,Champaign,Property,roads,A,-999,1,422,218,65.9375,34.0625,3902169820,-15.9375,0,0,0,0
3902169820,1998,Salem,Township,Champaign,Property,roads,A,1000,1,254,169,60.04728317260742,39.95271682739258,3902169820,-10.047283172607422,0,0,0,0
3902169820,2012,Salem,Township,Champaign,Property,roads,A,3,2.9,376,577,39.45435333251953,60.54564666748047,3902169820,10.545646667480469,1,0,0,0
3902169820,2013,Salem,Township,Champaign,property,roads,A,3,2.9,195,222,46.76258850097656,53.23741149902344,3902169820,3.2374114990234375,1,0,1,1
3902169820,2014,Salem,Township,Champaign,Property,roads,A,5,3.4,185,393,32.006919860839844,67.99308013916016,3902169820,17.993080139160156,1,0,0,0
3902169820,2015,Salem,Township,Champaign,Property,roads,A,5,2.9,185,416,30.78203010559082,69.21797180175781,3902169820,19.217971801757813,1,0,0,0
3902169820,2016,Salem,Township,Champaign,Property,roads,A,5,2.9,361,450,44.51294708251953,55.48705291748047,3902169820,5.487052917480469,1,0,0,1
3902169820,2020,Salem,Township,Champaign,property,roads,R,5,2.9,789,506,60.926639556884766,39.073360443115234,3902169820,-10.926639556884766,0,0,0,0
3902178274,1993,Union,Township,Champaign,Property,roads,R,-999,3,247,75,76.70807647705078,23.29192352294922,3902178274,-26.70807647705078,0,0,0,0
3902178274,1998,Union,Township,Champaign,Property,roads,R,5,3,493,92,84.27350616455078,15.726493835449219,3902178274,-34.27350616455078,0,0,0,0
3902178274,2002,Union,Township,Champaign,Property,roads,R,5,2,469,210,69.0721664428711,30.927833557128906,3902178274,-19.072166442871094,0,0,0,0
3902178274,2007,Union,Township,Champaign,Property,roads,R,5,2,557,193,74.26667022705078,25.73332977294922,3902178274,-24.26667022705078,0,0,0,0
3902178274,2012,Union,Township,Champaign,Property,roads,R,2,2,417,544,43.39229965209961,56.60770034790039,3902178274,6.607700347900391,1,0,0,1
3902178274,2019,Union,Township,Champaign,property,roads,R,5,2,291,178,62.04690933227539,37.95309066772461,3902178274,-12.04690933227539,0,0,0,0
3902182096,1992,Wayne,Township,Champaign,Property,roads,A,-999,2,183,353,34.14179229736328,65.85820770263672,3902182096,15.858207702636719,1,0,0,0
3902182096,1993,Wayne,Township,Champaign,Property,roads,R,5,1.5,499,515,49.21104431152344,50.78895568847656,3902182096,0.7889556884765625,1,1,1,1
3902182096,1994,Wayne,Township,Champaign,Property,roads,A,-999,1.5,285,304,48.3870964050293,51.6129035949707,3902182096,1.6129035949707031,1,1,1,1
3902182096,1996,Wayne,Township,Champaign,Property,roads,A,-999,2,201,333,37.64044952392578,62.35955047607422,3902182096,12.359550476074219,1,0,0,0
3902182096,1997,Wayne,Township,Champaign,Property,roads,R,-999,1.5,312,350,47.12990951538086,52.87009048461914,3902182096,2.8700904846191406,1,1,1,1
3902182096,1998,Wayne,Township,Champaign,Property,roads,A,5,2.5,115,254,31.165311813354492,68.834686279296875,3902182096,18.834686279296875,1,0,0,0
3902182096,2000,Wayne,Township,Champaign,Property,roads,R,5,2,275,588,31.865585327148438,68.13441467285156,3902182096,18.134414672851563,1,0,0,0
3902182096,2002,Wayne,Township,Champaign,Property,roads,R,5,1.5,342,103,76.85393524169922,23.14606475830078,3902182096,-26.85393524169922,0,0,0,0
3902182096,2003,Wayne,Township,Champaign,Property,roads,R,5,2.5,78,304,20.418848037719727,79.5811538696289,3902182096,29.581153869628906,1,0,0,0
3902182096,2006,Wayne,Township,Champaign,Property,roads,R,5,1.5,277,317,46.63299560546875,53.36700439453125,3902182096,3.36700439453125,1,0,1,1
3902182096,2008,Wayne,Township,Champaign,Property,roads,R,5,2,214,392,35.31352996826172,64.68647003173828,3902182096,14.686470031738281,1,0,0,0
3902182096,2009,Wayne,Township,Champaign,Property,roads,R,5,1.5,478,204,70.08797454833984,29.912025451660156,3902182096,-20.087974548339844,0,0,0,0
3902182096,2012,Wayne,Township,Champaign,Property,roads,R,5,1.5,354,697,33.68220901489258,66.31779479980469,3902182096,16.317794799804688,1,0,0,0
3902182096,2015,Wayne,Township,Champaign,Property,roads,R,5,2,494,397,55.443321228027344,44.556678771972656,3902182096,-5.443321228027344,0,0,0,1
3902182096,2016,Wayne,Township,Champaign,Property,roads,R,5,1.5,281,335,45.61688232421875,54.38311767578125,3902182096,4.38311767578125,1,0,1,1
3902182096,2018,Wayne,Township,Champaign,Property,roads,R,5,2.5,544,241,69.29936218261719,30.700637817382813,3902182096,-19.299362182617188,0,0,0,0
3902182096,2021,Wayne,Township,Champaign,property,roads,R,5,2.5,211,96,68.729644775390625,31.270355224609375,3902182096,-18.729644775390625,0,0,0,0
3902186478,2015,Woodstock,Village,Champaign,Property,roads,R,5,1,196,397,33.052276611328125,66.947723388671875,3986478,16.947723388671875,1,0,0,0
3902329862,1993,German,Township,Clark,Property,roads,R,5,.5,985,905,52.11640167236328,47.88359832763672,3902329862,-2.1164016723632813,0,1,1,1
3902329862,1995,German,Township,Clark,Property,roads,R,5,.9,942,901,51.1123161315918,48.8876838684082,3902329862,-1.1123161315917969,0,1,1,1
3902329862,1998,German,Township,Clark,Property,roads,R,5,.7,1193,1226,49.317901611328125,50.682098388671875,3902329862,0.682098388671875,1,1,1,1
3902329862,1999,German,Township,Clark,Property,roads,A,5,.7,711,848,45.60615921020508,54.39384078979492,3902329862,4.393840789794922,1,0,1,1
3902329862,2000,German,Township,Clark,Property,roads,R,5,.9,2081,1214,63.15629577636719,36.84370422363281,3902329862,-13.156295776367188,0,0,0,0
3902329862,2003,German,Township,Clark,Property,roads,R,5,.5,1442,926,60.89527130126953,39.10472869873047,3902329862,-10.895271301269531,0,0,0,0
3902329862,2006,German,Township,Clark,Property,roads,R,5,.9,2080,1137,64.65650939941406,35.34349060058594,3902329862,-14.656509399414063,0,0,0,0
3902329862,2008,German,Township,Clark,Property,roads,R,5,.5,2859,1062,72.915069580078125,27.084930419921875,3902329862,-22.915069580078125,0,0,0,0
3902329862,2010,German,Township,Clark,Property,roads,R,5,.9,1810,1113,61.92268371582031,38.07731628417969,3902329862,-11.922683715820313,0,0,0,0
3902329862,2013,German,Township,Clark,Property,roads,R,5,.5,1217,620,66.24932098388672,33.75067901611328,3902329862,-16.24932098388672,0,0,0,0
3902329862,2015,German,Township,Clark,Property,roads,R,5,.9,1627,927,63.70399475097656,36.29600524902344,3902329862,-13.703994750976563,0,0,0,0
3902329862,2018,German,Township,Clark,Property,roads,R,5,.5,2112,949,68.99706268310547,31.00293731689453,3902329862,-18.99706268310547,0,0,0,0
3902329862,2019,German,Township,Clark,property,roads,A,5,1,680,561,54.79452133178711,45.20547866821289,3902329862,-4.794521331787109,0,0,1,1
3902329862,2020,German,Township,Clark,property,roads,R,5,.9,2437,1415,63.26583480834961,36.73416519165039,3902329862,-13.26583480834961,0,0,0,0
3902331703,1994,Green,Township,Clark,Property,roads,A,5,.5,167,204,45.01347732543945,54.98652267456055,3902331703,4.986522674560547,1,0,1,1
3902331703,2001,Green,Township,Clark,Property,roads,A,5,1,121,162,42.75618362426758,57.24381637573242,3902331703,7.243816375732422,1,0,0,1
3902331703,2014,Green,Township,Clark,Property,roads,A,5,1.5,563,567,49.8230094909668,50.1769905090332,3902331703,0.17699050903320313,1,1,1,1
3902331703,2015,Green,Township,Clark,Property,roads,A,5,1.5,538,532,50.280372619628906,49.719627380371094,3902331703,-0.28037261962890625,0,1,1,1
3902331703,2019,Green,Township,Clark,property,roads,R,5,1.5,299,150,66.5924301147461,33.407569885253906,3902331703,-16.592430114746094,0,0,0,0
3902333586,1994,Harmony,Township,Clark,Property,roads,R,5,1.8,578,421,57.85785675048828,42.14214324951172,3902333586,-7.857856750488281,0,0,0,0
3902333586,1998,Harmony,Township,Clark,Property,roads,R,5,1.8,494,424,53.81263732910156,46.18736267089844,3902333586,-3.8126373291015625,0,0,1,1
3902333586,2003,Harmony,Township,Clark,Property,roads,R,5,1.8,135,116,53.78485870361328,46.21514129638672,3902333586,-3.7848587036132813,0,0,1,1
3902333586,2008,Harmony,Township,Clark,Property,roads,R,5,1.8,928,744,55.50239181518555,44.49760818481445,3902333586,-5.502391815185547,0,0,0,1
3902333586,2012,Harmony,Township,Clark,Property,roads,R,5,1.8,830,737,52.96745300292969,47.03254699707031,3902333586,-2.9674530029296875,0,1,1,1
3902333586,2015,Harmony,Township,Clark,Property,roads,A,5,2,469,565,45.35783386230469,54.64216613769531,3902333586,4.6421661376953125,1,0,1,1
3902333586,2017,Harmony,Township,Clark,Property,roads,R,5,1.8,604,387,60.94853591918945,39.05146408081055,3902333586,-10.948535919189453,0,0,0,0
3902346354,2012,Madison,Township,Clark,Property,roads,A,5,2,336,449,42.802547454833984,57.197452545166016,3902346354,7.197452545166016,1,0,0,1
3902346354,2017,Madison,Township,Clark,Property,roads,A,5,2,141,119,54.230770111083984,45.769229888916016,3902346354,-4.230770111083984,0,0,1,1
3902346788,1992,Mad River,Township,Clark,Property,roads,R,5,1.7,2458,1672,59.51573944091797,40.48426055908203,3902346788,-9.515739440917969,0,0,0,0
3902346788,2004,Mad River,Township,Clark,Property,roads,A,5,1.5,689,1304,34.57099914550781,65.42900085449219,3902346788,15.429000854492188,1,0,0,0
3902346788,2006,Mad River,Township,Clark,Property,roads,A,5,1.5,1022,1327,43.507877349853516,56.492122650146484,3902346788,6.492122650146484,1,0,0,1
3902346788,2015,Mad River,Township,Clark,Property,roads,A,5,1.7,2326,170,93.18910217285156,6.8108978271484375,3902346788,-43.18910217285156,0,0,0,0
3902351912,1993,Moorefield,Township,Clark,Property,roads,R,5,1,3149,32,98.99402618408203,1.0059738159179688,3902351912,-48.99402618408203,0,0,0,0
3902351912,1998,Moorefield,Township,Clark,Property,roads,A,5,1,2548,1282,66.52741241455078,33.47258758544922,3902351912,-16.52741241455078,0,0,0,0
3902351912,2000,Moorefield,Township,Clark,Property,roads,R,5,1,2668,2732,49.407405853271484,50.592594146728516,3902351912,0.5925941467285156,1,1,1,1
3902351912,2004,Moorefield,Township,Clark,Property,roads,A,5,1,1482,1714,46.37046432495117,53.62953567504883,3902351912,3.629535675048828,1,0,1,1
3902351912,2005,Moorefield,Township,Clark,Property,roads,R,5,1,2256,1305,63.352989196777344,36.647010803222656,3902351912,-13.352989196777344,0,0,0,0
