fips_id,year,pop,medfamy,poverty,unemprate,pctown,pctrent
3908948132,2014,2442,39074.24,0.194,0.084,0.669123669,0.330876331
3908948132,2015,2816,55381.24,0.146,0.047,0.80859375,0.19140625
3908948132,2016,2854,57662.1484375,0.22599999606609344,0.04500000178813934,0.754730224609375,0.2452697902917862
3908948132,2017,2860,50596.5,0.1940000057220459,0.03700000047683716,0.7290209531784058,0.27097901701927185
3908948132,2018,2519,50285.12890625,0.16200000047683716,0.052000001072883606,0.7459309101104736,0.25406908988952637
3908948132,2019,2804,50103.6015625,0.13300000131130219,0.05299999937415123,0.8017118573188782,0.19828815758228302
3908948132,2020,2598,45609.48046875,0.10700000077486038,0.020999999716877937,0.6043109893798828,0.3956889808177948
3908948132,2021,2584,43545.94921875,0.0820000022649765,0.017999999225139618,0.5708204507827759,0.4291795790195465
3908951450,2006,6059.666667,77241.51,0.0525,0.036,0.79916424,0.20083576
3908951450,2007,6147.777778,78290.76,0.053083333,0.039666667,0.813909642,0.186090358
3908951450,2008,6235.888889,79340.01,0.053666667,0.043333333,0.828655045,0.171344955
3908951450,2009,6324,80389.26,0.05425,0.047,0.843400447,0.156599553
3908951450,2010,6721,73077,0.054833333,0.054,0.841726619,0.158273381
3908951450,2011,6824,72716.05,0.055416667,0.069,0.812453888,0.187546112
3908951450,2012,6953,70943.15,0.056,0.074,0.803475742,0.196524258
3908951450,2013,7033,68693.32,0.068,0.084,0.768184422,0.231815579
3908951450,2014,7116,68188.56,0.047,0.069,0.733965737,0.266034263
3908951450,2015,7189,68679.84,0.05,0.067,0.736148127,0.263851873
3908951450,2016,7268,67283.578125,0.07400000095367432,0.03999999910593033,0.7585203647613525,0.24147963523864746
3908951450,2017,7293,61572.87109375,0.07599999755620956,0.03200000151991844,0.7645437121391296,0.23545630276203156
3908951450,2018,7355,58604.0703125,0.07199999690055847,0.023000000044703484,0.8024842739105225,0.19751569628715515
3908951450,2019,7421,70371.21875,0.07100000232458115,0.013000000268220901,0.8361696600914001,0.16383035480976105
3908951450,2020,7489,82311.6015625,0.05900000035762787,0.008999999612569809,0.7943612933158875,0.20563869178295135
3908951450,2021,7694,76155.8203125,0.07100000232458115,0.006000000052154064,0.7417089343070984,0.2582910656929016
3954040,2006,46793,51424.98,0.1715,0.074,0.59137959,0.40862041
3954040,2007,46906,51076.6,0.178416667,0.080666667,0.595511601,0.404488399
3954040,2008,47019,50728.22,0.185333333,0.087333333,0.599643612,0.400356388
3954040,2009,47132,50379.84,0.19225,0.094,0.603775623,0.396224377
3954040,2010,47605,49523,0.199166667,0.102,0.594536382,0.405463619
3954040,2011,47657,52114.22,0.206083333,0.099,0.595774286,0.404225714
3954040,2012,47675,49360.1,0.213,0.1,0.57303467,0.42696533
3954040,2013,47708,48348.9,0.21,0.105,0.56028703,0.43971297
3954040,2014,47744,46639.4,0.221,0.099,0.554399263,0.445600737
3954040,2015,47829,46473.8,0.232,0.097,0.552,0.448
3954040,2016,48477,47206.25,0.21799999475479126,0.0949999988079071,0.5473971366882324,0.45260289311408997
3954040,2017,48640,46070.8515625,0.20499999821186066,0.0860000029206276,0.5667734742164612,0.4332265555858612
3954040,2018,49070,49549.98046875,0.19300000369548798,0.07199999690055847,0.5811864137649536,0.4188135862350464
3954040,2019,49470,49642.640625,0.18299999833106995,0.06599999964237213,0.5716744661331177,0.4283255338668823
3954040,2020,49951,50583.12109375,0.16699999570846558,0.052000001072883606,0.573062539100647,0.426937460899353
3954040,2021,49703,54301.921875,0.1679999977350235,0.04500000178813934,0.5778011083602905,0.4221988618373871
3908954054,2006,2505,69095.06,0.063,0.075,0.953446069,0.046553931
3908954054,2007,2593.666667,69870.51333,0.061333333,0.083666667,0.959340565,0.040659435
3908954054,2008,2682.333333,70645.96667,0.059666667,0.092333333,0.965235061,0.034764939
3908954054,2009,2771,71421.42,0.058,0.101,0.971129556,0.028870444
3908954054,2010,2431,67574,0.056333333,0.114,0.939531057,0.060468943
3908954054,2011,2272,67354.86,0.054666667,0.111,0.923415493,0.076584507
3908954054,2012,2243,55920.8,0.053,0.088,0.90637539,0.09362461
3908954054,2013,2170,56171.58,0.028,0.069,0.932718894,0.067281106
3908954054,2014,1962,49007.48,0.01,0.086,0.94648318,0.05351682
3908954054,2015,1753,50904.52,0.06,0.036,0.940673132,0.059326868
3908954054,2016,1906,50215.62109375,0.07699999958276749,0.04899999871850014,0.9485834240913391,0.05141657963395119
3908954054,2017,1860,62660.44921875,0.06700000166893005,0.035999998450279236,0.9741935729980469,0.025806451216340065
3908954054,2018,2000,62118,0.06700000166893005,0.013000000268220901,0.9624999761581421,0.03750000149011612
3908954054,2019,1828,65992.9609375,0.06599999964237213,0,0.9080962538719177,0.09190371632575989
3908954054,2020,2194,67772.8828125,0.024000000208616257,0,0.9038286209106445,0.09617137908935547
3908954054,2021,2046,72509.6328125,0.017000000923871994,0,0.8993157148361206,0.1006842628121376
3908955580,2006,3179.666667,58010.19667,0.038,0.071666667,0.89856425,0.10143575
3908955580,2007,3203.444444,57702.92444,0.036666667,0.079111111,0.900078412,0.099921588
3908955580,2008,3227.222222,57395.65222,0.035333333,0.086555556,0.901592574,0.098407426
3908955580,2009,3251,57088.38,0.034,0.094,0.903106736,0.096893264
3908955580,2010,3212,55859,0.032666667,0.106,0.896014944,0.103985056
3908955580,2011,3223,57973.99,0.031333333,0.072,0.901023891,0.098976109
3908955580,2012,3221,57071.25,0.03,0.079,0.891027631,0.108972369
3908955580,2013,3236,55129.12,0.025,0.084,0.901730532,0.098269469
3908955580,2014,3263,55608.48,0.031,0.054,0.881397487,0.118602513
3908955580,2015,3292,56998.6,0.059,0.028,0.872417983,0.127582017
3908955580,2016,3287,56167.9296875,0.05999999865889549,0.028999999165534973,0.8469729423522949,0.15302707254886627
3908955580,2017,3294,54035.4609375,0.06800000369548798,0.024000000208616257,0.8524590134620667,0.14754098653793335
3908955580,2018,3334,59812.5,0.08399999886751175,0.024000000208616257,0.8065387010574341,0.1934613138437271
3908955580,2019,3361,61827.12109375,0.06800000369548798,0.024000000208616257,0.8116632103919983,0.1883368045091629
3908955580,2020,3421,64248.23828125,0.041999999433755875,0.027000000700354576,0.8439052700996399,0.1560947149991989
3908955580,2021,3200,67527.96875,0.06599999964237213,0.010999999940395355,0.8306249976158142,0.1693750023841858
3961112,2006,11827,69740.06333,0.078,0.040333333,0.729931012,0.270068989
3961112,2007,12089.33333,69082.29556,0.082,0.043222222,0.731593793,0.268406207
3961112,2008,12351.66667,68424.52778,0.086,0.046111111,0.733256574,0.266743426
3961112,2009,12614,67766.76,0.09,0.049,0.734919355,0.265080645
3961112,2010,14170,66030,0.094,0.064,0.75,0.25
3961112,2011,14527,65916.35,0.098,0.064,0.754014397,0.245985604
3961112,2012,14794,64806.15,0.102,0.057,0.724405167,0.275594833
3961112,2013,14969,67492,0.094,0.065,0.738604276,0.261395724
3961112,2014,15069,68669.72,0.102,0.052,0.751052596,0.248947404
3961112,2015,15120,69796.72,0.099,0.042,0.717056589,0.282943411
3961112,2016,15225,71323.9765625,0.08900000154972076,0.03500000014901161,0.7095086574554443,0.2904913127422333
3961112,2017,15312,72008.1171875,0.08500000089406967,0.0430000014603138,0.729517936706543,0.2704820930957794
3961112,2018,15465,71295.6328125,0.08399999886751175,0.0430000014603138,0.7345981001853943,0.2654019296169281
3961112,2019,15585,71796.2421875,0.05999999865889549,0.0430000014603138,0.722962498664856,0.27703750133514404
3961112,2020,15751,68205.4765625,0.07400000095367432,0.0430000014603138,0.7227127552032471,0.2772872745990753
3961112,2021,17598,72020.7578125,0.06700000166893005,0.03999999910593033,0.751444399356842,0.24855557084083557
3908961924,2006,1105.666667,57169.18667,0.0545,0.073,0.837711056,0.162288944
3908961924,2007,1053.777778,57701.55111,0.047416667,0.079333333,0.841982809,0.158017191
3908961924,2008,1001.888889,58233.91556,0.040333333,0.085666667,0.846254563,0.153745437
3908961924,2009,950,58766.28,0.03325,0.092,0.850526316,0.149473684
3908961924,2010,1381,44177,0.026166667,0.035,0.890658943,0.109341057
3908961924,2011,1253,55308.43,0.019083333,0.038,0.876296888,0.123703113
3908961924,2012,1469,68940.55,0.012,0.056,0.882913547,0.117086453
3908961924,2013,1380,71409.92,0.017,0.045,0.932608696,0.067391304
3908961924,2014,1517,64135.04,0.032,0.038,0.965062624,0.034937376
3908961924,2015,1508,62656.6,0.111,0.045,0.963527852,0.036472149
3908961924,2016,1635,57481.96875,0.11699999868869781,0.026000000536441803,0.9755351543426514,0.024464832618832588
3908961924,2017,1634,51842.5,0.12800000607967377,0.027000000700354576,0.9663402438163757,0.03365973010659218
3908961924,2018,1704,58350.03125,0.14399999380111694,0,0.9818075299263,0.018192488700151443
3908961924,2019,1618,59125,0.1850000023841858,0,0.9820766448974609,0.01792336255311966
3908961924,2020,1676,68500.3203125,0.04500000178813934,0,0.9946300983428955,0.005369928199797869
3908961924,2021,1465,98199.7890625,0.05900000035762787,0,0.9918088912963867,0.008191126398742199
3908969456,2006,2257.333333,74479.36,0.0695,0.034333333,0.902106827,0.097893173
3908969456,2007,2291.555556,73849.68667,0.079583333,0.039555556,0.90903167,0.09096833
3908969456,2008,2325.777778,73220.01333,0.089666667,0.044777778,0.915956513,0.084043487
3908969456,2009,2360,72590.34,0.09975,0.05,0.922881356,0.077118644
3908969456,2010,2307,70750,0.109833333,0.053,0.938014738,0.061985262
3908969456,2011,2495,79087.98,0.119916667,0.036,0.928367928,0.071632072
3908969456,2012,2435,82080,0.13,0.036,0.906821963,0.093178037
3908969456,2013,2292,83168.38,0.029,0.051,0.896870868,0.103129132
3908969456,2014,2457,86729.32,0.056,0.074,0.893164142,0.106835858
3908969456,2015,2471,84841.48,0.05,0.088,0.877079108,0.122920893
3908969456,2016,2467,82000.1015625,0.06400000303983688,0.07699999958276749,0.9032913446426392,0.09670865535736084
3908969456,2017,2493,68950.96875,0.057999998331069946,0.09200000017881393,0.8930438160896301,0.10695616900920868
3908969456,2018,2513,68981.4296875,0.06400000303983688,0.0729999989271164,0.8823294639587402,0.11767052114009857
3908969456,2019,2535,66597.5390625,0.035999998450279236,0.029999999329447746,0.9351778626441956,0.06482213735580444
3908969456,2020,2555,64820.28125,0.03200000151991844,0.008999999612569809,0.9125490188598633,0.08745098114013672
3908969456,2021,2537,66918.75,0.009999999776482582,0.007000000216066837,0.9117181301116943,0.08828186988830566
3969652,2006,320.6666667,51281.44,0.088,0.097,0.819650784,0.180349216
3969652,2007,317.1111111,50620.84667,0.090166667,0.101666667,0.821702673,0.178297327
3969652,2008,313.5555556,49960.25333,0.092333333,0.106333333,0.823754563,0.176245438
3969652,2009,310,49299.66,0.0945,0.111,0.825806452,0.174193548
3969652,2010,328,46625,0.096666667,0.097,0.740853659,0.259146342
3969652,2011,324,50773.68,0.098833333,0.081,0.817901235,0.182098765
3969652,2012,318,53437.5,0.101,0.067,0.836477987,0.163522013
3969652,2013,321,54441.98,0.093,0.068,0.834890966,0.165109034
3969652,2014,364,53762.96,0.096,0.024,0.821428571,0.178571429
3969652,2015,396,53666.36,0.215,0.029,0.77020202,0.22979798
3969652,2016,429,56647.5,0.2070000022649765,0.019999999552965164,0.7948718070983887,0.20512820780277252
3969652,2017,437,55465.69140625,0.15299999713897705,0.03799999877810478,0.7643020749092102,0.235697939991951
3969652,2018,500,51112.5,0.1340000033378601,0.03400000184774399,0.7620000243186951,0.23800000548362732
3969652,2019,443,51062.5,0.17800000309944153,0.03799999877810478,0.772009015083313,0.22799097001552582
3969652,2020,413,49350,0.0729999989271164,0.050999999046325684,0.8401936888694763,0.1598062962293625
3969652,2021,372,46428.5390625,0.11599999666213989,0.04600000008940697,0.8440860509872437,0.15591397881507874
3908978400,2006,8752.666667,58748.69667,0.131,0.085,0.711364016,0.288635984
3908978400,2007,8830.444444,58761.35778,0.136833333,0.094333333,0.721738782,0.278261218
3908978400,2008,8908.222222,58774.01889,0.142666667,0.103666667,0.732113549,0.267886451
3908978400,2009,8986,58786.68,0.1485,0.113,0.742488315,0.257511685
3908978400,2010,8722,51683,0.154333333,0.125,0.723572575,0.276427425
3908978400,2011,8770,48275.93,0.160166667,0.138,0.688597491,0.311402509
3908978400,2012,8790,46336.25,0.166,0.108,0.682480091,0.317519909
3908978400,2013,8783,48132.7,0.152,0.101,0.721052032,0.278947968
3908978400,2014,8857,53666.36,0.13,0.088,0.727447217,0.272552783
3908978400,2015,8901,57295.76,0.126,0.089,0.735422986,0.264577014
3908978400,2016,8891,59969,0.11800000071525574,0.07100000232458115,0.7354628443717957,0.26453718543052673
3908978400,2017,8985,61338.80078125,0.10599999874830246,0.061000000685453415,0.7553700804710388,0.24462993443012238
3908978400,2018,9060,64968.98828125,0.10300000011920929,0.050999999046325684,0.7589403986930847,0.24105960130691528
3908978400,2019,9129,55758.9609375,0.125,0.027000000700354576,0.7408259510993958,0.25917404890060425
3908978400,2020,9219,64224.71875,0.10599999874830246,0.03099999949336052,0.7621216773986816,0.23787829279899597
3908978400,2021,9093,66360.15625,0.11400000005960464,0.04399999976158142,0.759045422077179,0.24095457792282104
3979114,2006,2368,43479.11333,0.0895,0.093,0.571344925,0.428655075
3979114,2007,2408,42100.21556,0.094083333,0.105333333,0.561630807,0.438369193
3979114,2008,2448,40721.31778,0.098666667,0.117666667,0.55191669,0.44808331
3979114,2009,2488,39342.42,0.10325,0.13,0.542202572,0.457797428
3979114,2010,2176,39837,0.107833333,0.124,0.581351094,0.418648906
3979114,2011,2381,40113.38,0.112416667,0.132,0.653156997,0.346843003
3979114,2012,2263,38776.15,0.117,0.124,0.654276758,0.345723242
3979114,2013,2421,45259.12,0.138,0.115,0.707827543,0.292172457
3979114,2014,2388,43830.64,0.165,0.105,0.681104034,0.318895966
3979114,2015,2224,44121.36,0.162,0.119,0.710958904,0.289041096
3979114,2016,1982,46016.87890625,0.15000000596046448,0.11500000208616257,0.703798770904541,0.296201229095459
3979114,2017,1913,47392.5,0.13699999451637268,0.11999999731779099,0.6640042662620544,0.33599573373794556
3979114,2018,1801,50460,0.12300000339746475,0.12200000137090683,0.685908317565918,0.31409168243408203
3979114,2019,1760,49113.73828125,0.1420000046491623,0.11699999868869781,0.6437644362449646,0.3562355637550354
3979114,2020,2141,51949.80078125,0.10199999809265137,0.08799999952316284,0.4129612147808075,0.5870388150215149
3979114,2021,2145,52912.5,0.09399999678134918,0.125,0.41251176595687866,0.5874882340431213
3908981410,2006,3163,46502.28,0.103,0.098,0.672288729,0.327711272
3908981410,2007,3172,44814.02,0.109333333,0.111,0.672852883,0.327147117
3908981410,2008,3181,43125.76,0.115666667,0.124,0.673417037,0.326582963
3908981410,2009,3190,41437.5,0.122,0.137,0.673981191,0.326018809
3908981410,2010,3105,43580,0.128333333,0.158,0.69548004,0.30451996
3908981410,2011,3130,45266.99,0.134666667,0.145,0.71419334,0.28580666
3908981410,2012,3111,47500,0.141,0.143,0.724764687,0.275235313
3908981410,2013,3118,46829.86,0.167,0.111,0.765716137,0.234283863
3908981410,2014,3115,46215.28,0.191,0.103,0.746268657,0.253731343
3908981410,2015,3138,49354.32,0.18,0.12,0.786404639,0.213595361
3908981410,2016,3141,54632.76171875,0.18700000643730164,0.10400000214576721,0.8097843527793884,0.19021564722061157
3908981410,2017,3152,53505.91015625,0.1850000023841858,0.0949999988079071,0.7722168564796448,0.22778312861919403
3908981410,2018,3180,61987.5,0.17399999499320984,0.08900000154972076,0.7972028255462646,0.20279720425605774
3908981410,2019,3220,53481.6796875,0.1860000044107437,0.07800000160932541,0.7443609237670898,0.25563910603523254
3908981410,2020,3236,66906,0.10100000351667404,0.054999999701976776,0.5690246224403381,0.43097537755966187
3908981410,2021,3050,66425.7265625,0.09200000017881393,0.08799999952316284,0.5460244417190552,0.4539755880832672
3905116,2006,856.6666667,54797.9,0.086,0.098333333,0.849233793,0.150766207
3905116,2007,863.1111111,53645.15333,0.086166667,0.111222222,0.839747947,0.160252053
3905116,2008,869.5555556,52492.40667,0.086333333,0.124111111,0.830262101,0.169737899
3905116,2009,876,51339.66,0.0865,0.137,0.820776256,0.179223744
3905116,2010,847,52868,0.086666667,0.155,0.795657727,0.204342273
3905116,2011,870,52895.07,0.086833333,0.169,0.803488372,0.196511628
3905116,2012,970,51976.4,0.087,0.154,0.819415449,0.180584551
3905116,2013,937,51597.54,0.104,0.162,0.868108108,0.131891892
3905116,2014,820,56514.68,0.116,0.109,0.895910781,0.104089219
3905116,2015,807,55736.36,0.106,0.043,0.871536524,0.128463476
3905116,2016,793,50050,0.11599999666213989,0.02800000086426735,0.8551282286643982,0.1448718011379242
3905116,2017,785,51175,0.0560000017285347,0.039000000804662704,0.8173575401306152,0.18264248967170715
3905116,2018,734,56670.9296875,0.04800000041723251,0.023000000044703484,0.7988904118537903,0.20110957324504852
3905116,2019,839,60558.62109375,0.023000000044703484,0.02500000037252903,0.7883917689323425,0.21160821616649628
3905116,2020,862,60200.28125,0.04399999976158142,0.026000000536441803,0.6756756901741028,0.3243243098258972
3905116,2021,800,63958.96875,0.04800000041723251,0.06499999761581421,0.6768447756767273,0.3231552243232727
3905130,2006,12985,49616.54,0.1905,0.088,0.55734961,0.44265039
3905130,2007,12974,48969.29333,0.197916667,0.097666667,0.556660086,0.443339914
3905130,2008,12963,48322.04667,0.205333333,0.107333333,0.555970562,0.444029438
3905130,2009,12952,47674.8,0.21275,0.117,0.555281038,0.444718962
3905130,2010,13123,43778,0.220166667,0.099,0.541644441,0.458355559
3905130,2011,13319,43330.87,0.227583333,0.121,0.539896452,0.460103548
3905130,2012,13478,42151.5,0.235,0.124,0.531022582,0.468977418
3905130,2013,13162,42932.62,0.243,0.13,0.538107652,0.461892348
3905130,2014,13141,42948.36,0.234,0.104,0.543531576,0.456468424
3905130,2015,13279,44971.44,0.203,0.092,0.578959327,0.421040673
3905130,2016,13211,45792.109375,0.20900000631809235,0.06400000303983688,0.5634328126907349,0.43656715750694275
3905130,2017,13418,48593.109375,0.1899999976158142,0.07100000232458115,0.5592826008796692,0.4407173991203308
3905130,2018,13531,51354.359375,0.18000000715255737,0.06400000303983688,0.5254364013671875,0.4745636284351349
3905130,2019,13574,52137.5,0.16500000655651093,0.06199999898672104,0.5604403614997864,0.43955960869789124
3905130,2020,13250,53998.55859375,0.1509999930858612,0.057999998331069946,0.5998168587684631,0.40018314123153687
3905130,2021,13792,57226.01171875,0.12200000137090683,0.06400000303983688,0.6167081594467163,0.3832918405532837
