	(1)	(2)	(3)	(4)
	ltdebt_pp	tcapout_pp	tcurinst_pp	tstfedrev_pp
gobond_prev1	2.01881e+04	537.70908151	-2.38003e+03	6.38135e+03
	1.46960e+04	6.00790e+03	1.53085e+03	4.64686e+03
gobond_prev2	2.91089e+04	-4.45772e+03	-1.79158e+03	-4.25081e+03
	1.98831e+04	6.37359e+03	1.76611e+03	6.13901e+03
gobond_prev3	2.12663e+04	-4.22132e+03	-1.32411e+03	582.41812275
	1.99326e+04	8.51077e+03	2.41985e+03	7.00864e+03
gobond_prev4	2.97824e+04	-1.47780e+03	-1.49591e+03	4.25796e+03
	2.18842e+04	8.23651e+03	3.41706e+03	7.66085e+03
gobond_prev5	1.81417e+04	813.90095204	-3.24944e+02	5.02143e+03
	2.10779e+04	8.39966e+03	3.72491e+03	8.40622e+03
gobond_prev6	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
gobond_prev7	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
gobond_prev8	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
gobond_prev9	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
gobond_prev10	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
gobond_prev11	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
gobond_prev12	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
gobond_prev13	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
gobond_prev14	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
gobond_prev15	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
gobond_prev16	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
gobond_prev17	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
gobond_prev18	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
req_prev1	46.01301854	8.09530799	2.90297490	10.05802425
	40.91442877	12.77228087	3.44557856	10.09979104
req_prev2	-8.57621006	18.47205853	5.40642515	4.60845464
	51.06913626	15.99990583	4.46374537	14.57603544
req_prev3	25.11950846	63.46628567	4.68087279	29.05345846
	46.93990328	24.92985094	4.59127464	26.89323775
req_prev4	16.96425421	42.61299682	6.48204189	26.67933434
	56.32925865	28.77105031	6.50344516	15.02901114
req_prev5	162.41614666	39.48478791	-11.08666936	-1.32190141
	77.73538491	32.69243520	11.83681559	25.62294902
req_prev6	437.90656654	56.02746359	-16.87088347	72.73041522
	289.09604023	120.28147534	52.35650100	119.22613159
req_prev7	437.85960854	55.35210712	-19.78121859	75.63382991
	290.56201350	119.26347662	52.58618439	119.02737569
req_prev8	438.64088446	53.47481441	-17.30678226	74.02979093
	290.54926124	119.49455644	52.92628540	119.42300837
req_prev9	423.37356242	46.05566436	-20.56963142	72.76977840
	292.29339265	120.41825771	52.41753066	119.37812020
req_prev10	421.81504918	48.77286769	-20.65460079	70.83386334
	291.75913297	119.42299917	52.70439602	119.39007706
req_prev11	418.32001237	54.31425640	-21.00296715	74.33102339
	291.80580854	119.53574348	52.61886842	119.15326543
req_prev12	419.88876926	58.09696124	-17.38363985	78.92649417
	291.86741960	119.41714244	52.69544284	119.22172313
req_prev13	421.50085937	72.88556731	-17.07937636	69.56084876
	291.20114325	119.20852975	52.58175154	119.14501028
req_prev14	408.43811127	77.46107183	-17.47750943	83.71318008
