	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)
	totalexp_pp	totalexp_pp	totalexp_pp	totalexp_pp	dtotalexp_pp	dtotalexp_pp	dtotalexp_pp	tcapout_pp	tcapout_pp	tcapout_pp	tcapout_pp	dtcapout_pp	dtcapout_pp	dtcapout_pp	tcurinst_pp	tcurinst_pp	tcurinst_pp	tcurinst_pp	dtcurinst_pp	dtcurinst_pp	dtcurinst_pp
yrdums1	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
yrdums2	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
yrdums3	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
yrdums4	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
yrdums5	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
yrdums6	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
yrdums7	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
yrdums8	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
yrdums9	-3.54782e+03	-3.57846e+03	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	-1.11305e+03	-1.11583e+03	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	-1.32552e+03	-1.33601e+03	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	543.82963637	538.87774174	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	362.16838748	361.78070849	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	217.86583213	216.86517477	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
yrdums10	-3.77106e+03	-3.79702e+03	-59.68882507	-3.49506e+02	-54.99309437	-57.01075401	-2.57935e+02	-1.25693e+03	-1.26058e+03	-1.17368e+02	-2.01879e+02	-90.25222141	-91.63129445	-1.28192e+02	-1.35253e+03	-1.36255e+03	29.29752657	-81.00774525	48.27112693	48.27990911	-66.79549757
	525.11021554	520.07015577	68.16339095	68.67302304	143.13187392	143.68213061	116.75758476	356.92730147	355.40794280	47.24548609	48.39478467	118.62699570	118.86939098	97.68883138	210.39535579	210.35013231	20.63681997	22.87754509	30.31381605	30.05296270	28.27591617
yrdums11	-3.16333e+03	-3.22313e+03	275.71519832	-2.18060e+02	356.84445377	353.06420305	222.15031595	-9.79863e+02	-9.94497e+02	156.28227563	12.29434493	244.86856020	242.50152107	303.64530509	-1.17877e+03	-1.20034e+03	72.57107708	-1.16583e+02	121.50768271	119.37150511	-30.40959792
	539.25030873	534.62250017	85.52217913	96.15760919	153.60728388	154.02530988	110.36566840	367.97075498	367.42212901	71.95720634	79.46314127	134.05948234	134.37563972	106.23871597	215.80712251	214.76406073	20.90129927	15.08520264	30.61379388	30.52741710	28.49956202
yrdums12	-3.08279e+03	-3.13264e+03	786.48241983	23.03198230	417.42814854	426.34134636	297.67565459	-1.00661e+03	-1.00706e+03	302.81744440	95.02377755	155.91554269	163.61232021	141.50418827	-1.08616e+03	-1.10209e+03	299.57296746	7.96581025	235.23518012	235.97852207	130.23856200
	524.35056552	522.20305625	87.89946486	102.75823791	138.70753068	139.50130469	108.82688811	363.14282151	364.63932319	71.84043559	82.75826059	121.57628279	122.16035191	96.79130811	206.94651745	206.51266954	25.35247615	18.96519491	32.61774986	32.40099070	20.91226161
yrdums13	-2.50080e+03	-2.51917e+03	730.95363847	-2.61690e+02	0.00000000	0.00000000	-1.78026e+02	-7.92675e+02	-7.93039e+02	257.78832478	-39.74794234	0.00000000	0.00000000	-35.61928617	-1.00520e+03	-1.01206e+03	274.34978248	-93.38121719	0.00000000	0.00000000	-97.33909383
	532.03687419	527.37315456	97.37203898	108.12828743	0.00000000	0.00000000	113.41028526	371.87380645	370.70808944	70.29944241	88.00491720	0.00000000	0.00000000	101.08811950	208.53985793	208.28057962	31.24037508	18.66534899	0.00000000	0.00000000	19.59363463
yrdums14	-2.38111e+03	-2.44738e+03	1.28193e+03	94.23113455	411.84278187	402.67907099	397.39869036	-5.97023e+02	-6.20246e+02	484.09523286	130.27957594	81.24746840	74.29483024	219.72936892	-8.57941e+02	-8.82199e+02	495.31428956	45.75066554	249.48313933	244.41272900	138.29261799
	512.81622248	507.41051399	116.64951974	130.13430647	214.54702821	217.23177715	110.93612178	349.88061989	350.00938062	83.47527773	109.54499057	193.84939705	195.69464886	98.55005412	194.70957933	193.00345397	39.32268432	19.84706458	43.93732926	44.89768485	21.26737579
yrdums15	-1.96674e+03	-2.08435e+03	1.80132e+03	379.03018468	238.90988354	232.04441091	382.14731606	-5.54972e+02	-5.91096e+02	532.06228466	125.45346728	-1.45135e+02	-1.49692e+02	82.83444072	-5.86511e+02	-6.27325e+02	764.36612850	217.63339840	260.13084642	252.38665655	177.59008428
	509.24865694	507.00856083	121.32482014	128.96428316	212.03829426	212.63899423	110.89704280	339.07309123	340.39168765	83.66835078	109.29568908	182.97456081	182.68031809	99.19678311	199.77167009	198.95123536	42.19055714	21.54453691	52.65720731	53.35903539	19.28981460
yrdums16	-1.48810e+03	-1.52537e+03	2.07559e+03	379.63925595	252.56580793	246.87344349	49.36208632	-5.61165e+02	-5.73760e+02	423.94363898	-39.27347526	15.85014499	11.24140355	-1.19748e+02	-3.63021e+02	-3.76979e+02	971.36420012	315.38559712	194.44846101	191.30526921	105.86587709
	550.31212539	539.21894661	143.04297971	127.68812056	232.36089694	233.50034761	119.01887906	373.17018958	370.29768537	91.46944977	107.80706743	206.19490456	206.63992204	103.17849274	206.52861157	204.41617152	51.37105893	21.94921649	54.42035800	54.84452730	21.65435493
yrdums17	-1.34825e+03	-1.49401e+03	2.19219e+03	146.06108257	-4.40658e+02	-4.34128e+02	-1.97653e+02	-9.50480e+02	-9.79226e+02	382.32461057	-1.82877e+02	-5.49647e+02	-5.42542e+02	-1.07953e+02	-2.10396e+02	-2.58777e+02	982.95243649	200.02470988	22.47479190	18.23280524	-1.04464e+02
	562.29439908	562.87808812	162.26247850	108.82020386	321.42044657	320.93749599	117.18362722	337.56435537	342.17373071	94.58044691	96.23915178	268.03108902	267.52588862	107.41155520	228.60176579	229.98054803	58.87635966	19.25365745	69.77729567	70.42408816	18.31667926
yrdums18	0.00000000	0.00000000	2.36653e+03	62.03362401	-1.36188e+02	-1.37485e+02	15.87900640	0.00000000	0.00000000	688.31215441	55.86370717	-34.05114228	-36.00662578	302.59234630	0.00000000	0.00000000	886.92087544	4.09461436	-21.55479674	-24.13724744	-1.87047e+02
	0.00000000	0.00000000	190.46567248	92.75913013	295.90674315	296.20415761	141.98232382	0.00000000	0.00000000	120.32627938	83.65126059	287.13915414	287.69127222	127.29474348	0.00000000	0.00000000	66.23579652	17.64016897	54.04744701	54.13969304	27.33305564
