	(1)	(2)	(3)	(4)
	totalexp_pp	tcapout_pp	tcurinst_pp	tstfedrev_pp
yrdums1	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
yrdums2	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
yrdums3	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
yrdums4	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
yrdums5	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
yrdums6	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
yrdums7	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
yrdums8	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
yrdums9	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
yrdums10	-3.49683e+02	-2.02342e+02	-80.49271052	-69.53096864
	67.71448708	47.86041916	22.76516569	36.24744850
yrdums11	-2.15449e+02	14.60126179	-1.15668e+02	329.71885691
	94.05379441	77.91056403	14.77337449	45.73506861
yrdums12	20.77798139	92.70493360	8.48431694	383.98575061
	100.00371785	80.79364821	18.59063074	46.69652685
yrdums13	-2.65038e+02	-43.86650802	-92.14455903	127.68520974
	101.88774834	83.32956687	17.77839986	48.51210317
yrdums14	96.97686823	132.35915510	47.35022071	294.45567927
	124.57972586	105.51134403	19.11168596	60.43066884
yrdums15	377.93762435	124.07669485	218.78003762	703.45746893
	126.54263401	107.69966589	21.10115775	75.27480457
yrdums16	376.51461127	-42.38350764	315.50797310	182.07847345
	125.64063070	106.42650041	21.63595947	68.35143122
yrdums17	140.21431784	-1.88326e+02	199.81819998	344.50540946
	107.56327936	95.47684221	19.05303258	78.25690180
yrdums18	54.40448570	47.38515857	4.89703830	-1.61285e+02
	91.41747182	82.90127245	17.07325252	82.19337448
yrdums19	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
yrdums20	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
dydums1	-4.02209e+02	71.25464775	1.18386e+03	-5.31183e+03
	5.31757e+03	4.38224e+03	1.07839e+03	4.52124e+03
dydums2	-1.51357e+02	161.37408397	1.27613e+03	-5.14915e+03
	5.31931e+03	4.38486e+03	1.07915e+03	4.51916e+03
dydums3	-20.92762120	108.77639043	1.38002e+03	-5.03698e+03
	5.31351e+03	4.38153e+03	1.07822e+03	4.52065e+03
dydums4	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
dydums5	-4.84741e+03	-5.71424e+03	-2.42393e+02	-9.96936e+03
	5.28911e+03	4.97946e+03	1.07302e+03	6.03551e+03
dydums6	-5.67436e+03	-7.55687e+03	132.02748159	-6.25204e+03
	8.02178e+03	6.43345e+03	1.95515e+03	5.56508e+03
dydums7	4.28299e+03	318.82181591	145.57848572	-6.94767e+03
	1.02815e+04	7.79899e+03	2.69328e+03	6.83701e+03
dydums8	6.32306e+03	175.46654931	1.03306e+03	-9.50319e+03
	1.08992e+04	7.70183e+03	2.78282e+03	7.60019e+03
dydums9	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000000	0.00000000	0.00000000
win_1	335.33726100	254.70413476	34.61827541	99.51706427
	177.23707800	150.86710106	39.39412446	129.39234003
win_2	936.12475272	801.50905634	8.20000942	40.88061337
	216.38915263	190.85298691	43.18393190	148.81965374
win_3	1.27124e+03	1.12141e+03	2.90266313	-97.86353768
	273.05832399	243.78995534	45.46868334	177.20234228
win_4	961.34187456	841.27932256	-25.91139866	78.78690694
	305.31713976	276.69759821	55.73109188	174.74094684
win_5	200.16918892	219.00921936	-20.04250213	156.93477132
	316.41573163	275.63077810	71.23727954	174.52751058
win_6	-3.32941e+02	-3.59593e+02	-19.35527854	-13.08909296
	335.19622773	279.00752506	74.19296959	192.60256304
req_1	10.91775701	9.48779326	2.78517864	9.11892675
	12.17195326	9.86099221	2.35469025	7.93164086
req_2	22.77094877	20.14037187	3.85516662	1.30275677
	17.58141086	14.80459181	3.55065887	11.26859416
req_3	51.32804132	46.81132584	4.31590151	7.05552794
	22.74050749	20.05311776	4.15845525	13.36550029
req_4	41.58537469	30.27331799	7.37559427	24.62588648
	30.57665992	28.84194282	4.94929142	14.75358080
req_5	98.20011770	88.01175227	5.31322652	29.50876368
	31.17034174	25.32879463	5.40569729	26.34322171
req_6	200.02286665	96.11713823	21.52081318	-1.05578e+02
	159.66783565	110.51219545	41.14256373	110.25068156
percent_1	-35.88249378	-49.55398560	60.37097488	-2.78721e+02
	247.36829072	205.09253619	51.23927097	215.42804595
percent_2	187.10662783	223.54176570	68.63241543	235.94303008
	304.58793844	260.10073001	64.30265497	205.24883968
percent_3	233.79092780	266.77227144	76.25757098	50.46294249
	416.85872742	309.63518920	98.82877273	259.49884128
percent_4	-2.55133e+02	-95.66107786	65.57385955	-17.62291837
	487.29900454	349.18569887	144.13672926	254.23950881
percent_5	-5.95059e+02	-3.33779e+02	38.76456196	150.44951281
	524.56366090	361.68722142	145.89205697	291.92454090
percent_6	-5.94674e+02	-3.23242e+02	26.94613093	99.24980350
	534.25608619	360.07552052	149.13443685	300.88316027
percent2_1	0.54122768	1.05082882	-0.95663048	4.54692459
	3.98397801	3.33082247	0.82964200	3.47279280
percent2_2	-3.06350415	-3.52781750	-1.01795173	-3.41977961
	4.96682821	4.29676239	1.04453771	3.41288847
percent2_3	-4.84875586	-4.54422885	-1.43839670	-0.59701314
	6.76388518	5.13879756	1.56967370	4.32923899
percent2_4	3.49947658	1.68569673	-1.25701212	1.21913409
	7.91087627	5.76358012	2.33335908	4.07876942
percent2_5	9.80572172	6.32740953	-0.89257374	-2.09602817
	8.50465324	5.94146595	2.34231578	4.74399342
percent2_6	9.38042965	5.59693889	-0.53383555	-0.91959773
	8.78434101	5.93143132	2.42092256	4.98109810
percent3_1	-0.00233565	-0.00646754	0.00505910	-0.02401574
	0.02066319	0.01735307	0.00434644	0.01812583
percent3_2	0.01645652	0.01809089	0.00513415	0.01612628
	0.02618555	0.02284525	0.00547097	0.01815482
percent3_3	0.03051345	0.02466979	0.00865805	0.00262975
	0.03562932	0.02741496	0.00809830	0.02324217
percent3_4	-0.01468023	-0.00927578	0.00791717	-0.01052342
	0.04142983	0.03033905	0.01232408	0.02113581
percent3_5	-0.05043421	-0.03668368	0.00624057	0.00911669
	0.04454989	0.03128115	0.01229218	0.02505774
percent3_6	-0.04451703	-0.02867100	0.00365166	0.00215547
	0.04687457	0.03156051	0.01286979	0.02666417
Constant	6.74322e+03	578.19117101	2.22744e+03	8.77075e+03
	5.31621e+03	4.38327e+03	1.07755e+03	4.51722e+03
Observations	6970	6970	6970	6970
R-squared	0.73619570	0.47075840	0.90123074	0.80468290
Ppast	0.00000014	0.00000004	0.95998152	0.83002677
Robust standard errors in parentheses				
