"tendigit_fips","year","tax_type","purpose2","description","millage_percent","duration","votes_pct_for","fail_flg"
3902982852,2006,"Property","roads","R",2,5,40.1345291479821,1
3902982852,2007,"Property","roads","R",1,5,62.2739018087855,0
3902982852,2008,"Property","roads","A",2,5,19.1574724172518,1
3902982852,2009,"Property","roads","A",2,5,46.6549295774648,1
3902982852,2011,"Property","roads","R",1,5,49.6357012750455,1
3902982852,2015,"Property","roads","A",2,5,59.3994778067885,0
3902982852,2016,"Property","roads","A",3.5,5,59.2687074829932,0
3902986912,1991,"Property","roads","R",1,5,56.6361556064073,0
3902986912,1994,"Property","roads","R",1.1,5,69.7193500738553,0
3902986912,2001,"Property","roads","R",1.1,5,79.9265605875153,0
3902986912,2006,"Property","roads","R",1.1,5,72.6351351351351,0
3902986912,2010,"Property","roads","A",1,5,59.5482546201232,0
3902986912,2015,"Property","roads","R",1,5,86.2442040185471,0
3902986912,2018,"Property","roads","A",2,5,31.4641744548287,1
3903100240,1991,"Property","roads","R",2,3,79.3548387096774,0
3903100240,1994,"Property","roads","R",2,3,78.75,0
3903100240,1997,"Property","roads","R",2,3,76.4940239043825,0
3903100240,2000,"Property","roads","R",2,5,83.8150289017341,0
3903100240,2003,"Property","roads","R",2,3,77.8761061946903,0
3903100240,2006,"Property","roads","R",2,3,60.9929078014184,0
3903100240,2008,"Property","roads","R",2,3,71.1048158640227,0
3903100240,2011,"Property","roads","R",2,3,72.7272727272727,0
3903100240,2014,"Property","roads","R",2,3,70.2702702702703,0
3903100240,2017,"Property","roads","R",2,3,78.3783783783784,0
3903106152,1994,"Property","roads","A",2,5,51.0309278350515,0
3903106152,1999,"Property","roads","R",2,5,77.9503105590062,0
3903106152,2004,"Property","roads","R",2,5,68.75,0
3903106152,2008,"Property","roads","R",2,5,71.0391822827939,0
3903106152,2013,"Property","roads","R",2,5,68.9516129032258,0
3903106152,2017,"Property","roads","R",2,5,69.5384615384615,0
3903118868,2014,"Property","roads","A",2.4,5,58.0939947780679,0
3903118868,2018,"Property","roads","R",2.4,5,66.6205752212389,0
3903119218,2001,"Property","roads","A",1.5,5,49.2307692307692,1
3903119218,2006,"Property","roads","R",1.5,5,66.6666666666667,0
3903119218,2010,"Property","roads","R",1.5,5,64.5933014354067,0
3903119218,2015,"Property","roads","R",1.5,5,72.2627737226277,0
3903138556,2014,"Property","roads","A",1.5,3,60.6965174129353,0
3903138556,2016,"Property","roads","R",1.5,3,59.4142259414226,0
3903139634,1991,"Property","roads","R",3,3,61.1510791366906,0
3903139634,1994,"Property","roads","R",3,3,72.6296958855098,0
3903139634,1997,"Property","roads","R",3,3,71.9387755102041,0
3903139634,2000,"Property","roads","R",3,3,70.5426356589147,0
3903139634,2003,"Property","roads","R",3,3,66.9565217391304,0
3903139634,2006,"Property","roads","R",3,5,61.7760617760618,0
3903139634,2008,"Property","roads","R",3,3,67.9039301310044,0
3903139634,2014,"Property","roads","R",3,5,77.3489932885906,0
3903141132,1998,"Property","roads","A",2,5,54.708904109589,0
3903151352,2001,"Property","roads","A",2,5,5.22875816993464,1
3903180220,2012,"Property","roads","A",2.5,5,38.7205387205387,1
3903181032,1999,"Property","roads","R",0.2,5,74.8633879781421,0
3903181032,2003,"Property","roads","R",1.5,5,71.4859437751004,0
3903181032,2008,"Property","roads","R",1.5,5,61.3382899628253,0
3903181032,2012,"Property","roads","R",1.5,5,10.2819237147595,1
3903181032,2018,"Property","roads","R",1.5,5,68.5,0
3903183608,2014,"Income","roads","A",0.5,1000,66.4835164835165,0
3903184714,1992,"Property","roads","A",3,5,21.3397129186603,1
3903184714,2000,"Property","roads","A",1,5,66.4556962025316,0
3903184714,2004,"Property","roads","A",3,5,35.1351351351351,1
3903302890,2001,"Property","roads","A",2,3,53.7142857142857,0
3903302890,2004,"Property","roads","R",2,3,55.7692307692308,0
3903310030,2000,"Income","roads","R",0.5,6,50.9568874868559,0
3903310044,2006,"Property","roads","A",1,5,56.2358276643991,0
3903310044,2010,"Property","roads","R",1,5,69.3877551020408,0
3903310044,2015,"Property","roads","R",1,5,70.1449275362319,0
3903313694,1991,"Property","roads","A",3,3,67.0886075949367,0
3903313694,1994,"Property","roads","A",1,-999,84.7457627118644,0
3903313708,2017,"Property","roads","R",1.5,5,83.6257309941521,0
3903319932,1995,"Property","roads","A",1.5,5,44.5859872611465,1
3903319932,2005,"Property","roads","A",2,5,28.7128712871287,1
3903329162,1992,"Income","roads","A",0.5,-999,27.4275602742756,1
3903329162,1997,"Income","roads","A",0.5,1000,49.6306245802552,1
3903329162,1998,"Income","roads","A",0.5,1000,37.467018469657,1
3903504920,1994,"Property","roads","A",2,-999,53.7755102040816,0
3903505550,2000,"Property","roads","R",1.2,5,74.8,0
3903505550,2005,"Property","roads","R",1.2,5,63.1188118811881,0
3903505550,2010,"Property","roads","R",1.2,5,64.2201834862385,0
3903505550,2015,"Property","roads","R",1.2,5,73.0878186968839,0
3903505550,2016,"Property","roads","A",2.4,5,29.9483648881239,1
3903508336,1995,"Property","roads","A",1.9,20,65.1119402985075,0
3903525704,2018,"Property","roads","A",2,5,40.6463089238067,1
3903526446,1997,"Income","roads","R",0.25,8,52.7165422669675,0
3903526446,2005,"Income","roads","R",0.25,8,54.9891753591813,0
3903526446,2013,"Income","roads","R",0.25,8,72.4108896996913,0
3903529498,2008,"Property","roads","A",2.9,5,45.2006980802792,1
3903547306,2007,"Property","roads","A",2,5,45.0355811589292,1
3903552052,2004,"Income","roads","A",0.5,5,30.6010928961749,1
3903557008,2000,"Income","roads","A",0.5,1000,28.1547824090022,1
3903557008,2008,"Income","roads","A",1,1000,51.9461077844311,0
3903558422,1991,"Property","roads","R",1.3,5,22.275107091861,1
3903558422,1998,"Property","roads","A",1.5,5,46.0749330954505,1
3903558422,2002,"Property","roads","R",1.5,5,54.3039319872476,0
3903558422,2006,"Property","roads","R",1.5,5,77.6385407964355,0
3903558422,2013,"Property","roads","R",1.3,5,72.169014084507,0
3903571416,2016,"Property","roads","R",0.5,5,38.4692849949648,1
3903573264,2000,"Property","roads","R",3,5,56.4736567553469,0
3903573264,2005,"Property","roads","R",3,5,84.9513172966781,0
3903573264,2013,"Property","roads","R",3,5,72.2908093278464,0
3903573264,2015,"Property","roads","R",2.5,5,55.0825921219822,0
3903573264,2016,"Property","roads","R",2.5,5,43.2837490213623,1
3903575098,2017,"Property","roads","A",1,5,63.3989035794905,0
3903580738,2012,"Income","roads","A",1,1000,37.0550161812298,1
3903580990,1997,"Property","roads","R",1,5,75,0
3903580990,2002,"Property","roads","R",1,5,53.95874916833,0
3903580990,2008,"Property","roads","R",1,5,46.7805294619983,1
3903580990,2015,"Property","roads","R",1,5,53.072625698324,0
3903583622,2017,"Income","roads","R",0.375,15,73.1454005934718,0
3903702330,1996,"Property","roads","A",1.5,3,34.5691382765531,1
3903702330,2001,"Income","roads","A",0.25,1000,36.7941712204007,1
3903702330,2009,"Property","roads","A",1.5,5,47.0108695652174,1
3903733810,2001,"Property","roads","A",1.84,5,44.4148936170213,1
3903733810,2002,"Property","roads","A",1.98,1000,51.6930022573363,0
3903754978,1995,"Property","roads","R",2,5,85.6140350877193,0
3903754978,2000,"Property","roads","R",2,5,60.6860158311346,0
3903754978,2007,"Property","roads","R",2,5,82.3204419889503,0
3903754978,2011,"Property","roads","R",2,5,35.8649789029536,1
3903754978,2017,"Property","roads","R",2,5,70.2830188679245,0
3903761168,2004,"Property","roads","A",3,1000,36.4928909952607,1
3903761168,2005,"Property","roads","R",2.4,5,74.364406779661,0
3903762890,1994,"Property","roads","R",2,5,58.6206896551724,0
3903762890,2000,"Property","roads","R",3,5,48.5981308411215,1
3903762890,2003,"Property","roads","R",2,5,92.0289855072464,0
3903762890,2008,"Property","roads","R",2,5,35.423197492163,1
3903762890,2009,"Property","roads","R",2,5,77.8688524590164,0
3903762890,2013,"Property","roads","R",2,5,91.6666666666667,0
3903779380,1997,"Property","roads","A",0.5,1000,51.7514124293785,0
3903779912,1999,"Income","roads","A",0.5,5,85.1351351351351,0
3903779912,2008,"Income","roads","R",0.5,5,37.9032258064516,1
3903779912,2009,"Income","roads","A",0.5,5,70.7257072570726,0
3903779912,2011,"Income","roads","R",0.5,5,55.2903739061257,0
3903779912,2016,"Income","roads","R",0.5,5,33.847637415622,1
3903782348,2010,"Property","roads","A",2,5,70.0564971751412,0
3903782348,2014,"Property","roads","R",2,5,90.4214559386973,0
3903782348,2018,"Property","roads","R",2,5,63.6887608069164,0
3903921420,2011,"Property","roads","A",2,5,48.1707317073171,1
3903921420,2014,"Property","roads","A",2,5,57.3770491803279,0
3903921420,2018,"Property","roads","R",2,5,68.4415584415584,0
3903935196,1992,"Property","roads","R",0.5,5,54.1808873720137,0
3903935196,1997,"Property","roads","R",0.6,5,61.7529880478088,0
3903935196,2002,"Property","roads","A",0.6,5,64.1439205955335,0
3903935196,2006,"Property","roads","R",0.6,5,55.2062868369352,0
3903935196,2011,"Property","roads","R",0.6,5,49.5114006514658,1
3903935196,2012,"property","roads","R",0.6,5,62.2249388753056,0
3903935196,2016,"Property","roads","A",1,1000,47.2044728434505,1
3903935196,2017,"Property","roads","R",0.6,5,63.2867132867133,0
3903947852,1992,"Property","roads","A",2,5,34.2857142857143,1
3903947852,1995,"Property","roads","A",2,5,58.7765957446808,0
3903950190,1994,"Property","roads","R",2,5,57.9113924050633,0
3903950190,1999,"Property","roads","A",2,5,48.3985765124555,1
3903950190,2003,"Property","roads","A",2,5,57.9646017699115,0
3903950190,2009,"Property","roads","A",2,5,64.8305084745763,0
3903950190,2014,"Property","roads","R",2,5,54.6052631578947,0
3903956014,2016,"Property","roads","A",1,1000,62.9888268156425,0
3903976772,2000,"Property","roads","R",2,-999,43.1034482758621,1
3903976772,2005,"Property","roads","R",2,5,75.6521739130435,0
3903976772,2006,"Property","roads","R",2,5,60.7142857142857,0
3903976772,2016,"Property","roads","R",2,5,8.2117185798301,1
3903976772,2018,"Property","roads","R",2,5,23.2558139534884,1
3903981200,1995,"Property","roads","R",2,5,19.6596506941335,1
3903981200,1997,"Property","roads","R",2,5,71.5846994535519,0
3903981200,2002,"Property","roads","R",2,5,69.5278969957081,0
3903981200,2012,"Property","roads","R",2,5,59.2672413793103,0
3903981200,2017,"Property","roads","R",2,5,84.9358974358974,0
3904102582,1991,"Property","roads","A",3,5,54.5454545454545,0
3904102582,2001,"Property","roads","R",3,5,61.5384615384615,0
3904102582,2006,"Property","roads","R",3,4,59.9056603773585,0
3904102582,2010,"Property","roads","R",3,5,67.5572519083969,0
3904102582,2015,"Property","roads","R",3,5,66.2721893491124,0
3904109428,1994,"Property","roads","R",2.5,5,56.7829457364341,0
3904109428,2000,"Property","roads","R",2.5,5,46.7532467532467,1
3904109428,2005,"Property","roads","R",2.5,5,62.9955947136564,0
3904109428,2010,"Property","roads","R",2.5,5,57.5070821529745,0
3904109428,2014,"Property","roads","R",2.5,5,57.9034941763727,0
3904118140,1992,"Property","roads","A",1,5,54.0782122905028,0
3904118140,1993,"Property","roads","R",0.8,5,62.3363544813696,0
3904118140,1997,"Property","roads","R",1,5,65.1438240270728,0
3904118140,1998,"Property","roads","R",0.8,5,60.8240680183126,0
3904118140,2002,"Property","roads","R",1,5,62.6918536009445,0
3904118140,2003,"Property","roads","R",0.8,5,68.6217008797654,0
3904118140,2006,"Property","roads","R",1,5,62.1822336475293,0
3904118140,2008,"Property","roads","R",0.8,5,63.4847266881029,0
3904118140,2012,"Property","roads","R",1,5,57.8516902944384,0
3904118140,2013,"Property","roads","R",0.4,5,74.5607870695713,0
3904118140,2017,"Property","roads","R",1,5,74.2523364485981,0
3904118140,2018,"Property","roads","R",0.4,5,73.4527687296417,0
3904121434,2003,"Income","roads","A",0.2,-999,39.8230088495575,1
3904121448,1993,"Property","roads","R",0.6,5,56.1264822134387,0
3904121448,1998,"Property","roads","R",0.6,5,57.7680525164114,0
3904121448,2002,"Property","roads","R",0.6,5,57.6862123613312,0
3904121448,2008,"Property","roads","A",0.2,5,51.1538461538461,0
3904121448,2013,"Property","roads","R",0.8,5,70.6744868035191,0
3904121448,2018,"Property","roads","R",0.8,5,44.7602131438721,1
3904129694,1994,"Property","roads","R",1,5,59.6040663456394,0
3904129694,1996,"Property","roads","A",0.5,3,56.7214974475326,0
3904129694,2002,"Property","roads","R",1.1,3,67,0
3904129694,2005,"Property","roads","R",0.7,3,79.3058568329718,0
3904129694,2008,"Property","roads","R",0.7,3,63.038154672565,0
3904129694,2011,"Property","roads","R",0.7,5,65.2584269662921,0
3904129694,2014,"Property","roads","R",1.1,5,54.6643518518519,0
3904133516,2005,"Property","roads","A",1.5,5,40.9385113268608,1
3904133516,2006,"Property","roads","A",1.25,5,48.349687778769,1
3904158618,2018,"Property","roads","A",0.5,3,69.8261773882038,0
3904159262,1994,"Property","roads","R",1.2,5,58.6626139817629,0
3904159262,1999,"Property","roads","R",1.2,5,75.3541076487252,0
3904159262,2000,"Property","roads","R",1.2,5,71.7017208413002,0
3904159262,2005,"Property","roads","R",1.2,5,72.0125786163522,0
3904159262,2010,"Property","roads","R",1.2,5,69.4148936170213,0
3904159262,2014,"Property","roads","R",1.2,5,66.4921465968586,0
3904164178,1993,"Property","roads","A",3,5,15.2140672782875,1
3904164178,2002,"Property","roads","R",3,5,55.9125964010283,0
3904164486,1993,"Property","roads","A",1.35,20,75.1226348983882,0
3904164486,1996,"Property","roads","A",1.34,20,42.2912205567452,1
3904170842,1993,"Property","roads","R",2,2,62.378640776699,0
3904170842,1994,"Property","roads","R",2,2,61.1044417767107,0
3904170842,1997,"Property","roads","R",2,2,54.6424759871932,0
3904170842,1998,"Property","roads","R",2,2,51.2448132780083,0
3904170842,2001,"Property","roads","R",2,2,52.6060606060606,0
3904170842,2011,"Property","roads","A",1,4,34.0157480314961,1
3904171976,1996,"Property","roads","A",5,3,56.5040650406504,0
3904171976,1999,"Property","roads","R",5,3,87.8205128205128,0
3904171976,2002,"Property","roads","A",5,3,75.8064516129032,0
3904171976,2003,"Property","roads","R",5,1000,70,0
3904171976,2017,"Property","roads","A",0.5,20,2.18340611353712,1
3904171976,2018,"Property","roads","A",0.8,30,1.07343254452305,1
3904177560,2008,"Property","roads","A",2,5,15.987460815047,1
3904305802,1993,"Property","roads","R",1,3,61.0795454545455,0
3904305802,1996,"Property","roads","R",1,5,72.1977052074139,0
3904305802,1999,"Property","roads","R",1,3,75.6143667296786,0
3904305802,2002,"Property","roads","R",1,3,62.3913043478261,0
3904305802,2003,"Property","roads","A",1,5,49.3188010899183,1
3904305802,2005,"Property","roads","R",1,3,56.1111111111111,0
3904305802,2008,"Property","roads","R",1,3,66.2153012863913,0
3904305802,2011,"Property","roads","R",1,3,66.9172932330827,0
3904305802,2014,"Property","roads","R",1,3,70.2341137123746,0
3904305900,1993,"Property","roads","A",2,5,47.9638009049774,1
3904312476,1995,"Property","roads","R",1,5,66.7870036101083,0
3904312476,1999,"Property","roads","R",1,5,68.2242990654206,0
3904312476,2004,"Property","roads","R",1,5,57.9418344519016,0
3904312476,2010,"Property","roads","R",1,5,67.6737160120846,0
3904312476,2015,"Property","roads","R",1,5,77.9783393501805,0
3904327482,2015,"Property","roads","A",2,5,43.4643995749203,1
3904327482,2016,"Property","roads","A",1,5,40.2375649591685,1
3904327482,2017,"Property","roads","R",1,3,71.585557299843,0
3904339662,1994,"Property","roads","R",5,-999,60.5381165919283,0
3904339662,1999,"Property","roads","R",3,5,62.8482972136223,0
3904339662,2004,"Property","roads","R",3,5,55.4487179487179,0
3904339662,2010,"Property","roads","R",3,5,71.4893617021277,0
3904339662,2015,"Property","roads","R",3,5,83.3333333333333,0
3904347572,1992,"Property","roads","R",1,5,29.3496386881601,1
3904347572,1993,"Property","roads","R",0.5,3,83.5773392743476,0
3904347572,1999,"Property","roads","R",0.5,-999,74.2406542056075,0
3904347572,2002,"Property","roads","R",0.5,5,57.1707953063885,0
3904347572,2007,"Property","roads","R",0.5,5,61.2943372744244,0
3904347572,2009,"Property","roads","A",1,5,66.8481960517359,0
3904347572,2010,"Property","roads","A",1,5,38.9964788732394,1
3904347572,2011,"Property","roads","R",0.5,5,73.253618628068,0
3904347572,2012,"Property","roads","A",1,5,60.5723370429253,0
3904347572,2013,"property","roads","A",1,5,63.2896305125149,0
3904347572,2014,"Property","roads","A",1,5,26.3157894736842,1
3904347572,2017,"Property","roads","R",0.5,5,91.0244786944696,0
3904350134,1993,"Property","roads","R",4,5,19.0221031480241,1
3904350134,1995,"Property","roads","A",4,-999,69.4235588972431,0
3904350134,1999,"Property","roads","A",4,5,72.0647773279352,0
3904350134,2004,"Property","roads","R",4,5,31.1608961303462,1
3904350134,2009,"Property","roads","R",4,5,71.868978805395,0
3904350134,2012,"Property","roads","R",4,5,60.2836879432624,0
3904361714,2016,"Property","roads","R",2.75,1000,57.0707842837487,0
3904361714,2017,"Property","roads","A",2.75,5,71.3402732595966,0
3904370380,1992,"Income","roads","A",0.25,-999,44.0854870775348,1
3904379716,2003,"Income","roads","A",0.25,1000,24.9243799153055,1
3904379716,2006,"Income","roads","A",0.25,6,24.0864230461456,1
3904379716,2008,"Income","roads","A",0.25,6,28.6125385405961,1
3904379716,2012,"Income","roads","A",0.5,10,37.4155867859098,1
3904379716,2017,"Income","roads","A",0.5,-999,52.4610336341263,0
3904501630,1994,"Property","roads","A",3,1000,52.0547945205479,0
3904501630,2001,"Property","roads","R",3,5,50.7389162561576,0
3904501630,2005,"Property","roads","R",3,5,45.0261780104712,1
3904501630,2006,"Property","roads","R",3,5,50.9554140127389,0
3904501630,2010,"Property","roads","R",3,5,64.2857142857143,0
3904505956,1995,"Property","roads","R",2,5,57.4782608695652,0
3904505956,1999,"Property","roads","R",2,5,54.8206278026906,0
3904505956,2004,"Property","roads","R",2,5,46.0730593607306,1
3904505956,2005,"Property","roads","R",2,1000,65.6272661348803,0
3904506950,1993,"Property","roads","R",3,5,62.2607655502392,0
3904506950,1998,"Property","roads","R",3,5,53.3251231527094,0
3904506950,2003,"Property","roads","R",3,5,51.3011152416357,0
3904506950,2008,"Property","roads","R",3,5,53.5509217286189,0
3904506950,2012,"Property","roads","R",3,1000,59.2318059299191,0
3904508392,1991,"Income","roads","A",0.5,-999,39.6355353075171,1
3904515686,1993,"Property","roads","R",0.5,4,56.578947368421,0
3904515686,1994,"Property","roads","A",3,5,49.1404011461318,1
3904515686,1995,"Property","roads","R",0.5,4,62.1181262729124,0
3904515686,1999,"Property","roads","A",0.5,5,59.0062111801242,0
3904515686,2000,"Property","roads","R",3,1000,52.1857923497268,0
3904515686,2003,"Property","roads","R",0.5,5,48.2546201232033,1
3904515686,2004,"Property","roads","R",0.5,5,57.5757575757576,0
3904515686,2005,"Property","roads","R",3,1000,53.836784409257,0
3904515686,2008,"Property","roads","A",1,5,39.2250169952413,1
3904515686,2009,"Property","roads","R",0.5,5,52.2829006266786,0
3904515686,2014,"Property","roads","R",0.5,5,62.0689655172414,0
3904532060,1991,"Property","roads","R",1,2,64.7424511545293,0
3904532060,1993,"Property","roads","R",1,2,67.7644710578842,0
3904532060,1995,"Property","roads","R",1,2,60.8910891089109,0
3904532060,1997,"Property","roads","R",1,2,66.7489711934156,0
3904532060,1999,"Property","roads","R",1,2,71.6400911161731,0
3904532060,2001,"Property","roads","R",1,1000,57.2424477149496,0
3904532060,2010,"Property","roads","A",1,1000,38.955223880597,1
3904535812,1994,"Property","roads","A",2,5,41.5500538213132,1
3904535812,1996,"Property","roads","A",1.5,3,42.4678274034822,1
3904541720,1995,"Property","roads","A",3,10,22.5969230769231,1
3904541720,2013,"Property","roads","A",2.9,10,73.9260143198091,0
3904543120,1997,"Property","roads","A",2.5,3,52.3201856148492,0
3904543120,2001,"Property","roads","A",2.5,3,45.83835946924,1
3904543120,2005,"Property","roads","A",2.5,3,35.1020408163265,1
3904546382,1991,"Property","roads","A",1.5,3,46.2555066079295,1
3904546382,1992,"Property","roads","A",1.5,3,70.1986754966888,0
3904546382,1999,"Property","roads","A",3,5,62.3574144486692,0
3904546382,2005,"Property","roads","A",1,3,54.1284403669725,0
3904546382,2006,"Property","roads","A",2,3,69.4560669456067,0
3904546382,2009,"Property","roads","A",2,3,31.5573770491803,1
3904546382,2012,"Property","roads","A",2,1000,42.7495291902072,1
3904546382,2015,"Property","roads","A",2.5,1000,50,0
3904546382,2016,"Property","roads","A",1.5,3,43.574297188755,1
3904546382,2017,"Property","roads","A",1.5,3,56.4556962025316,0
3904550400,1994,"Property","roads","R",5,5,57.6502732240437,0
3904550400,1999,"Property","roads","R",5,5,78.0160857908847,0
3904550400,2003,"Property","roads","R",5,5,62.6637554585153,0
3904550400,2010,"Property","roads","R",5,5,55.8201058201058,0
3904550400,2014,"Property","roads","R",5,1000,49.3055555555556,1
3904569120,1992,"Property","roads","R",2,1000,46.3060686015831,1
3904569120,1993,"Property","roads","A",2,5,76.9087523277467,0
3904569120,1995,"Property","roads","A",2,5,35.2380952380952,1
3904569120,1998,"Property","roads","A",2,5,54.1353383458647,0
3904569120,1999,"Property","roads","R",2,5,38.4615384615385,1
3904569120,2000,"Property","roads","A",2,5,35.4545454545455,1
3904569120,2002,"Property","roads","R",2,5,45.2892561983471,1
3904569120,2004,"Property","roads","R",2,5,38.5569334836528,1
3904569120,2006,"Property","roads","R",2,5,59.0990990990991,0
3904569120,2007,"Property","roads","R",2,1000,64.6401985111663,0
3904580206,1994,"Property","roads","A",1.5,5,99.2965736328568,0
3904580570,2000,"Property","roads","A",3,1000,83.3520809898763,0
3904738598,1994,"Property","roads","A",0.6,1000,44.7142857142857,1
3904781718,2000,"Property","roads","R",1,-999,38.4318766066838,1
3904781718,2004,"Property","roads","R",1,5,40.1185770750988,1
3904781718,2007,"Property","roads","R",1,5,70.9035222052067,0
3904781718,2013,"Property","roads","R",1,5,26.1829652996845,1
3904906278,2002,"Property","roads","A",2.5,1000,52.6062550120289,0
3904906278,2018,"Property","roads","R",3.5,1000,69.3900871304099,0
3904916112,1992,"Property","roads","R",1,5,61.1607142857143,0
3904916112,2002,"Property","roads","R",1,5,67.5606641123883,0
3904916112,2005,"Property","roads","A",1.5,1000,68.4133915574964,0
3904916112,2007,"Property","roads","R",1,1000,60.6060606060606,0
3904918000,1995,"Property","roads","A",1.3,16,63.0183456361268,0
3904918000,2004,"Property","roads","A",1.23,15,72.5731000765209,0
3904918000,2008,"Property","roads","A",2.03,16,70.8793631077459,0
3904918000,2013,"Property","roads","A",1.39,16,67.824534907668,0
3904938612,2012,"Property","roads","A",1.5,5,47.6501979686693,1
3904938612,2015,"Property","roads","A",2.8,10,61.2930788949017,0
3904946410,2011,"Property","roads","A",2.9,5,29.1833238149629,1
3904950064,2000,"Property","roads","A",4,5,4.38957475994513,1
3904950064,2004,"Property","roads","A",4,1000,2.61428571428571,1
3904950064,2006,"Property","roads","A",4,1000,38.6473429951691,1
3904950064,2008,"Property","roads","A",4,1000,30.952380952381,1
3904950064,2010,"Property","roads","A",4,1000,61.1708482676225,0
3904961840,2001,"Property","roads","R",1.5,5,72.2622478386167,0
3904961840,2002,"Property","roads","R",1.5,5,98.5243482538121,0
3904961840,2003,"Property","roads","R",1.5,5,93.6472346786248,0
3904961840,2006,"Property","roads","A",1.5,5,68.8007213706042,0
3904961840,2013,"Property","roads","A",1.5,5,88.0277252678009,0
3904961840,2014,"Property","roads","R",1.5,5,79.5778665145465,0
3904961840,2015,"Property","roads","R",1.5,5,79.037111334002,0
3904967440,2010,"Property","roads","A",4.38,20,22.1476510067114,1
3904971787,1999,"Property","roads","A",2,1000,63.1805157593123,0
3904971787,2010,"Property","roads","A",3,1000,56.8249258160237,0
3905102344,1994,"Property","roads","R",1,5,74.67498699948,0
3905102344,1998,"Income","roads","A",0.5,5,48.4053862508859,1
3905102344,1999,"Income","roads","A",0.5,1000,53.3515731874145,0
3905102344,2004,"Property","roads","R",1,5,73.7248840803709,0
3905114072,1994,"Property","roads","R",2,5,77.4603174603175,0
3905114072,1999,"Property","roads","R",2,5,67.8571428571429,0
3905114072,2005,"Property","roads","R",2,5,66.6666666666667,0
3905114072,2010,"Property","roads","R",2,5,64.3939393939394,0
3905114072,2014,"Property","roads","R",2,5,71.2550607287449,0
3905116126,1991,"Property","roads","R",1,5,64.3962848297214,0
3905116126,1995,"Property","roads","R",1.4,5,77.2058823529412,0
3905116126,1998,"Property","roads","A",1,5,50.3340757238307,0
3905116126,2000,"Property","roads","R",1.4,5,68.3962264150943,0
3905116126,2001,"Property","roads","R",1,5,74.4,0
3905116126,2003,"Property","roads","R",1,5,72.4174653887114,0
3905116126,2005,"Property","roads","A",1,5,53.1062124248497,0
3905116126,2008,"Property","roads","R",1,5,63.8999205718825,0
3905116126,2010,"Property","roads","R",1,5,70.1670644391408,0
3905116126,2013,"Property","roads","R",1,5,78.3171521035599,0
3905116126,2015,"Property","roads","R",1,5,80.0813008130081,0
3905116126,2018,"Property","roads","R",1,5,76.219512195122,0
3905129036,2013,"Property","roads","A",0.75,5,47.2992700729927,1
3905129036,2014,"Property","roads","A",0.75,5,51.7958412098299,0
3905129876,1994,"Property","roads","R",1,5,74.67498699948,0
3905129876,1999,"Property","roads","R",1,5,74.842044801838,0
3905129876,2004,"Property","roads","R",1,5,73.7248840803709,0
3905129876,2009,"Property","roads","R",1,5,84.4611528822055,0
3905129876,2014,"Property","roads","R",1,5,83.7429111531191,0
3905129876,2018,"Property","roads","R",1,5,73.9375705152313,0
3905130940,1992,"Property","roads","R",1,5,60.0806451612903,0
3905130940,1998,"Property","roads","R",1,5,73.1481481481482,0
3905130940,2004,"Property","roads","A",0.5,5,36.2666666666667,1
3905145626,1995,"Property","roads","R",1,5,83.8150289017341,0
3905145626,2011,"Property","roads","R",1,5,99.0366088631985,0
3905168896,1992,"Property","roads","R",1,5,80.4305283757339,0
3905168896,1995,"Property","roads","R",1,5,83.8150289017341,0
3905168896,2001,"Property","roads","R",1,5,74.0298507462687,0
3905168896,2006,"Property","roads","R",1,5,63.4782608695652,0
3905168896,2010,"Property","roads","R",1,5,83.0371567043619,0
3905168896,2016,"Property","roads","R",1,5,46.6666666666667,1
3905175861,1999,"Property","roads","R",1,5,94.5247933884298,0
3905175861,2004,"Property","roads","R",1,5,46.6205837173579,1
3905175861,2009,"Property","roads","R",1,5,17.1114599686028,1
3905175861,2014,"Property","roads","A",1.25,5,27.8947368421053,1
3905181928,2001,"Property","roads","A",1,5,79.9057159693577,0
3905181928,2005,"Property","roads","R",1,5,37.9041248606466,1
3905181928,2011,"Property","roads","A",1,5,13.9400315623356,1
3905187024,1999,"Property","roads","R",1,5,86.3013698630137,0
3905187024,2006,"Property","roads","R",1,5,50.4273504273504,0
3905187024,2011,"Property","roads","R",1,5,77.319587628866,0
3905187024,2014,"Property","roads","R",1,5,41.9148936170213,1
3905187024,2018,"Property","roads","R",1,5,66.4750957854406,0
3905502274,1999,"Property","roads","A",4,5,59.5959595959596,0
3905502274,2004,"Property","roads","R",4,5,73.6842105263158,0
3905502274,2009,"Property","roads","R",4,5,77.9527559055118,0
3905502274,2013,"Property","roads","R",4,5,72.7272727272727,0
3905502904,1993,"Property","roads","R",1,5,69.6650717703349,0
3905502904,1995,"Property","roads","A",1,5,35.6846473029046,1
3905502904,1996,"Property","roads","A",1,5,51.0561797752809,0
3905502904,1998,"Property","roads","R",1,5,64.0486725663717,0
3905502904,2000,"Property","roads","R",1,5,67.3106060606061,0
3905502904,2001,"Property","roads","R",1,5,73.1586752347998,0
3905502904,2003,"Property","roads","R",1,5,67.9460580912863,0
3905502904,2004,"Property","roads","A",1.5,5,48.5059472004642,1
3905502904,2005,"Property","roads","R",1,5,60.8576140736669,0
3905502904,2006,"Property","roads","R",1,5,57.759220598469,0
3905502904,2007,"Property","roads","R",1,5,57.2524407252441,0
